threshold,precision,recall
0.010,0.025,1.000
0.013,0.025,1.000
0.014,0.025,1.000
0.015,0.025,1.000
0.016,0.025,1.000
0.017,0.025,1.000
0.018,0.025,1.000
0.019,0.025,1.000
0.020,0.025,1.000
0.021,0.025,1.000
0.022,0.025,1.000
0.023,0.025,1.000
0.024,0.025,1.000
0.025,0.025,1.000
0.026,0.026,1.000
0.027,0.026,1.000
0.028,0.027,1.000
0.029,0.027,1.000
0.030,0.029,1.000
0.031,0.030,0.999
0.032,0.032,0.999
0.033,0.034,0.999
0.034,0.037,0.999
0.035,0.040,0.999
0.036,0.044,0.999
0.037,0.048,0.998
0.038,0.053,0.997
0.039,0.057,0.995
0.040,0.062,0.994
0.041,0.067,0.993
0.042,0.073,0.991
0.043,0.079,0.991
0.044,0.084,0.991
0.045,0.090,0.990
0.046,0.096,0.987
0.047,0.101,0.986
0.048,0.107,0.985
0.049,0.113,0.984
0.050,0.119,0.983
0.051,0.125,0.982
0.052,0.131,0.982
0.053,0.137,0.980
0.054,0.142,0.980
0.055,0.147,0.978
0.056,0.152,0.977
0.057,0.158,0.976
0.058,0.163,0.976
0.059,0.169,0.976
0.060,0.174,0.976
0.061,0.179,0.976
0.062,0.183,0.975
0.063,0.187,0.974
0.064,0.191,0.970
0.065,0.196,0.970
0.066,0.201,0.970
0.067,0.206,0.970
0.068,0.210,0.970
0.069,0.215,0.970
0.070,0.220,0.970
0.071,0.224,0.970
0.072,0.228,0.970
0.073,0.233,0.970
0.074,0.236,0.970
0.075,0.240,0.969
0.076,0.244,0.968
0.077,0.248,0.968
0.078,0.253,0.967
0.079,0.256,0.966
0.080,0.261,0.966
0.081,0.265,0.964
0.082,0.269,0.964
0.083,0.272,0.963
0.084,0.276,0.963
0.085,0.280,0.961
0.086,0.285,0.961
0.087,0.288,0.961
0.088,0.291,0.961
0.089,0.295,0.961
0.090,0.299,0.961
0.091,0.303,0.961
0.092,0.307,0.960
0.093,0.310,0.959
0.094,0.313,0.959
0.095,0.317,0.959
0.096,0.320,0.959
0.097,0.323,0.959
0.098,0.326,0.959
0.099,0.331,0.959
0.100,0.335,0.958
0.101,0.339,0.958
0.102,0.342,0.956
0.103,0.345,0.956
0.104,0.347,0.955
0.105,0.350,0.955
0.106,0.353,0.954
0.107,0.355,0.952
0.108,0.358,0.952
0.109,0.361,0.952
0.110,0.363,0.952
0.111,0.366,0.952
0.112,0.369,0.951
0.113,0.372,0.951
0.114,0.376,0.949
0.115,0.379,0.948
0.116,0.383,0.948
0.117,0.386,0.948
0.118,0.389,0.947
0.119,0.391,0.946
0.120,0.395,0.946
0.121,0.397,0.945
0.122,0.400,0.945
0.123,0.403,0.945
0.124,0.406,0.945
0.125,0.408,0.945
0.126,0.410,0.945
0.127,0.412,0.945
0.128,0.413,0.944
0.129,0.415,0.944
0.130,0.417,0.943
0.131,0.419,0.943
0.132,0.421,0.943
0.133,0.424,0.941
0.134,0.426,0.941
0.135,0.430,0.941
0.136,0.432,0.941
0.137,0.434,0.940
0.138,0.436,0.940
0.139,0.439,0.940
0.140,0.440,0.939
0.141,0.442,0.938
0.142,0.443,0.938
0.143,0.446,0.938
0.144,0.448,0.938
0.145,0.449,0.938
0.146,0.452,0.937
0.147,0.454,0.937
0.148,0.456,0.937
0.149,0.459,0.937
0.150,0.460,0.937
0.151,0.462,0.937
0.152,0.464,0.935
0.153,0.465,0.935
0.154,0.469,0.935
0.155,0.469,0.935
0.156,0.471,0.935
0.157,0.473,0.935
0.158,0.477,0.935
0.159,0.479,0.935
0.160,0.481,0.935
0.161,0.483,0.935
0.162,0.487,0.933
0.163,0.487,0.933
0.164,0.489,0.933
0.165,0.490,0.933
0.166,0.492,0.933
0.167,0.494,0.933
0.168,0.496,0.932
0.169,0.498,0.932
0.170,0.502,0.932
0.171,0.503,0.932
0.172,0.506,0.932
0.173,0.508,0.932
0.174,0.509,0.931
