threshold,true positive rate,false positive rate
0.014,1.000,1.000
0.015,1.000,1.000
0.016,1.000,1.000
0.017,1.000,1.000
0.018,1.000,1.000
0.019,1.000,0.999
0.020,1.000,0.999
0.021,1.000,0.998
0.022,1.000,0.996
0.023,1.000,0.993
0.024,1.000,0.990
0.025,1.000,0.983
0.026,1.000,0.973
0.027,1.000,0.959
0.028,1.000,0.937
0.029,1.000,0.906
0.030,1.000,0.869
0.031,1.000,0.821
0.032,1.000,0.768
0.033,1.000,0.710
0.034,1.000,0.650
0.035,1.000,0.589
0.036,1.000,0.533
0.037,0.998,0.483
0.038,0.997,0.441
0.039,0.995,0.402
0.040,0.991,0.366
0.041,0.991,0.333
0.042,0.990,0.307
0.043,0.989,0.284
0.044,0.987,0.263
0.045,0.987,0.245
0.046,0.986,0.229
0.047,0.984,0.214
0.048,0.984,0.202
0.049,0.984,0.191
0.050,0.984,0.181
0.051,0.984,0.172
0.052,0.984,0.163
0.053,0.984,0.155
0.054,0.982,0.148
0.055,0.982,0.142
0.056,0.982,0.136
0.057,0.979,0.131
0.058,0.979,0.126
0.059,0.979,0.121
0.060,0.978,0.116
0.061,0.978,0.113
0.062,0.978,0.109
0.063,0.977,0.105
0.064,0.975,0.101
0.065,0.975,0.098
0.066,0.974,0.094
0.067,0.974,0.092
0.068,0.974,0.090
0.069,0.974,0.087
0.070,0.974,0.085
0.071,0.974,0.083
0.072,0.974,0.081
0.073,0.972,0.079
0.074,0.972,0.078
0.075,0.972,0.076
0.076,0.972,0.074
0.077,0.971,0.072
0.078,0.970,0.071
0.079,0.970,0.069
0.080,0.970,0.068
0.081,0.970,0.066
0.083,0.968,0.064
0.084,0.968,0.063
0.085,0.967,0.062
0.086,0.964,0.061
0.087,0.964,0.060
0.088,0.963,0.059
0.089,0.963,0.058
0.090,0.963,0.057
0.091,0.963,0.056
0.092,0.963,0.055
0.093,0.963,0.054
0.094,0.962,0.054
0.095,0.962,0.053
0.096,0.961,0.052
0.097,0.961,0.052
0.098,0.961,0.051
0.099,0.961,0.050
0.100,0.961,0.050
0.101,0.961,0.049
0.103,0.961,0.048
0.104,0.961,0.047
0.105,0.961,0.046
0.106,0.961,0.046
0.107,0.961,0.045
0.109,0.961,0.044
0.110,0.960,0.044
0.111,0.959,0.043
0.112,0.958,0.042
0.113,0.956,0.042
0.114,0.956,0.041
0.116,0.956,0.041
0.117,0.956,0.040
0.118,0.956,0.039
0.119,0.956,0.039
0.120,0.956,0.039
0.121,0.956,0.038
0.122,0.955,0.038
0.123,0.954,0.038
0.124,0.953,0.037
0.125,0.953,0.037
0.126,0.953,0.036
0.127,0.953,0.036
0.128,0.953,0.036
0.129,0.953,0.035
0.130,0.953,0.035
0.131,0.953,0.034
0.132,0.952,0.034
0.133,0.948,0.034
0.134,0.948,0.034
0.135,0.948,0.033
0.136,0.948,0.033
0.137,0.948,0.033
0.138,0.948,0.032
0.139,0.948,0.032
0.140,0.948,0.032
0.141,0.948,0.031
0.142,0.948,0.031
0.143,0.948,0.031
0.144,0.948,0.030
0.146,0.948,0.030
0.147,0.948,0.029
0.148,0.948,0.029
0.149,0.948,0.029
0.150,0.948,0.029
0.151,0.948,0.028
0.152,0.948,0.028
0.153,0.948,0.028
0.154,0.948,0.028
0.155,0.948,0.028
0.156,0.948,0.027
0.157,0.948,0.027
0.158,0.948,0.027
0.159,0.947,0.027
0.160,0.946,0.026
0.161,0.946,0.026
0.162,0.946,0.026
0.163,0.945,0.026
0.164,0.945,0.026
0.165,0.945,0.026
0.166,0.945,0.025
0.167,0.944,0.025
0.168,0.943,0.025
0.169,0.941,0.025
0.170,0.940,0.025
0.172,0.940,0.024
0.174,0.940,0.024
0.175,0.939,0.023
0.176,0.939,0.023
0.177,0.939,0.023
0.178,0.939,0.023
0.179,0.939,0.023
0.180,0.939,0.023
0.181,0.939,0.023
0.182,0.939,0.022
0.183,0.939,0.022
0.184,0.939,0.022
0.185,0.939,0.022
0.187,0.939,0.022
0.188,0.939,0.021
0.189,0.939,0.021
0.190,0.939,0.021
0.191,0.938,0.021
0.192,0.938,0.021
0.193,0.938,0.020
