precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.026,1.000
0.026,1.000
0.027,1.000
0.028,1.000
0.030,1.000
0.032,1.000
0.035,1.000
0.038,1.000
0.041,1.000
0.045,1.000
0.050,0.998
0.054,0.997
0.059,0.995
0.064,0.991
0.070,0.991
0.076,0.990
0.081,0.989
0.087,0.987
0.093,0.987
0.099,0.986
0.104,0.984
0.110,0.984
0.116,0.984
0.121,0.984
0.127,0.984
0.133,0.984
0.138,0.984
0.144,0.982
0.149,0.982
0.155,0.982
0.160,0.979
0.165,0.979
0.170,0.979
0.176,0.978
0.181,0.978
0.185,0.978
0.191,0.977
0.196,0.975
0.202,0.975
0.208,0.974
0.212,0.974
0.216,0.974
0.221,0.974
0.225,0.974
0.230,0.974
0.233,0.974
0.237,0.972
0.241,0.972
0.245,0.972
0.250,0.972
0.254,0.971
0.258,0.970
0.262,0.970
0.266,0.970
0.271,0.970
0.274,0.969
0.277,0.968
0.280,0.968
0.284,0.967
0.287,0.964
0.291,0.964
0.294,0.963
0.297,0.963
0.300,0.963
0.303,0.963
0.307,0.963
0.310,0.963
0.312,0.962
0.314,0.962
0.317,0.961
0.321,0.961
0.323,0.961
0.326,0.961
0.329,0.961
0.333,0.961
0.336,0.961
0.339,0.961
0.342,0.961
0.345,0.961
0.348,0.961
0.351,0.961
0.353,0.961
0.356,0.961
0.358,0.960
0.361,0.959
0.364,0.958
0.366,0.956
0.369,0.956
0.372,0.956
0.375,0.956
0.378,0.956
0.381,0.956
0.385,0.956
0.386,0.956
0.387,0.956
0.389,0.955
0.392,0.954
0.395,0.953
0.398,0.953
0.399,0.953
0.402,0.953
0.404,0.953
0.406,0.953
0.410,0.953
0.412,0.953
0.414,0.952
0.415,0.948
0.417,0.948
0.420,0.948
0.423,0.948
0.425,0.948
0.428,0.948
0.430,0.948
0.433,0.948
0.438,0.948
0.438,0.948
0.440,0.948
0.443,0.948
0.446,0.948
0.449,0.948
0.451,0.948
0.454,0.948
0.455,0.948
0.457,0.948
0.460,0.948
0.461,0.948
0.463,0.948
0.466,0.948
0.467,0.948
0.469,0.948
0.472,0.948
0.474,0.948
0.475,0.947
0.477,0.946
0.478,0.946
0.480,0.946
0.481,0.945
0.483,0.945
0.484,0.945
0.486,0.945
0.487,0.944
0.489,0.943
0.490,0.941
0.492,0.940
0.494,0.940
0.497,0.940
0.499,0.940
0.502,0.940
0.504,0.939
0.506,0.939
0.507,0.939
0.509,0.939
0.510,0.939
0.512,0.939
0.513,0.939
0.514,0.939
0.516,0.939
0.519,0.939
0.522,0.939
0.523,0.939
0.524,0.939
0.528,0.939
0.529,0.939
0.532,0.939
0.535,0.938
0.536,0.938
0.538,0.938
0.539,0.938
0.540,0.937
0.541,0.937
0.542,0.937
0.544,0.937
0.545,0.937
0.547,0.937
0.550,0.937
0.550,0.937
0.551,0.937
0.553,0.936
0.554,0.936
0.557,0.936
0.558,0.935
0.559,0.935
