precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.026,1.000
0.026,1.000
0.027,1.000
0.029,1.000
0.030,1.000
0.033,1.000
0.036,1.000
0.039,1.000
0.043,1.000
0.047,1.000
0.051,0.999
0.057,0.999
0.062,0.997
0.068,0.994
0.073,0.993
0.079,0.992
0.085,0.992
0.092,0.992
0.098,0.992
0.104,0.992
0.110,0.992
0.116,0.991
0.122,0.991
0.128,0.991
0.134,0.991
0.139,0.990
0.145,0.990
0.150,0.989
0.156,0.987
0.161,0.987
0.167,0.987
0.173,0.987
0.179,0.986
0.185,0.985
0.190,0.985
0.196,0.985
0.200,0.985
0.205,0.984
0.210,0.982
0.215,0.980
0.221,0.980
0.226,0.980
0.231,0.980
0.237,0.980
0.242,0.980
0.246,0.980
0.251,0.979
0.255,0.979
0.260,0.979
0.264,0.979
0.267,0.978
0.271,0.978
0.274,0.978
0.278,0.976
0.282,0.975
0.286,0.975
0.290,0.975
0.294,0.975
0.298,0.975
0.300,0.975
0.304,0.975
0.307,0.974
0.310,0.974
0.313,0.974
0.317,0.974
0.320,0.974
0.323,0.974
0.326,0.974
0.330,0.974
0.335,0.974
0.339,0.974
0.342,0.972
0.345,0.972
0.349,0.971
0.353,0.970
0.356,0.970
0.359,0.970
0.362,0.968
0.366,0.967
0.369,0.967
0.373,0.966
0.375,0.964
0.379,0.964
0.383,0.964
0.385,0.964
0.389,0.963
0.393,0.963
0.394,0.961
0.397,0.961
0.400,0.961
0.403,0.960
0.405,0.960
0.407,0.959
0.409,0.959
0.412,0.958
0.414,0.958
0.416,0.956
0.419,0.956
0.423,0.956
0.426,0.956
0.429,0.955
0.432,0.955
0.433,0.955
0.436,0.955
0.440,0.955
0.443,0.953
0.446,0.953
0.447,0.951
0.449,0.951
0.452,0.949
0.455,0.949
0.458,0.949
0.460,0.949
0.462,0.949
0.465,0.949
0.467,0.949
0.470,0.949
0.472,0.948
0.475,0.948
0.477,0.948
0.480,0.948
0.483,0.948
0.486,0.948
0.489,0.948
0.492,0.948
0.495,0.948
0.498,0.948
0.500,0.947
0.502,0.947
0.504,0.947
0.506,0.947
0.508,0.947
0.510,0.946
0.512,0.946
0.515,0.946
0.517,0.946
0.521,0.946
0.522,0.946
0.523,0.945
0.525,0.945
0.527,0.945
0.529,0.945
0.529,0.945
0.530,0.945
0.533,0.945
0.534,0.945
0.536,0.945
0.539,0.945
0.539,0.943
0.541,0.943
0.541,0.943
0.542,0.943
0.543,0.941
0.546,0.941
0.547,0.941
0.548,0.941
0.551,0.941
0.553,0.941
0.556,0.941
0.559,0.941
0.560,0.941
0.563,0.941
0.563,0.940
0.565,0.940
0.567,0.940
0.570,0.939
0.570,0.939
0.572,0.939
0.572,0.939
0.574,0.939
0.575,0.939
0.578,0.938
0.579,0.938
0.579,0.938
0.580,0.937
0.582,0.936
0.583,0.936
0.584,0.936
0.584,0.935
0.586,0.935
0.587,0.933
0.588,0.933
0.588,0.933
0.589,0.933
0.590,0.933
