threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2366
0.0300,0.1967
0.0400,0.2512
0.0500,0.2671
0.0600,0.2902
0.0700,0.3052
0.0800,0.2984
0.0900,0.2978
0.1000,0.2971
0.1100,0.2948
0.1200,0.3016
0.1300,0.3066
0.1400,0.3089
0.1500,0.3078
0.1600,0.3163
0.1700,0.3169
0.1800,0.3181
0.1900,0.3155
0.2000,0.3199
0.2100,0.3220
0.2200,0.3238
0.2300,0.3265
0.2400,0.3259
0.2500,0.3321
0.2600,0.3273
0.2700,0.3320
0.2800,0.3365
0.2900,0.3375
0.3000,0.3386
0.3100,0.3391
0.3200,0.3496
0.3300,0.3505
0.3400,0.3517
0.3500,0.3536
0.3600,0.3539
0.3700,0.3561
0.3800,0.3509
0.3900,0.3579
0.4000,0.3493
0.4100,0.3701
0.4200,0.3841
0.4300,0.3777
0.4400,0.3842
0.4500,0.3785
0.4600,0.3759
0.4700,0.3834
0.4800,0.3870
0.4900,0.3824
0.5000,0.3809
0.5100,0.3863
0.5200,0.3887
0.5300,0.3788
0.5400,0.3830
0.5500,0.3729
0.5600,0.3820
0.5700,0.3900
0.5800,0.4237
0.5900,0.4598
0.6000,0.4650
0.6100,0.4720
0.6200,0.4748
0.6300,0.4743
0.6400,0.4783
0.6500,0.4702
0.6600,0.4743
0.6700,0.4909
0.6800,0.4843
0.6900,0.4909
0.7000,0.4833
0.7100,0.4671
0.7200,0.4772
0.7300,0.4838
0.7400,0.5076
0.7500,0.5175
0.7600,0.5462
0.7700,0.5511
0.7800,0.5789
0.7900,0.5881
0.8000,0.6116
0.8100,0.6174
0.8200,0.5876
0.8300,0.5835
0.8400,0.5802
0.8500,0.5570
0.8600,0.5497
0.8700,0.5333
0.8800,0.5268
0.8900,0.4702
0.9000,0.4442
0.9100,0.3895
0.9200,0.3530
0.9300,0.2989
0.9400,0.2086
0.9500,0.0989
0.9600,0.0419
0.9700,0.0138
0.9800,0.0014
0.9900,0.0000
1.0000,0.0000
