threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2256
0.0300,0.2112
0.0400,0.2211
0.0500,0.2515
0.0600,0.2814
0.0700,0.3027
0.0800,0.3189
0.0900,0.3468
0.1000,0.3565
0.1100,0.3629
0.1200,0.3678
0.1300,0.3703
0.1400,0.3827
0.1500,0.3968
0.1600,0.3983
0.1700,0.4037
0.1800,0.4177
0.1900,0.4205
0.2000,0.4472
0.2100,0.4671
0.2200,0.4694
0.2300,0.4863
0.2400,0.4991
0.2500,0.4948
0.2600,0.5119
0.2700,0.5233
0.2800,0.5423
0.2900,0.5530
0.3000,0.5569
0.3100,0.5502
0.3200,0.5495
0.3300,0.5544
0.3400,0.5915
0.3500,0.5985
0.3600,0.6051
0.3700,0.6016
0.3800,0.6177
0.3900,0.6076
0.4000,0.6199
0.4100,0.6315
0.4200,0.6345
0.4300,0.6492
0.4400,0.6585
0.4500,0.6711
0.4600,0.6721
0.4700,0.6845
0.4800,0.6913
0.4900,0.6932
0.5000,0.6988
0.5100,0.7024
0.5200,0.7050
0.5300,0.7056
0.5400,0.7089
0.5500,0.7182
0.5600,0.7306
0.5700,0.7423
0.5800,0.7367
0.5900,0.7367
0.6000,0.7577
0.6100,0.7544
0.6200,0.7509
0.6300,0.7535
0.6400,0.7521
0.6500,0.7556
0.6600,0.7422
0.6700,0.7322
0.6800,0.7373
0.6900,0.7331
0.7000,0.7364
0.7100,0.7603
0.7200,0.7607
0.7300,0.7501
0.7400,0.7491
0.7500,0.7450
0.7600,0.7475
0.7700,0.7357
0.7800,0.7376
0.7900,0.7337
0.8000,0.7222
0.8100,0.7205
0.8200,0.7113
0.8300,0.7222
0.8400,0.7089
0.8500,0.6991
0.8600,0.6836
0.8700,0.6718
0.8800,0.6637
0.8900,0.6428
0.9000,0.6275
0.9100,0.5966
0.9200,0.5588
0.9300,0.5016
0.9400,0.4325
0.9500,0.3074
0.9600,0.1774
0.9700,0.0757
0.9800,0.0355
0.9900,0.0000
1.0000,0.0000
