threshold,precision,recall
0.014,0.025,1.000
0.015,0.025,1.000
0.016,0.025,1.000
0.017,0.025,1.000
0.018,0.025,1.000
0.019,0.025,1.000
0.020,0.025,1.000
0.021,0.025,1.000
0.022,0.025,1.000
0.023,0.025,1.000
0.024,0.025,1.000
0.025,0.026,1.000
0.026,0.026,1.000
0.027,0.027,1.000
0.028,0.028,0.999
0.029,0.029,0.999
0.030,0.031,0.999
0.031,0.033,0.997
0.032,0.035,0.997
0.033,0.039,0.997
0.034,0.042,0.995
0.035,0.046,0.995
0.036,0.050,0.994
0.037,0.055,0.992
0.038,0.060,0.991
0.039,0.066,0.991
0.040,0.072,0.990
0.041,0.078,0.990
0.042,0.084,0.990
0.043,0.090,0.989
0.044,0.096,0.985
0.045,0.103,0.985
0.046,0.109,0.984
0.047,0.116,0.984
0.048,0.122,0.983
0.049,0.129,0.983
0.050,0.135,0.982
0.051,0.141,0.979
0.052,0.148,0.978
0.053,0.154,0.978
0.054,0.160,0.977
0.055,0.166,0.976
0.056,0.172,0.975
0.057,0.178,0.974
0.058,0.183,0.974
0.059,0.189,0.972
0.060,0.195,0.972
0.061,0.200,0.971
0.062,0.205,0.970
0.063,0.211,0.970
0.064,0.216,0.970
0.065,0.220,0.969
0.066,0.225,0.967
0.067,0.230,0.967
0.068,0.234,0.966
0.069,0.239,0.964
0.070,0.244,0.964
0.071,0.249,0.963
0.072,0.253,0.963
0.073,0.257,0.962
0.074,0.262,0.962
0.075,0.267,0.962
0.076,0.271,0.961
0.077,0.275,0.961
0.078,0.279,0.960
0.079,0.283,0.960
0.080,0.286,0.959
0.081,0.291,0.959
0.082,0.294,0.959
0.083,0.298,0.959
0.084,0.301,0.958
0.085,0.305,0.958
0.086,0.308,0.958
0.087,0.312,0.958
0.088,0.315,0.956
0.089,0.318,0.956
0.090,0.322,0.955
0.091,0.325,0.955
0.092,0.328,0.955
0.093,0.332,0.955
0.094,0.334,0.955
0.095,0.338,0.955
0.096,0.341,0.954
0.097,0.344,0.954
0.098,0.346,0.954
0.099,0.348,0.954
0.100,0.351,0.952
0.101,0.355,0.952
0.102,0.358,0.951
0.103,0.361,0.951
0.104,0.363,0.951
0.105,0.366,0.949
0.106,0.370,0.948
0.107,0.372,0.948
0.108,0.376,0.948
0.109,0.378,0.948
0.110,0.380,0.948
0.111,0.384,0.948
0.112,0.386,0.948
0.113,0.388,0.947
0.114,0.390,0.947
0.115,0.392,0.946
0.116,0.394,0.946
0.117,0.397,0.946
0.118,0.400,0.946
0.119,0.404,0.945
0.120,0.408,0.944
0.121,0.413,0.944
0.122,0.415,0.943
0.123,0.417,0.943
0.124,0.421,0.943
0.125,0.423,0.943
0.126,0.425,0.943
0.127,0.429,0.943
0.128,0.432,0.943
0.129,0.434,0.941
0.130,0.436,0.940
0.131,0.439,0.940
0.132,0.443,0.939
0.133,0.444,0.939
0.134,0.445,0.939
0.135,0.447,0.939
0.136,0.449,0.939
0.137,0.452,0.937
0.138,0.454,0.937
0.139,0.456,0.937
0.140,0.458,0.937
0.141,0.461,0.937
0.142,0.464,0.935
0.143,0.466,0.935
0.144,0.467,0.935
0.145,0.469,0.935
0.146,0.471,0.935
0.147,0.472,0.935
0.148,0.473,0.932
0.149,0.476,0.932
0.150,0.478,0.932
0.151,0.481,0.932
0.152,0.482,0.932
0.153,0.486,0.932
0.154,0.487,0.931
0.155,0.488,0.931
0.156,0.490,0.931
0.157,0.492,0.931
0.158,0.495,0.931
0.159,0.498,0.931
0.160,0.498,0.931
0.161,0.500,0.931
0.162,0.501,0.931
0.163,0.505,0.931
0.164,0.505,0.930
0.165,0.509,0.930
0.166,0.510,0.930
0.167,0.511,0.930
0.168,0.513,0.929
0.169,0.515,0.929
0.170,0.516,0.928
0.171,0.519,0.928
0.172,0.520,0.925
0.173,0.522,0.925
0.174,0.523,0.925
0.175,0.525,0.925
0.176,0.529,0.925
0.177,0.532,0.925
0.178,0.533,0.925
0.179,0.535,0.924
0.180,0.538,0.924
0.181,0.540,0.924
0.182,0.540,0.924
0.183,0.541,0.923
0.184,0.543,0.922
0.185,0.545,0.921
0.186,0.548,0.921
0.188,0.549,0.918
0.189,0.549,0.917
0.190,0.551,0.916
0.191,0.553,0.916
0.192,0.556,0.916
0.193,0.557,0.915
