threshold,precision,recall
0.019,0.025,1.000
0.020,0.025,1.000
0.021,0.029,0.999
0.022,0.036,0.997
0.023,0.042,0.987
0.024,0.050,0.985
0.025,0.057,0.982
0.026,0.065,0.978
0.027,0.073,0.976
0.028,0.081,0.972
0.029,0.089,0.968
0.030,0.096,0.967
0.031,0.104,0.964
0.032,0.111,0.962
0.033,0.119,0.961
0.034,0.126,0.960
0.035,0.133,0.959
0.036,0.139,0.959
0.037,0.145,0.959
0.038,0.151,0.956
0.039,0.157,0.953
0.040,0.162,0.949
0.041,0.167,0.947
0.042,0.172,0.947
0.043,0.178,0.946
0.044,0.182,0.946
0.045,0.187,0.945
0.046,0.192,0.944
0.047,0.196,0.941
0.048,0.201,0.941
0.049,0.206,0.939
0.050,0.211,0.938
0.051,0.216,0.937
0.052,0.221,0.937
0.053,0.225,0.936
0.054,0.229,0.936
0.055,0.234,0.936
0.056,0.236,0.931
0.057,0.239,0.930
0.058,0.243,0.930
0.059,0.247,0.930
0.060,0.250,0.928
0.061,0.255,0.925
0.062,0.258,0.925
0.063,0.262,0.924
0.064,0.265,0.924
0.065,0.268,0.924
0.066,0.271,0.923
0.067,0.274,0.922
0.068,0.277,0.921
0.069,0.280,0.921
0.070,0.284,0.921
0.071,0.287,0.921
0.072,0.290,0.921
0.073,0.293,0.921
0.074,0.296,0.920
0.075,0.299,0.920
0.076,0.302,0.920
0.077,0.305,0.920
0.078,0.309,0.920
0.079,0.312,0.917
0.080,0.315,0.917
0.081,0.318,0.917
0.082,0.322,0.917
0.083,0.325,0.916
0.084,0.328,0.915
0.085,0.331,0.914
0.086,0.334,0.913
0.087,0.337,0.913
0.088,0.340,0.912
0.089,0.343,0.910
0.090,0.345,0.909
0.091,0.348,0.908
0.092,0.351,0.908
0.093,0.353,0.908
0.094,0.355,0.907
0.095,0.358,0.907
0.096,0.361,0.907
0.097,0.364,0.907
0.098,0.367,0.907
0.099,0.370,0.906
0.100,0.372,0.906
0.101,0.374,0.906
0.102,0.378,0.906
0.103,0.380,0.905
0.104,0.382,0.904
0.105,0.386,0.904
0.106,0.389,0.904
0.107,0.391,0.902
0.108,0.394,0.902
0.109,0.395,0.901
0.110,0.398,0.900
0.111,0.400,0.900
0.112,0.401,0.899
0.113,0.404,0.898
0.114,0.406,0.898
0.115,0.409,0.898
0.116,0.411,0.898
0.117,0.414,0.898
0.118,0.417,0.897
0.119,0.418,0.897
0.120,0.420,0.896
0.121,0.422,0.894
0.122,0.424,0.894
0.123,0.427,0.893
0.124,0.427,0.893
0.125,0.430,0.893
0.126,0.432,0.893
0.127,0.434,0.892
0.128,0.436,0.892
0.129,0.438,0.892
0.130,0.440,0.892
0.131,0.441,0.892
0.132,0.445,0.892
0.133,0.446,0.892
0.134,0.448,0.892
0.135,0.450,0.892
0.136,0.452,0.891
0.137,0.455,0.891
0.138,0.456,0.890
0.139,0.458,0.890
0.140,0.460,0.889
0.141,0.462,0.889
0.142,0.466,0.889
0.143,0.468,0.889
0.144,0.470,0.887
0.145,0.471,0.885
0.146,0.472,0.885
0.147,0.474,0.885
0.148,0.475,0.883
0.149,0.477,0.883
0.150,0.479,0.883
0.151,0.482,0.883
0.152,0.483,0.882
0.153,0.484,0.881
0.154,0.487,0.881
0.155,0.489,0.881
0.156,0.490,0.881
0.157,0.491,0.881
0.158,0.493,0.881
0.159,0.495,0.881
0.160,0.495,0.881
0.161,0.496,0.881
0.162,0.498,0.881
0.163,0.499,0.879
0.164,0.500,0.879
0.165,0.502,0.879
0.166,0.503,0.879
0.167,0.506,0.879
0.168,0.509,0.879
0.169,0.511,0.879
0.170,0.513,0.879
0.171,0.516,0.879
0.172,0.518,0.879
0.173,0.520,0.879
0.174,0.523,0.879
0.175,0.525,0.878
0.176,0.526,0.878
0.177,0.527,0.877
0.178,0.530,0.877
0.179,0.531,0.877
0.180,0.532,0.877
0.181,0.535,0.877
0.182,0.536,0.877
0.183,0.537,0.876
0.184,0.537,0.876
0.185,0.538,0.876
0.186,0.539,0.876
0.187,0.542,0.875
0.188,0.544,0.875
0.189,0.546,0.875
0.190,0.548,0.875
0.191,0.550,0.875
0.192,0.551,0.874
0.193,0.553,0.874
0.194,0.554,0.874
0.195,0.555,0.874
0.196,0.557,0.874
0.197,0.557,0.871
0.198,0.558,0.871
0.199,0.559,0.869
0.200,0.560,0.868
0.201,0.561,0.868
0.202,0.562,0.868
0.203,0.563,0.867
0.204,0.565,0.867
0.205,0.566,0.867
0.206,0.566,0.867
0.207,0.568,0.867
0.208,0.570,0.867
0.209,0.571,0.867
0.210,0.571,0.867
0.211,0.572,0.867
0.212,0.573,0.866
0.213,0.574,0.866
0.214,0.576,0.866
0.215,0.577,0.866
0.216,0.579,0.866
0.217,0.581,0.866
0.218,0.583,0.866
0.219,0.584,0.866
0.220,0.586,0.866
0.221,0.586,0.866
0.222,0.586,0.865
0.223,0.588,0.865
0.224,0.590,0.865
0.225,0.593,0.865
0.226,0.596,0.863
0.227,0.597,0.862
0.228,0.600,0.862
0.229,0.601,0.862
0.230,0.604,0.862
0.231,0.604,0.862
0.232,0.605,0.861
0.233,0.606,0.860
0.234,0.608,0.860
0.235,0.610,0.860
0.237,0.611,0.860
0.238,0.614,0.860
0.239,0.614,0.860
0.240,0.616,0.859
0.241,0.617,0.859
0.242,0.618,0.859
0.243,0.620,0.859
0.244,0.622,0.859
0.245,0.624,0.859
0.246,0.625,0.859
0.247,0.626,0.859
0.249,0.628,0.859
0.250,0.629,0.859
0.251,0.630,0.859
0.252,0.630,0.858
0.253,0.631,0.856
0.256,0.632,0.856
0.257,0.634,0.856
0.258,0.635,0.856
0.259,0.637,0.856
0.260,0.638,0.856
0.261,0.638,0.856
0.262,0.639,0.856
0.263,0.641,0.855
0.264,0.642,0.855
0.265,0.644,0.855
0.266,0.646,0.855
0.267,0.648,0.855
0.269,0.650,0.855
0.271,0.652,0.855
0.272,0.653,0.855
0.274,0.653,0.854
0.275,0.653,0.853
0.276,0.655,0.853
0.277,0.656,0.853
0.278,0.655,0.852
0.279,0.656,0.852
0.280,0.658,0.852
0.281,0.659,0.852
0.282,0.661,0.852
0.283,0.662,0.852
0.284,0.663,0.852
0.285,0.665,0.852
0.286,0.666,0.852
0.287,0.666,0.850
0.288,0.667,0.850
0.289,0.668,0.850
0.290,0.669,0.848
0.291,0.669,0.848
0.292,0.670,0.848
0.294,0.671,0.848
0.295,0.673,0.847
0.296,0.676,0.847
0.297,0.678,0.847
0.298,0.679,0.847
0.299,0.681,0.846
0.300,0.681,0.846
0.302,0.683,0.845
0.303,0.685,0.844
0.305,0.685,0.843
0.306,0.685,0.843
0.307,0.687,0.843
0.308,0.689,0.840
0.309,0.689,0.839
0.310,0.691,0.838
0.311,0.694,0.838
0.312,0.695,0.838
0.313,0.695,0.837
0.314,0.697,0.836
0.315,0.698,0.836
0.316,0.699,0.835
0.317,0.700,0.835
0.318,0.701,0.835
0.319,0.702,0.835
0.320,0.704,0.835
0.321,0.705,0.835
0.322,0.706,0.835
0.323,0.707,0.835
0.324,0.708,0.835
0.325,0.709,0.835
0.326,0.711,0.835
0.328,0.712,0.835
0.334,0.713,0.835
0.335,0.715,0.835
0.336,0.716,0.835
0.337,0.716,0.835
0.339,0.716,0.834
0.340,0.717,0.834
0.341,0.717,0.832
0.342,0.718,0.831
0.344,0.718,0.831
0.345,0.718,0.829
0.346,0.720,0.829
0.347,0.722,0.828
0.348,0.723,0.828
0.349,0.725,0.828
0.350,0.726,0.828
0.351,0.727,0.827
0.354,0.728,0.825
0.355,0.730,0.825
0.358,0.731,0.825
0.361,0.731,0.825
0.362,0.732,0.825
0.364,0.735,0.825
0.367,0.736,0.824
0.368,0.736,0.824
0.369,0.738,0.824
0.371,0.739,0.824
0.372,0.738,0.823
0.373,0.740,0.823
0.374,0.743,0.823
0.375,0.744,0.823
0.376,0.744,0.822
0.377,0.745,0.822
0.379,0.747,0.822
0.380,0.747,0.822
0.383,0.748,0.822
0.385,0.749,0.822
0.387,0.750,0.822
0.389,0.750,0.821
0.391,0.750,0.820
0.392,0.752,0.820
0.393,0.753,0.820
0.395,0.756,0.820
0.396,0.756,0.820
0.397,0.758,0.819
0.398,0.759,0.819
0.399,0.759,0.817
0.400,0.759,0.815
0.403,0.759,0.815
0.404,0.760,0.815
0.405,0.761,0.815
0.406,0.762,0.815
0.407,0.763,0.815
0.408,0.763,0.814
0.409,0.766,0.813
0.410,0.768,0.813
0.411,0.770,0.813
0.412,0.774,0.813
0.413,0.774,0.812
0.414,0.777,0.812
0.417,0.779,0.812
0.418,0.779,0.812
0.419,0.781,0.812
0.421,0.781,0.811
0.422,0.782,0.811
0.425,0.783,0.811
0.426,0.784,0.811
0.427,0.784,0.811
0.429,0.784,0.809
0.431,0.785,0.808
0.432,0.787,0.808
0.433,0.786,0.807
0.438,0.787,0.807
0.439,0.788,0.807
0.440,0.790,0.807
0.442,0.791,0.807
0.444,0.792,0.807
0.445,0.791,0.806
0.446,0.791,0.805
0.451,0.792,0.805
0.452,0.794,0.805
0.456,0.795,0.805
0.457,0.796,0.805
0.458,0.796,0.804
0.460,0.796,0.801
0.461,0.798,0.801
0.462,0.799,0.801
0.464,0.800,0.801
0.465,0.800,0.801
0.466,0.801,0.801
0.468,0.802,0.801
0.469,0.803,0.801
0.470,0.804,0.801
