precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.026,1.000
0.026,1.000
0.027,1.000
0.029,1.000
0.030,0.999
0.033,0.999
0.035,0.999
0.038,0.999
0.042,0.999
0.046,0.997
0.051,0.997
0.056,0.993
0.061,0.991
0.066,0.987
0.071,0.984
0.077,0.983
0.083,0.983
0.089,0.980
0.094,0.980
0.101,0.979
0.107,0.979
0.113,0.979
0.119,0.979
0.125,0.978
0.130,0.978
0.136,0.978
0.142,0.977
0.148,0.976
0.154,0.976
0.159,0.975
0.166,0.975
0.170,0.974
0.176,0.974
0.181,0.974
0.186,0.971
0.191,0.969
0.195,0.968
0.201,0.968
0.206,0.966
0.210,0.963
0.214,0.961
0.218,0.961
0.224,0.961
0.228,0.961
0.232,0.960
0.237,0.958
0.241,0.958
0.247,0.958
0.251,0.958
0.256,0.958
0.260,0.956
0.263,0.956
0.266,0.954
0.271,0.954
0.274,0.953
0.277,0.952
0.282,0.952
0.285,0.952
0.290,0.952
0.293,0.952
0.296,0.952
0.301,0.952
0.304,0.952
0.307,0.951
0.310,0.951
0.314,0.951
0.317,0.949
0.320,0.948
0.323,0.947
0.327,0.947
0.330,0.947
0.333,0.947
0.336,0.946
0.338,0.946
0.343,0.946
0.345,0.946
0.348,0.946
0.350,0.946
0.353,0.946
0.355,0.946
0.359,0.946
0.362,0.946
0.365,0.946
0.369,0.946
0.371,0.946
0.375,0.946
0.376,0.944
0.379,0.944
0.382,0.944
0.385,0.944
0.388,0.944
0.390,0.944
0.392,0.943
0.395,0.943
0.397,0.941
0.400,0.941
0.403,0.940
0.407,0.940
0.409,0.940
0.412,0.940
0.415,0.940
0.418,0.940
0.421,0.939
0.425,0.939
0.427,0.939
0.431,0.939
0.434,0.939
0.437,0.939
0.439,0.939
0.442,0.939
0.445,0.939
0.447,0.939
0.450,0.939
0.453,0.938
0.455,0.938
0.457,0.938
0.459,0.938
0.461,0.938
0.463,0.938
0.464,0.938
0.467,0.938
0.470,0.938
0.471,0.937
0.473,0.937
0.476,0.937
0.477,0.937
0.479,0.937
0.481,0.937
0.483,0.937
0.485,0.937
0.487,0.937
0.488,0.937
0.490,0.937
0.492,0.936
0.494,0.935
0.495,0.935
0.498,0.933
0.499,0.933
0.500,0.932
0.502,0.932
0.505,0.932
0.506,0.932
0.508,0.930
0.509,0.930
0.511,0.930
0.513,0.930
0.516,0.930
0.518,0.930
0.519,0.930
0.521,0.930
0.523,0.930
0.524,0.930
0.526,0.930
0.528,0.930
0.530,0.930
0.531,0.930
0.533,0.930
0.534,0.930
0.536,0.930
0.537,0.930
0.539,0.930
0.541,0.930
0.541,0.930
0.542,0.930
0.544,0.930
0.546,0.930
0.547,0.930
0.549,0.930
0.550,0.930
0.551,0.930
0.551,0.930
0.554,0.930
0.556,0.929
0.557,0.929
0.557,0.928
0.559,0.928
0.562,0.927
0.563,0.927
0.564,0.925
0.566,0.925
