threshold,precision,recall
0.014,0.025,1.000
0.015,0.025,1.000
0.016,0.025,1.000
0.017,0.025,1.000
0.018,0.025,1.000
0.019,0.025,1.000
0.020,0.025,1.000
0.021,0.025,1.000
0.022,0.025,1.000
0.023,0.025,1.000
0.024,0.025,1.000
0.025,0.025,1.000
0.026,0.026,1.000
0.027,0.026,1.000
0.028,0.027,1.000
0.029,0.028,0.998
0.030,0.030,0.997
0.031,0.033,0.993
0.032,0.036,0.992
0.033,0.040,0.991
0.034,0.045,0.990
0.035,0.050,0.990
0.036,0.057,0.990
0.037,0.064,0.990
0.038,0.071,0.990
0.039,0.079,0.990
0.040,0.087,0.989
0.041,0.095,0.989
0.042,0.104,0.989
0.043,0.112,0.989
0.044,0.121,0.987
0.045,0.130,0.987
0.046,0.138,0.985
0.047,0.147,0.985
0.048,0.155,0.985
0.049,0.163,0.984
0.050,0.171,0.983
0.051,0.177,0.982
0.052,0.184,0.982
0.053,0.192,0.980
0.054,0.200,0.980
0.055,0.206,0.979
0.056,0.214,0.979
0.057,0.221,0.978
0.058,0.227,0.977
0.059,0.233,0.977
0.060,0.239,0.976
0.061,0.245,0.976
0.062,0.250,0.974
0.063,0.256,0.972
0.064,0.261,0.972
0.065,0.266,0.972
0.066,0.271,0.972
0.067,0.276,0.971
0.068,0.281,0.971
0.069,0.286,0.971
0.070,0.290,0.970
0.071,0.295,0.969
0.072,0.299,0.968
0.073,0.304,0.968
0.074,0.307,0.967
0.075,0.312,0.966
0.076,0.317,0.966
0.077,0.320,0.966
0.078,0.324,0.966
0.079,0.330,0.964
0.080,0.333,0.964
0.081,0.339,0.963
0.082,0.344,0.963
0.083,0.349,0.963
0.084,0.353,0.963
0.085,0.356,0.963
0.086,0.359,0.963
0.087,0.361,0.962
0.088,0.364,0.962
0.089,0.367,0.962
0.090,0.370,0.962
0.091,0.375,0.962
0.092,0.378,0.961
0.093,0.381,0.961
0.094,0.384,0.960
0.095,0.388,0.960
0.096,0.390,0.960
0.097,0.395,0.960
0.098,0.399,0.960
0.099,0.402,0.960
0.100,0.404,0.958
0.101,0.408,0.956
0.102,0.411,0.956
0.103,0.414,0.955
0.104,0.417,0.955
0.105,0.420,0.955
0.106,0.424,0.955
0.107,0.427,0.955
0.108,0.430,0.955
0.109,0.431,0.954
0.110,0.434,0.953
0.111,0.436,0.953
0.112,0.440,0.952
0.113,0.443,0.951
0.114,0.445,0.951
0.115,0.447,0.949
0.116,0.449,0.949
0.117,0.451,0.948
0.118,0.453,0.948
0.119,0.456,0.948
0.120,0.460,0.947
0.121,0.463,0.945
0.122,0.464,0.945
0.123,0.465,0.944
0.124,0.468,0.944
0.125,0.471,0.944
0.126,0.473,0.944
0.127,0.474,0.944
0.128,0.476,0.944
0.129,0.479,0.944
0.130,0.481,0.944
0.131,0.484,0.943
0.132,0.486,0.943
0.133,0.488,0.943
0.134,0.490,0.943
0.135,0.493,0.943
0.136,0.495,0.940
0.137,0.496,0.939
0.138,0.498,0.939
0.139,0.500,0.939
0.140,0.502,0.938
0.141,0.504,0.938
0.142,0.506,0.938
0.143,0.509,0.937
0.144,0.512,0.937
0.145,0.515,0.937
0.146,0.517,0.937
0.147,0.518,0.936
0.148,0.519,0.936
0.149,0.522,0.936
0.150,0.523,0.936
0.151,0.526,0.936
0.152,0.529,0.936
0.153,0.532,0.936
0.154,0.533,0.936
0.155,0.535,0.936
0.156,0.537,0.935
0.157,0.541,0.935
0.158,0.543,0.935
0.159,0.545,0.933
0.160,0.547,0.933
0.161,0.549,0.933
0.162,0.550,0.933
0.163,0.552,0.933
0.165,0.553,0.933
0.166,0.554,0.932
0.167,0.557,0.932
0.168,0.558,0.932
0.169,0.561,0.932
0.170,0.564,0.932
0.171,0.565,0.932
0.172,0.567,0.932
0.173,0.568,0.931
0.174,0.571,0.931
0.175,0.571,0.930
0.176,0.574,0.930
0.177,0.574,0.929
0.178,0.575,0.929
0.179,0.578,0.929
0.180,0.579,0.929
0.181,0.580,0.929
0.182,0.581,0.929
0.183,0.581,0.927
0.184,0.582,0.927
0.185,0.583,0.925
0.187,0.585,0.925
0.188,0.587,0.925
0.189,0.588,0.924
0.190,0.589,0.924
0.191,0.591,0.924
0.192,0.592,0.924
0.193,0.593,0.923
0.194,0.596,0.922
