threshold,true positive rate,false positive rate
0.014,1.000,1.000
0.015,1.000,1.000
0.016,1.000,1.000
0.017,1.000,1.000
0.018,1.000,1.000
0.019,1.000,0.999
0.020,1.000,0.998
0.021,1.000,0.997
0.022,1.000,0.996
0.023,1.000,0.993
0.024,1.000,0.987
0.025,1.000,0.978
0.026,1.000,0.965
0.027,1.000,0.943
0.028,1.000,0.910
0.029,0.998,0.865
0.030,0.997,0.808
0.031,0.993,0.743
0.032,0.992,0.673
0.033,0.991,0.602
0.034,0.990,0.534
0.035,0.990,0.473
0.036,0.990,0.419
0.037,0.990,0.370
0.038,0.990,0.327
0.039,0.990,0.293
0.040,0.989,0.265
0.041,0.989,0.238
0.042,0.989,0.217
0.043,0.989,0.198
0.044,0.987,0.182
0.045,0.987,0.168
0.046,0.985,0.156
0.047,0.985,0.145
0.048,0.985,0.136
0.049,0.984,0.129
0.050,0.983,0.121
0.051,0.982,0.116
0.052,0.982,0.110
0.053,0.980,0.105
0.054,0.980,0.100
0.055,0.979,0.096
0.056,0.979,0.091
0.057,0.978,0.088
0.058,0.977,0.084
0.059,0.977,0.082
0.060,0.976,0.079
0.061,0.976,0.076
0.062,0.974,0.074
0.063,0.972,0.072
0.064,0.972,0.070
0.065,0.972,0.068
0.066,0.972,0.067
0.067,0.971,0.065
0.068,0.971,0.063
0.069,0.971,0.062
0.070,0.970,0.060
0.071,0.969,0.059
0.072,0.968,0.057
0.073,0.968,0.056
0.074,0.967,0.055
0.075,0.966,0.054
0.076,0.966,0.053
0.077,0.966,0.052
0.078,0.966,0.051
0.079,0.964,0.050
0.080,0.964,0.049
0.081,0.963,0.048
0.082,0.963,0.047
0.083,0.963,0.046
0.084,0.963,0.045
0.085,0.963,0.044
0.086,0.963,0.044
0.087,0.962,0.043
0.088,0.962,0.043
0.089,0.962,0.042
0.090,0.962,0.042
0.091,0.962,0.041
0.092,0.961,0.040
0.093,0.961,0.040
0.094,0.960,0.039
0.095,0.960,0.038
0.096,0.960,0.038
0.098,0.960,0.037
0.099,0.960,0.036
0.100,0.958,0.036
0.101,0.956,0.035
0.102,0.956,0.035
0.103,0.955,0.034
0.104,0.955,0.034
0.106,0.955,0.033
0.107,0.955,0.032
0.108,0.955,0.032
0.109,0.954,0.032
0.110,0.953,0.031
0.111,0.953,0.031
0.112,0.952,0.031
0.113,0.951,0.030
0.114,0.951,0.030
0.115,0.949,0.030
0.116,0.949,0.030
0.117,0.948,0.029
0.118,0.948,0.029
0.119,0.948,0.029
0.120,0.947,0.028
0.121,0.945,0.028
0.122,0.945,0.028
0.123,0.944,0.028
0.124,0.944,0.027
0.125,0.944,0.027
0.126,0.944,0.027
0.127,0.944,0.027
0.128,0.944,0.026
0.129,0.944,0.026
0.130,0.944,0.026
0.131,0.943,0.026
0.132,0.943,0.025
0.133,0.943,0.025
0.134,0.943,0.025
0.135,0.943,0.025
0.136,0.940,0.024
0.137,0.939,0.024
0.139,0.939,0.024
0.140,0.938,0.024
0.142,0.938,0.023
0.143,0.937,0.023
0.144,0.937,0.023
0.145,0.937,0.022
0.146,0.937,0.022
0.147,0.936,0.022
0.148,0.936,0.022
0.149,0.936,0.022
0.150,0.936,0.022
0.151,0.936,0.021
0.152,0.936,0.021
0.153,0.936,0.021
0.154,0.936,0.021
0.155,0.936,0.021
0.156,0.935,0.020
0.157,0.935,0.020
0.158,0.935,0.020
0.159,0.933,0.020
0.160,0.933,0.020
0.161,0.933,0.019
0.162,0.933,0.019
0.163,0.933,0.019
0.165,0.933,0.019
0.166,0.932,0.019
0.167,0.932,0.019
0.168,0.932,0.019
0.170,0.932,0.018
0.172,0.932,0.018
0.173,0.931,0.018
0.174,0.931,0.018
0.175,0.930,0.018
0.176,0.930,0.018
0.177,0.929,0.017
0.178,0.929,0.017
0.179,0.929,0.017
0.180,0.929,0.017
0.181,0.929,0.017
0.182,0.929,0.017
0.183,0.927,0.017
0.184,0.927,0.017
0.185,0.925,0.017
0.187,0.925,0.017
0.188,0.925,0.017
0.189,0.924,0.016
0.190,0.924,0.016
0.191,0.924,0.016
0.192,0.924,0.016
0.193,0.923,0.016
