threshold,iou
0.0000,0.2312
0.0100,0.2312
0.0200,0.2352
0.0300,0.2944
0.0400,0.3557
0.0500,0.3870
0.0600,0.4033
0.0700,0.4078
0.0800,0.4078
0.0900,0.4093
0.1000,0.4126
0.1100,0.4126
0.1200,0.4137
0.1300,0.4137
0.1400,0.4137
0.1500,0.4137
0.1600,0.4137
0.1700,0.4137
0.1800,0.4137
0.1900,0.4141
0.2000,0.4109
0.2100,0.4109
0.2200,0.4165
0.2300,0.4165
0.2400,0.4191
0.2500,0.4183
0.2600,0.4183
0.2700,0.4183
0.2800,0.4183
0.2900,0.4183
0.3000,0.4183
0.3100,0.4162
0.3200,0.4162
0.3300,0.4135
0.3400,0.4135
0.3500,0.4135
0.3600,0.4119
0.3700,0.4119
0.3800,0.4119
0.3900,0.4119
0.4000,0.4119
0.4100,0.4119
0.4200,0.4119
0.4300,0.4119
0.4400,0.4119
0.4500,0.4119
0.4600,0.4144
0.4700,0.4144
0.4800,0.4144
0.4900,0.4144
0.5000,0.4144
0.5100,0.4144
0.5200,0.4144
0.5300,0.4144
0.5400,0.4144
0.5500,0.4144
0.5600,0.4144
0.5700,0.4166
0.5800,0.4166
0.5900,0.4166
0.6000,0.4166
0.6100,0.4166
0.6200,0.4166
0.6300,0.4166
0.6400,0.4166
0.6500,0.4170
0.6600,0.4146
0.6700,0.4146
0.6800,0.4146
0.6900,0.4146
0.7000,0.4146
0.7100,0.4146
0.7200,0.4146
0.7300,0.4146
0.7400,0.4120
0.7500,0.4120
0.7600,0.4124
0.7700,0.4124
0.7800,0.4124
0.7900,0.4131
0.8000,0.3974
0.8100,0.3943
0.8200,0.3948
0.8300,0.3878
0.8400,0.3878
0.8500,0.3887
0.8600,0.3812
0.8700,0.3686
0.8800,0.3433
0.8900,0.3325
0.9000,0.3165
0.9100,0.2913
0.9200,0.2648
0.9300,0.2375
0.9400,0.2024
0.9500,0.1760
0.9600,0.1320
0.9700,0.0913
0.9800,0.0399
0.9900,0.0261
1.0000,0.0000
