precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.026,1.000
0.026,1.000
0.027,1.000
0.029,0.999
0.030,0.999
0.033,0.999
0.036,0.999
0.040,0.998
0.045,0.998
0.050,0.997
0.056,0.993
0.063,0.993
0.070,0.991
0.077,0.990
0.085,0.990
0.092,0.985
0.100,0.984
0.107,0.983
0.114,0.980
0.122,0.980
0.129,0.980
0.137,0.980
0.144,0.978
0.151,0.978
0.157,0.977
0.164,0.976
0.171,0.976
0.177,0.975
0.184,0.975
0.190,0.974
0.196,0.974
0.202,0.974
0.209,0.974
0.216,0.974
0.222,0.974
0.228,0.974
0.233,0.974
0.238,0.971
0.243,0.971
0.248,0.969
0.254,0.969
0.260,0.969
0.265,0.969
0.272,0.969
0.276,0.968
0.281,0.967
0.285,0.966
0.292,0.966
0.296,0.966
0.301,0.966
0.305,0.966
0.309,0.966
0.313,0.966
0.317,0.966
0.320,0.966
0.323,0.963
0.327,0.963
0.328,0.962
0.333,0.962
0.337,0.962
0.340,0.961
0.345,0.961
0.349,0.961
0.351,0.961
0.354,0.961
0.358,0.961
0.362,0.959
0.366,0.959
0.369,0.959
0.371,0.959
0.376,0.959
0.380,0.959
0.383,0.958
0.386,0.958
0.389,0.956
0.391,0.956
0.394,0.956
0.396,0.956
0.400,0.956
0.403,0.955
0.407,0.955
0.411,0.955
0.415,0.955
0.418,0.955
0.421,0.955
0.425,0.955
0.428,0.955
0.431,0.955
0.433,0.955
0.435,0.954
0.438,0.954
0.440,0.954
0.443,0.954
0.445,0.954
0.448,0.954
0.451,0.954
0.454,0.954
0.456,0.954
0.459,0.954
0.462,0.953
0.464,0.953
0.466,0.952
0.468,0.951
0.470,0.951
0.473,0.951
0.474,0.951
0.476,0.949
0.480,0.948
0.482,0.947
0.484,0.947
0.486,0.946
0.487,0.946
0.489,0.946
0.491,0.946
0.493,0.946
0.494,0.946
0.497,0.946
0.500,0.946
0.502,0.945
0.504,0.945
0.506,0.944
0.508,0.944
0.511,0.943
0.512,0.943
0.516,0.943
0.517,0.941
0.519,0.941
0.520,0.940
0.522,0.940
0.523,0.940
0.524,0.940
0.526,0.940
0.528,0.940
0.531,0.940
0.532,0.939
0.533,0.939
0.534,0.939
0.536,0.939
0.539,0.939
0.540,0.938
0.541,0.938
0.543,0.938
0.546,0.938
0.549,0.938
0.550,0.938
0.552,0.937
0.554,0.937
0.555,0.937
0.557,0.937
0.558,0.937
0.561,0.937
0.563,0.936
0.564,0.936
0.566,0.936
0.567,0.936
0.568,0.935
0.570,0.935
0.572,0.935
0.574,0.933
0.576,0.933
0.578,0.933
0.579,0.933
0.580,0.933
0.582,0.933
0.582,0.933
0.585,0.933
0.586,0.933
0.587,0.933
0.590,0.932
0.591,0.932
0.593,0.932
0.595,0.932
0.596,0.932
0.597,0.932
0.599,0.932
0.601,0.932
0.605,0.932
0.604,0.930
0.606,0.930
0.607,0.930
0.609,0.930
