threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2399
0.0300,0.2059
0.0400,0.2158
0.0500,0.2851
0.0600,0.3029
0.0700,0.3176
0.0800,0.3487
0.0900,0.3638
0.1000,0.3684
0.1100,0.3796
0.1200,0.3934
0.1300,0.4382
0.1400,0.4488
0.1500,0.4584
0.1600,0.4844
0.1700,0.4888
0.1800,0.4707
0.1900,0.4823
0.2000,0.5094
0.2100,0.5111
0.2200,0.5166
0.2300,0.5360
0.2400,0.5405
0.2500,0.5578
0.2600,0.5537
0.2700,0.5650
0.2800,0.5665
0.2900,0.5779
0.3000,0.5973
0.3100,0.6156
0.3200,0.6260
0.3300,0.6334
0.3400,0.6256
0.3500,0.6291
0.3600,0.6304
0.3700,0.6359
0.3800,0.6444
0.3900,0.6620
0.4000,0.6752
0.4100,0.6716
0.4200,0.6803
0.4300,0.6777
0.4400,0.6862
0.4500,0.6929
0.4600,0.7010
0.4700,0.7081
0.4800,0.7180
0.4900,0.7184
0.5000,0.7393
0.5100,0.7444
0.5200,0.7412
0.5300,0.7323
0.5400,0.7532
0.5500,0.7583
0.5600,0.7534
0.5700,0.7583
0.5800,0.7605
0.5900,0.7691
0.6000,0.7985
0.6100,0.8008
0.6200,0.8044
0.6300,0.8113
0.6400,0.8097
0.6500,0.8072
0.6600,0.8005
0.6700,0.8164
0.6800,0.8122
0.6900,0.8097
0.7000,0.8092
0.7100,0.8115
0.7200,0.8077
0.7300,0.7932
0.7400,0.7785
0.7500,0.7826
0.7600,0.7771
0.7700,0.7662
0.7800,0.7590
0.7900,0.7350
0.8000,0.7344
0.8100,0.7284
0.8200,0.7230
0.8300,0.7191
0.8400,0.7079
0.8500,0.6992
0.8600,0.6960
0.8700,0.6920
0.8800,0.6714
0.8900,0.6644
0.9000,0.6479
0.9100,0.6135
0.9200,0.5844
0.9300,0.5335
0.9400,0.4548
0.9500,0.3562
0.9600,0.2445
0.9700,0.1291
0.9800,0.0497
0.9900,0.0042
1.0000,0.0000
