threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2174
0.0300,0.1800
0.0400,0.2466
0.0500,0.3279
0.0600,0.3851
0.0700,0.4253
0.0800,0.4726
0.0900,0.4820
0.1000,0.4942
0.1100,0.4982
0.1200,0.5090
0.1300,0.5200
0.1400,0.5329
0.1500,0.5380
0.1600,0.5431
0.1700,0.5402
0.1800,0.5477
0.1900,0.5569
0.2000,0.5427
0.2100,0.5520
0.2200,0.5653
0.2300,0.5752
0.2400,0.5811
0.2500,0.5885
0.2600,0.5962
0.2700,0.5993
0.2800,0.6169
0.2900,0.6204
0.3000,0.6267
0.3100,0.6452
0.3200,0.6502
0.3300,0.6535
0.3400,0.6591
0.3500,0.6661
0.3600,0.6700
0.3700,0.6748
0.3800,0.6813
0.3900,0.6860
0.4000,0.6935
0.4100,0.6986
0.4200,0.7054
0.4300,0.7072
0.4400,0.6952
0.4500,0.7042
0.4600,0.7241
0.4700,0.7221
0.4800,0.7413
0.4900,0.7423
0.5000,0.7400
0.5100,0.7478
0.5200,0.7538
0.5300,0.7598
0.5400,0.7617
0.5500,0.7694
0.5600,0.7692
0.5700,0.7736
0.5800,0.7858
0.5900,0.7845
0.6000,0.7927
0.6100,0.7846
0.6200,0.7910
0.6300,0.7938
0.6400,0.7989
0.6500,0.8110
0.6600,0.8049
0.6700,0.8151
0.6800,0.8059
0.6900,0.8083
0.7000,0.8004
0.7100,0.8048
0.7200,0.8047
0.7300,0.8009
0.7400,0.7949
0.7500,0.7792
0.7600,0.7777
0.7700,0.7667
0.7800,0.7600
0.7900,0.7539
0.8000,0.7514
0.8100,0.7501
0.8200,0.7436
0.8300,0.7260
0.8400,0.7195
0.8500,0.7041
0.8600,0.6856
0.8700,0.6653
0.8800,0.6441
0.8900,0.6261
0.9000,0.5781
0.9100,0.5334
0.9200,0.4605
0.9300,0.3663
0.9400,0.2711
0.9500,0.1974
0.9600,0.1288
0.9700,0.0754
0.9800,0.0162
0.9900,0.0000
1.0000,0.0000
