precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.026,1.000
0.026,1.000
0.027,1.000
0.029,0.998
0.031,0.998
0.033,0.998
0.036,0.998
0.040,0.998
0.045,0.997
0.051,0.995
0.057,0.992
0.064,0.992
0.071,0.991
0.080,0.991
0.087,0.989
0.096,0.989
0.104,0.987
0.112,0.985
0.120,0.984
0.128,0.983
0.136,0.983
0.143,0.980
0.150,0.979
0.159,0.978
0.166,0.976
0.174,0.975
0.180,0.972
0.187,0.971
0.194,0.970
0.200,0.970
0.206,0.969
0.215,0.969
0.221,0.969
0.227,0.968
0.234,0.968
0.240,0.968
0.247,0.968
0.252,0.967
0.259,0.967
0.263,0.966
0.266,0.964
0.271,0.964
0.276,0.963
0.280,0.963
0.284,0.963
0.291,0.963
0.296,0.963
0.301,0.963
0.305,0.962
0.309,0.962
0.313,0.962
0.315,0.960
0.319,0.959
0.322,0.959
0.325,0.959
0.328,0.958
0.332,0.958
0.336,0.956
0.338,0.956
0.342,0.956
0.345,0.955
0.349,0.955
0.352,0.955
0.356,0.955
0.358,0.953
0.361,0.953
0.365,0.953
0.369,0.953
0.373,0.953
0.375,0.949
0.378,0.949
0.382,0.949
0.384,0.949
0.387,0.948
0.389,0.947
0.391,0.947
0.395,0.947
0.396,0.947
0.399,0.947
0.401,0.946
0.403,0.946
0.406,0.946
0.408,0.946
0.413,0.946
0.415,0.945
0.416,0.944
0.419,0.944
0.422,0.944
0.425,0.944
0.426,0.943
0.428,0.943
0.431,0.943
0.432,0.943
0.435,0.943
0.436,0.943
0.438,0.941
0.441,0.941
0.442,0.941
0.445,0.941
0.447,0.941
0.449,0.941
0.450,0.940
0.453,0.940
0.455,0.940
0.456,0.940
0.457,0.940
0.459,0.940
0.461,0.940
0.462,0.939
0.464,0.939
0.465,0.939
0.468,0.939
0.469,0.939
0.470,0.938
0.473,0.938
0.474,0.937
0.477,0.937
0.479,0.937
0.481,0.936
0.483,0.935
0.484,0.935
0.486,0.935
0.487,0.935
0.488,0.935
0.489,0.935
0.491,0.935
0.493,0.933
0.494,0.933
0.496,0.933
0.497,0.933
0.499,0.933
0.500,0.933
0.502,0.933
0.504,0.933
0.506,0.933
0.507,0.932
0.509,0.932
0.511,0.932
0.512,0.932
0.513,0.931
0.515,0.931
0.516,0.931
0.517,0.930
0.519,0.930
0.521,0.930
0.523,0.928
0.524,0.928
0.526,0.928
0.527,0.928
0.528,0.928
0.529,0.928
0.532,0.928
0.535,0.928
0.536,0.928
0.537,0.928
0.539,0.928
0.541,0.928
0.543,0.928
0.544,0.928
0.548,0.928
0.550,0.928
0.551,0.928
0.553,0.928
0.555,0.928
0.559,0.928
0.560,0.928
0.561,0.927
0.563,0.927
0.565,0.927
0.567,0.927
0.568,0.927
0.569,0.927
0.570,0.927
0.572,0.927
0.573,0.927
0.575,0.927
0.576,0.927
0.578,0.927
0.580,0.927
0.581,0.925
0.582,0.925
0.584,0.925
0.586,0.924
0.587,0.924
0.588,0.924
