threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2153
0.0300,0.2054
0.0400,0.2381
0.0500,0.3026
0.0600,0.3438
0.0700,0.3669
0.0800,0.3819
0.0900,0.3942
0.1000,0.3999
0.1100,0.4076
0.1200,0.4023
0.1300,0.4199
0.1400,0.4181
0.1500,0.4404
0.1600,0.4428
0.1700,0.4423
0.1800,0.4485
0.1900,0.4603
0.2000,0.4707
0.2100,0.4829
0.2200,0.4885
0.2300,0.4928
0.2400,0.4944
0.2500,0.4983
0.2600,0.5050
0.2700,0.5236
0.2800,0.5290
0.2900,0.5423
0.3000,0.5588
0.3100,0.5583
0.3200,0.5676
0.3300,0.5747
0.3400,0.5836
0.3500,0.6073
0.3600,0.6110
0.3700,0.6077
0.3800,0.6217
0.3900,0.6277
0.4000,0.6411
0.4100,0.6636
0.4200,0.6713
0.4300,0.6776
0.4400,0.6794
0.4500,0.6801
0.4600,0.6846
0.4700,0.6849
0.4800,0.6818
0.4900,0.6826
0.5000,0.6942
0.5100,0.6934
0.5200,0.6942
0.5300,0.6973
0.5400,0.7016
0.5500,0.7127
0.5600,0.7112
0.5700,0.7222
0.5800,0.7202
0.5900,0.7175
0.6000,0.7292
0.6100,0.7335
0.6200,0.7374
0.6300,0.7364
0.6400,0.7409
0.6500,0.7430
0.6600,0.7598
0.6700,0.7619
0.6800,0.7414
0.6900,0.7407
0.7000,0.7457
0.7100,0.7522
0.7200,0.7555
0.7300,0.7507
0.7400,0.7472
0.7500,0.7470
0.7600,0.7375
0.7700,0.7390
0.7800,0.7283
0.7900,0.7217
0.8000,0.7167
0.8100,0.7147
0.8200,0.7151
0.8300,0.7062
0.8400,0.6957
0.8500,0.6763
0.8600,0.6774
0.8700,0.6759
0.8800,0.6759
0.8900,0.6555
0.9000,0.6320
0.9100,0.6039
0.9200,0.5372
0.9300,0.4642
0.9400,0.3506
0.9500,0.2377
0.9600,0.1625
0.9700,0.0765
0.9800,0.0328
0.9900,0.0000
1.0000,0.0000
