precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.026,1.000
0.026,0.998
0.027,0.998
0.028,0.998
0.029,0.998
0.031,0.997
0.033,0.994
0.035,0.993
0.038,0.992
0.041,0.987
0.045,0.987
0.049,0.986
0.054,0.986
0.059,0.985
0.065,0.985
0.070,0.984
0.076,0.984
0.083,0.984
0.089,0.982
0.096,0.979
0.102,0.978
0.109,0.975
0.116,0.975
0.122,0.974
0.129,0.974
0.135,0.971
0.142,0.971
0.148,0.971
0.155,0.970
0.160,0.969
0.167,0.969
0.173,0.969
0.179,0.968
0.185,0.966
0.191,0.963
0.195,0.961
0.201,0.960
0.206,0.960
0.212,0.960
0.218,0.958
0.223,0.958
0.227,0.958
0.231,0.956
0.237,0.956
0.242,0.956
0.247,0.955
0.252,0.955
0.257,0.955
0.262,0.955
0.266,0.955
0.271,0.955
0.276,0.954
0.280,0.952
0.283,0.951
0.287,0.951
0.292,0.951
0.295,0.949
0.299,0.949
0.303,0.948
0.308,0.948
0.311,0.946
0.314,0.944
0.318,0.944
0.322,0.944
0.325,0.944
0.329,0.944
0.332,0.943
0.336,0.941
0.340,0.941
0.343,0.941
0.346,0.941
0.349,0.940
0.353,0.940
0.356,0.939
0.359,0.939
0.363,0.939
0.365,0.938
0.369,0.938
0.372,0.938
0.374,0.938
0.376,0.938
0.381,0.938
0.384,0.938
0.388,0.938
0.390,0.938
0.394,0.938
0.398,0.937
0.402,0.937
0.404,0.937
0.407,0.936
0.411,0.935
0.414,0.935
0.416,0.933
0.420,0.932
0.423,0.931
0.425,0.931
0.428,0.931
0.432,0.930
0.436,0.930
0.438,0.929
0.440,0.929
0.443,0.929
0.445,0.929
0.447,0.929
0.451,0.929
0.453,0.929
0.454,0.929
0.457,0.929
0.460,0.929
0.461,0.929
0.462,0.929
0.464,0.929
0.467,0.929
0.469,0.929
0.471,0.929
0.473,0.927
0.475,0.925
0.477,0.925
0.478,0.923
0.481,0.923
0.484,0.922
0.485,0.922
0.488,0.921
0.489,0.921
0.493,0.921
0.494,0.921
0.495,0.921
0.497,0.920
0.498,0.920
0.501,0.920
0.503,0.920
0.505,0.920
0.506,0.920
0.509,0.920
0.512,0.920
0.514,0.920
0.515,0.918
0.518,0.918
0.520,0.918
0.523,0.918
0.524,0.918
0.526,0.918
0.529,0.917
0.532,0.917
0.534,0.916
0.536,0.916
0.538,0.916
0.540,0.916
0.542,0.916
0.544,0.914
0.544,0.913
0.545,0.910
0.548,0.910
0.548,0.909
0.550,0.909
0.551,0.909
0.553,0.909
0.555,0.909
0.558,0.909
0.560,0.909
0.561,0.909
0.564,0.909
0.568,0.909
0.570,0.909
0.571,0.908
0.574,0.908
0.576,0.908
0.577,0.908
0.579,0.908
0.581,0.908
0.584,0.908
0.584,0.908
0.586,0.908
0.587,0.906
0.588,0.906
0.590,0.906
0.590,0.905
0.591,0.905
0.592,0.905
0.594,0.905
0.595,0.905
0.598,0.904
0.601,0.902
