threshold,true positive rate,false positive rate
0.017,1.000,1.000
0.018,1.000,1.000
0.019,1.000,1.000
0.020,1.000,1.000
0.021,1.000,0.999
0.022,1.000,0.999
0.023,1.000,0.998
0.024,1.000,0.996
0.025,1.000,0.994
0.026,1.000,0.989
0.027,1.000,0.982
0.028,1.000,0.972
0.029,1.000,0.957
0.030,0.998,0.937
0.031,0.998,0.910
0.032,0.998,0.878
0.033,0.998,0.840
0.034,0.997,0.795
0.035,0.994,0.748
0.036,0.993,0.693
0.037,0.992,0.639
0.038,0.987,0.584
0.039,0.987,0.533
0.040,0.986,0.485
0.041,0.986,0.440
0.042,0.985,0.398
0.043,0.985,0.362
0.044,0.984,0.330
0.045,0.984,0.302
0.046,0.984,0.277
0.047,0.982,0.255
0.048,0.979,0.233
0.049,0.978,0.218
0.050,0.975,0.202
0.051,0.975,0.189
0.052,0.974,0.177
0.053,0.974,0.167
0.054,0.971,0.158
0.055,0.971,0.149
0.056,0.971,0.141
0.057,0.970,0.135
0.058,0.969,0.129
0.059,0.969,0.123
0.060,0.969,0.117
0.061,0.968,0.112
0.062,0.966,0.108
0.063,0.963,0.103
0.064,0.961,0.100
0.065,0.960,0.097
0.066,0.960,0.094
0.067,0.960,0.090
0.068,0.958,0.087
0.069,0.958,0.085
0.070,0.958,0.083
0.071,0.956,0.081
0.072,0.956,0.078
0.073,0.956,0.076
0.074,0.955,0.074
0.075,0.955,0.072
0.076,0.955,0.070
0.077,0.955,0.068
0.078,0.955,0.067
0.079,0.955,0.065
0.080,0.954,0.064
0.081,0.952,0.062
0.082,0.951,0.061
0.083,0.951,0.060
0.084,0.951,0.059
0.085,0.949,0.057
0.086,0.949,0.056
0.087,0.948,0.055
0.088,0.948,0.054
0.089,0.946,0.053
0.090,0.944,0.052
0.091,0.944,0.051
0.092,0.944,0.050
0.093,0.944,0.050
0.094,0.944,0.049
0.095,0.943,0.048
0.096,0.941,0.047
0.097,0.941,0.046
0.098,0.941,0.046
0.099,0.941,0.045
0.100,0.940,0.045
0.101,0.940,0.044
0.102,0.939,0.043
0.103,0.939,0.042
0.104,0.939,0.042
0.105,0.938,0.041
0.106,0.938,0.041
0.107,0.938,0.040
0.108,0.938,0.040
0.109,0.938,0.039
0.110,0.938,0.039
0.112,0.938,0.038
0.113,0.938,0.037
0.114,0.938,0.037
0.115,0.937,0.036
0.116,0.937,0.035
0.117,0.937,0.035
0.118,0.936,0.035
0.119,0.935,0.034
0.120,0.935,0.034
0.121,0.933,0.033
0.122,0.932,0.033
0.123,0.931,0.032
0.124,0.931,0.032
0.125,0.931,0.032
0.126,0.930,0.031
0.127,0.930,0.031
0.128,0.929,0.030
0.129,0.929,0.030
0.130,0.929,0.030
0.131,0.929,0.029
0.132,0.929,0.029
0.133,0.929,0.029
0.134,0.929,0.028
0.135,0.929,0.028
0.137,0.929,0.028
0.138,0.929,0.028
0.139,0.929,0.027
0.140,0.929,0.027
0.141,0.929,0.027
0.142,0.929,0.027
0.143,0.929,0.026
0.144,0.927,0.026
0.145,0.925,0.026
0.146,0.925,0.026
0.147,0.923,0.026
0.148,0.923,0.025
0.149,0.922,0.025
0.150,0.922,0.025
0.151,0.921,0.025
0.152,0.921,0.024
0.153,0.921,0.024
0.154,0.921,0.024
0.155,0.921,0.024
0.156,0.920,0.024
0.157,0.920,0.024
0.158,0.920,0.023
0.159,0.920,0.023
0.161,0.920,0.023
0.162,0.920,0.023
0.163,0.920,0.022
0.164,0.920,0.022
0.165,0.918,0.022
0.166,0.918,0.022
0.167,0.918,0.021
0.168,0.918,0.021
0.169,0.918,0.021
0.170,0.918,0.021
0.171,0.917,0.021
0.172,0.917,0.020
0.173,0.916,0.020
0.174,0.916,0.020
0.175,0.916,0.020
0.176,0.916,0.020
0.177,0.916,0.020
0.178,0.914,0.019
0.179,0.913,0.019
0.180,0.910,0.019
0.181,0.910,0.019
0.182,0.909,0.019
0.183,0.909,0.019
0.184,0.909,0.019
0.185,0.909,0.019
0.186,0.909,0.019
0.187,0.909,0.018
0.189,0.909,0.018
0.190,0.909,0.018
0.191,0.909,0.018
0.192,0.909,0.017
0.193,0.908,0.017
0.194,0.908,0.017
0.195,0.908,0.017
0.196,0.908,0.017
0.197,0.908,0.017
0.199,0.908,0.016
0.200,0.908,0.016
0.201,0.908,0.016
0.202,0.906,0.016
0.203,0.906,0.016
0.204,0.906,0.016
0.205,0.905,0.016
0.207,0.905,0.016
0.208,0.905,0.016
0.209,0.905,0.016
0.210,0.904,0.015
0.211,0.902,0.015
0.212,0.902,0.015
0.214,0.902,0.015
0.215,0.901,0.015
0.216,0.901,0.015
0.217,0.900,0.015
0.218,0.899,0.015
0.219,0.898,0.015
0.220,0.898,0.014
0.221,0.897,0.014
0.223,0.897,0.014
0.224,0.896,0.014
0.225,0.896,0.014
0.226,0.896,0.014
0.227,0.896,0.014
0.228,0.896,0.014
0.229,0.894,0.014
0.230,0.894,0.014
0.231,0.894,0.014
0.232,0.893,0.013
0.233,0.893,0.013
0.234,0.892,0.013
0.235,0.892,0.013
0.236,0.890,0.013
0.238,0.887,0.013
0.239,0.887,0.013
0.241,0.885,0.013
0.242,0.885,0.013
0.243,0.883,0.012
0.244,0.883,0.012
0.245,0.883,0.012
0.246,0.882,0.012
0.247,0.882,0.012
0.248,0.882,0.012
0.250,0.882,0.012
0.252,0.882,0.012
0.253,0.882,0.012
0.254,0.881,0.012
0.255,0.879,0.012
0.257,0.879,0.012
0.258,0.879,0.012
0.259,0.879,0.011
0.261,0.879,0.011
0.262,0.879,0.011
0.263,0.876,0.011
0.264,0.876,0.011
0.267,0.875,0.011
0.269,0.875,0.011
0.271,0.875,0.011
0.272,0.874,0.011
0.273,0.874,0.011
0.274,0.873,0.011
0.278,0.873,0.011
0.280,0.871,0.011
0.282,0.871,0.010
0.283,0.870,0.010
0.284,0.870,0.010
0.286,0.870,0.010
0.288,0.868,0.010
0.289,0.868,0.010
0.290,0.868,0.010
0.291,0.867,0.010
0.292,0.867,0.010
0.293,0.866,0.010
0.294,0.865,0.010
0.295,0.863,0.010
0.297,0.863,0.010
0.298,0.863,0.010
0.299,0.862,0.010
0.301,0.862,0.010
0.303,0.862,0.010
0.304,0.862,0.010
0.306,0.862,0.009
0.307,0.861,0.009
0.309,0.861,0.009
0.310,0.861,0.009
0.313,0.861,0.009
0.314,0.861,0.009
0.316,0.861,0.009
0.317,0.860,0.009
0.318,0.860,0.009
0.319,0.860,0.009
0.322,0.860,0.009
0.323,0.859,0.009
