threshold,precision,recall
0.017,0.025,1.000
0.018,0.025,1.000
0.019,0.025,1.000
0.020,0.025,1.000
0.021,0.025,1.000
0.022,0.025,1.000
0.023,0.025,1.000
0.024,0.025,1.000
0.025,0.025,1.000
0.026,0.025,1.000
0.027,0.025,1.000
0.028,0.025,1.000
0.029,0.026,1.000
0.030,0.026,0.998
0.031,0.027,0.998
0.032,0.028,0.998
0.033,0.029,0.998
0.034,0.031,0.997
0.035,0.033,0.994
0.036,0.035,0.993
0.037,0.038,0.992
0.038,0.041,0.987
0.039,0.045,0.987
0.040,0.049,0.986
0.041,0.054,0.986
0.042,0.059,0.985
0.043,0.065,0.985
0.044,0.070,0.984
0.045,0.076,0.984
0.046,0.083,0.984
0.047,0.089,0.982
0.048,0.096,0.979
0.049,0.102,0.978
0.050,0.109,0.975
0.051,0.116,0.975
0.052,0.122,0.974
0.053,0.129,0.974
0.054,0.135,0.971
0.055,0.142,0.971
0.056,0.148,0.971
0.057,0.155,0.970
0.058,0.160,0.969
0.059,0.167,0.969
0.060,0.173,0.969
0.061,0.179,0.968
0.062,0.185,0.966
0.063,0.191,0.963
0.064,0.195,0.961
0.065,0.201,0.960
0.066,0.206,0.960
0.067,0.212,0.960
0.068,0.218,0.958
0.069,0.223,0.958
0.070,0.227,0.958
0.071,0.231,0.956
0.072,0.237,0.956
0.073,0.242,0.956
0.074,0.247,0.955
0.075,0.252,0.955
0.076,0.257,0.955
0.077,0.262,0.955
0.078,0.266,0.955
0.079,0.271,0.955
0.080,0.276,0.954
0.081,0.280,0.952
0.082,0.283,0.951
0.083,0.287,0.951
0.084,0.292,0.951
0.085,0.295,0.949
0.086,0.299,0.949
0.087,0.303,0.948
0.088,0.308,0.948
0.089,0.311,0.946
0.090,0.314,0.944
0.091,0.318,0.944
0.092,0.322,0.944
0.093,0.325,0.944
0.094,0.329,0.944
0.095,0.332,0.943
0.096,0.336,0.941
0.097,0.340,0.941
0.098,0.343,0.941
0.099,0.346,0.941
0.100,0.349,0.940
0.101,0.353,0.940
0.102,0.356,0.939
0.103,0.359,0.939
0.104,0.363,0.939
0.105,0.365,0.938
0.106,0.369,0.938
0.107,0.372,0.938
0.108,0.374,0.938
0.109,0.376,0.938
0.110,0.381,0.938
0.111,0.384,0.938
0.112,0.388,0.938
0.113,0.390,0.938
0.114,0.394,0.938
0.115,0.398,0.937
0.116,0.402,0.937
0.117,0.404,0.937
0.118,0.407,0.936
0.119,0.411,0.935
0.120,0.414,0.935
0.121,0.416,0.933
0.122,0.420,0.932
0.123,0.423,0.931
0.124,0.425,0.931
0.125,0.428,0.931
0.126,0.432,0.930
0.127,0.436,0.930
0.128,0.438,0.929
0.129,0.440,0.929
0.130,0.443,0.929
0.131,0.445,0.929
0.132,0.447,0.929
0.133,0.451,0.929
0.134,0.453,0.929
0.135,0.454,0.929
0.136,0.457,0.929
0.137,0.460,0.929
0.138,0.461,0.929
0.139,0.462,0.929
0.140,0.464,0.929
0.141,0.467,0.929
0.142,0.469,0.929
0.143,0.471,0.929
0.144,0.473,0.927
0.145,0.475,0.925
0.146,0.477,0.925
0.147,0.478,0.923
0.148,0.481,0.923
0.149,0.484,0.922
0.150,0.485,0.922
0.151,0.488,0.921
0.152,0.489,0.921
0.153,0.493,0.921
0.154,0.494,0.921
0.155,0.495,0.921
0.156,0.497,0.920
0.157,0.498,0.920
0.158,0.501,0.920
0.159,0.503,0.920
0.160,0.505,0.920
0.161,0.506,0.920
0.162,0.509,0.920
0.163,0.512,0.920
0.164,0.514,0.920
0.165,0.515,0.918
0.166,0.518,0.918
0.167,0.520,0.918
0.168,0.523,0.918
0.169,0.524,0.918
0.170,0.526,0.918
0.171,0.529,0.917
0.172,0.532,0.917
0.173,0.534,0.916
0.174,0.536,0.916
0.175,0.538,0.916
0.176,0.540,0.916
0.177,0.542,0.916
