threshold,precision,recall
0.011,0.025,1.000
0.012,0.025,1.000
0.013,0.025,1.000
0.014,0.025,1.000
0.015,0.025,1.000
0.016,0.025,1.000
0.017,0.025,1.000
0.018,0.025,1.000
0.019,0.025,1.000
0.020,0.025,1.000
0.021,0.025,1.000
0.022,0.025,1.000
0.023,0.025,1.000
0.024,0.025,1.000
0.025,0.025,1.000
0.026,0.025,1.000
0.027,0.026,1.000
0.028,0.027,1.000
0.029,0.027,1.000
0.030,0.029,1.000
0.031,0.030,1.000
0.032,0.033,0.999
0.033,0.035,0.998
0.034,0.039,0.997
0.035,0.042,0.995
0.036,0.046,0.994
0.037,0.051,0.994
0.038,0.055,0.994
0.039,0.060,0.994
0.040,0.065,0.994
0.041,0.071,0.993
0.042,0.076,0.993
0.043,0.082,0.992
0.044,0.087,0.992
0.045,0.093,0.991
0.046,0.099,0.990
0.047,0.105,0.990
0.048,0.110,0.990
0.049,0.116,0.990
0.050,0.121,0.989
0.051,0.127,0.989
0.052,0.132,0.989
0.053,0.137,0.986
0.054,0.142,0.986
0.055,0.148,0.986
0.056,0.154,0.986
0.057,0.160,0.985
0.058,0.165,0.985
0.059,0.170,0.984
0.060,0.175,0.984
0.061,0.181,0.984
0.062,0.186,0.983
0.063,0.193,0.983
0.064,0.197,0.978
0.065,0.202,0.978
0.066,0.208,0.978
0.067,0.213,0.978
0.068,0.217,0.978
0.069,0.221,0.977
0.070,0.225,0.975
0.071,0.229,0.975
0.072,0.234,0.974
0.073,0.238,0.972
0.074,0.243,0.972
0.075,0.247,0.970
0.076,0.251,0.968
0.077,0.255,0.968
0.078,0.258,0.967
0.079,0.261,0.967
0.080,0.264,0.967
0.081,0.268,0.967
0.082,0.271,0.966
0.083,0.275,0.966
0.084,0.278,0.964
0.085,0.282,0.964
0.086,0.285,0.963
0.087,0.288,0.963
0.088,0.292,0.963
0.089,0.295,0.963
0.090,0.298,0.963
0.091,0.301,0.963
0.092,0.304,0.963
0.093,0.308,0.963
0.094,0.311,0.962
0.095,0.313,0.962
0.096,0.316,0.961
0.097,0.320,0.961
0.098,0.323,0.961
0.099,0.325,0.961
0.100,0.328,0.961
0.101,0.333,0.960
0.102,0.335,0.960
0.103,0.338,0.959
0.104,0.341,0.958
0.105,0.344,0.956
0.106,0.349,0.956
0.107,0.351,0.955
0.108,0.354,0.954
0.109,0.357,0.953
0.110,0.360,0.953
0.111,0.362,0.953
0.112,0.365,0.953
0.113,0.368,0.953
0.114,0.371,0.953
0.115,0.373,0.953
0.116,0.376,0.953
0.117,0.379,0.953
0.118,0.382,0.953
0.119,0.385,0.953
0.120,0.388,0.953
0.121,0.390,0.953
0.122,0.395,0.953
0.123,0.398,0.953
0.124,0.401,0.953
0.125,0.404,0.953
0.126,0.407,0.953
0.127,0.409,0.953
0.128,0.412,0.953
0.129,0.415,0.953
0.130,0.417,0.952
0.131,0.420,0.952
0.132,0.424,0.952
0.133,0.426,0.951
0.134,0.428,0.951
0.135,0.431,0.949
0.136,0.433,0.949
0.137,0.435,0.948
0.138,0.437,0.947
0.139,0.439,0.947
0.140,0.443,0.947
0.141,0.446,0.947
0.142,0.448,0.947
0.143,0.450,0.947
0.144,0.452,0.947
0.145,0.455,0.947
0.146,0.456,0.947
0.147,0.458,0.947
0.148,0.459,0.947
0.149,0.461,0.947
0.150,0.462,0.946
0.151,0.465,0.946
0.152,0.467,0.945
0.153,0.468,0.944
0.154,0.472,0.944
0.155,0.472,0.943
0.156,0.475,0.941
0.157,0.477,0.941
0.158,0.480,0.941
0.159,0.483,0.940
0.160,0.484,0.940
0.161,0.486,0.940
0.162,0.487,0.940
0.163,0.489,0.940
0.164,0.490,0.939
0.165,0.492,0.939
0.166,0.495,0.939
0.167,0.496,0.938
0.168,0.497,0.938
0.169,0.499,0.938
0.170,0.500,0.938
0.171,0.502,0.938
0.172,0.504,0.938
0.173,0.504,0.938
0.174,0.506,0.938
0.175,0.507,0.937
0.176,0.509,0.937
0.177,0.511,0.936
0.178,0.513,0.936
0.179,0.515,0.936
0.180,0.515,0.936
0.181,0.516,0.936
0.182,0.517,0.936
0.183,0.519,0.936
