roc_recall,one_minus_fpr,roc_precision
0.000,1.000,1.000
0.010,1.000,1.000
0.020,1.000,1.000
0.030,1.000,1.000
0.040,1.000,1.000
0.050,1.000,1.000
0.060,1.000,1.000
0.070,1.000,1.000
0.080,1.000,1.000
0.090,1.000,1.000
0.100,1.000,1.000
0.110,1.000,1.000
0.120,1.000,1.000
0.130,1.000,1.000
0.140,1.000,1.000
0.150,1.000,1.000
0.160,1.000,1.000
0.170,1.000,1.000
0.180,1.000,1.000
0.190,1.000,1.000
0.200,1.000,0.997
0.210,1.000,0.992
0.220,1.000,0.992
0.230,1.000,0.991
0.240,1.000,0.987
0.250,1.000,0.988
0.260,1.000,0.988
0.270,1.000,0.988
0.280,1.000,0.989
0.290,1.000,0.990
0.300,1.000,0.990
0.310,1.000,0.990
0.320,1.000,0.991
0.330,1.000,0.992
0.340,1.000,0.989
0.350,1.000,0.989
0.360,1.000,0.989
0.370,1.000,0.989
0.380,1.000,0.990
0.390,1.000,0.990
0.400,1.000,0.990
0.410,1.000,0.991
0.420,1.000,0.991
0.430,1.000,0.991
0.440,1.000,0.992
0.450,1.000,0.992
0.460,1.000,0.989
0.470,1.000,0.985
0.480,1.000,0.983
0.490,1.000,0.982
0.500,1.000,0.978
0.510,1.000,0.979
0.520,1.000,0.980
0.530,1.000,0.978
0.540,1.000,0.975
0.550,0.999,0.974
0.560,0.999,0.972
0.570,0.999,0.973
0.580,0.999,0.967
0.590,0.999,0.965
0.600,0.999,0.960
0.610,0.999,0.958
0.620,0.999,0.955
0.630,0.999,0.953
0.640,0.999,0.954
0.650,0.999,0.949
0.660,0.999,0.948
0.670,0.999,0.947
0.680,0.999,0.940
0.690,0.998,0.937
0.700,0.998,0.936
0.710,0.998,0.930
0.720,0.998,0.926
0.730,0.997,0.922
0.740,0.997,0.921
0.750,0.997,0.915
0.760,0.997,0.907
0.770,0.996,0.899
0.780,0.996,0.892
0.790,0.996,0.879
0.800,0.995,0.864
0.810,0.994,0.848
0.820,0.992,0.833
0.830,0.992,0.821
0.840,0.990,0.796
0.850,0.987,0.753
0.860,0.985,0.729
0.870,0.982,0.698
0.880,0.980,0.677
0.890,0.977,0.657
0.900,0.973,0.635
0.910,0.967,0.612
0.920,0.958,0.584
0.930,0.944,0.556
0.940,0.909,0.525
0.950,0.873,0.509
0.960,0.826,0.497
0.970,0.750,0.485
0.980,0.633,0.473
0.990,0.289,0.459
1.000,0.145,0.229
1.010,0.000,0.000
