threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2422
0.0300,0.2091
0.0400,0.2407
0.0500,0.2507
0.0600,0.2782
0.0700,0.2902
0.0800,0.3013
0.0900,0.3178
0.1000,0.3321
0.1100,0.3342
0.1200,0.3473
0.1300,0.3529
0.1400,0.3604
0.1500,0.3718
0.1600,0.3852
0.1700,0.3902
0.1800,0.3987
0.1900,0.4291
0.2000,0.4541
0.2100,0.4627
0.2200,0.4796
0.2300,0.4883
0.2400,0.4940
0.2500,0.5006
0.2600,0.5155
0.2700,0.5199
0.2800,0.5150
0.2900,0.5287
0.3000,0.5397
0.3100,0.5408
0.3200,0.5587
0.3300,0.5686
0.3400,0.5601
0.3500,0.5788
0.3600,0.6007
0.3700,0.5964
0.3800,0.5875
0.3900,0.5993
0.4000,0.6031
0.4100,0.6212
0.4200,0.6403
0.4300,0.6603
0.4400,0.6752
0.4500,0.6883
0.4600,0.7007
0.4700,0.7081
0.4800,0.7170
0.4900,0.7206
0.5000,0.7287
0.5100,0.7137
0.5200,0.7293
0.5300,0.7477
0.5400,0.7504
0.5500,0.7490
0.5600,0.7605
0.5700,0.7527
0.5800,0.7589
0.5900,0.7581
0.6000,0.7590
0.6100,0.7659
0.6200,0.7809
0.6300,0.7752
0.6400,0.7797
0.6500,0.7697
0.6600,0.7707
0.6700,0.7673
0.6800,0.7575
0.6900,0.7672
0.7000,0.7811
0.7100,0.7674
0.7200,0.7815
0.7300,0.7699
0.7400,0.7697
0.7500,0.7773
0.7600,0.7763
0.7700,0.7723
0.7800,0.7698
0.7900,0.7654
0.8000,0.7590
0.8100,0.7500
0.8200,0.7478
0.8300,0.7433
0.8400,0.7248
0.8500,0.7270
0.8600,0.7075
0.8700,0.6892
0.8800,0.6737
0.8900,0.6632
0.9000,0.6474
0.9100,0.6179
0.9200,0.5803
0.9300,0.5339
0.9400,0.4584
0.9500,0.3665
0.9600,0.2572
0.9700,0.1204
0.9800,0.0423
0.9900,0.0042
1.0000,0.0000
