threshold,iou
0.0000,0.2381
0.0100,0.2386
0.0200,0.2020
0.0300,0.1715
0.0400,0.2989
0.0500,0.4604
0.0600,0.5218
0.0700,0.5603
0.0800,0.5920
0.0900,0.6016
0.1000,0.6111
0.1100,0.6254
0.1200,0.6368
0.1300,0.6466
0.1400,0.6624
0.1500,0.6681
0.1600,0.6785
0.1700,0.6968
0.1800,0.7029
0.1900,0.7062
0.2000,0.7128
0.2100,0.7094
0.2200,0.7264
0.2300,0.7374
0.2400,0.7398
0.2500,0.7450
0.2600,0.7508
0.2700,0.7552
0.2800,0.7660
0.2900,0.7659
0.3000,0.7711
0.3100,0.7763
0.3200,0.7762
0.3300,0.7758
0.3400,0.7780
0.3500,0.7797
0.3600,0.7794
0.3700,0.7812
0.3800,0.7809
0.3900,0.7839
0.4000,0.7853
0.4100,0.7848
0.4200,0.7851
0.4300,0.7856
0.4400,0.7838
0.4500,0.7860
0.4600,0.7891
0.4700,0.7896
0.4800,0.7873
0.4900,0.7858
0.5000,0.7853
0.5100,0.7911
0.5200,0.7890
0.5300,0.7958
0.5400,0.7953
0.5500,0.7960
0.5600,0.7981
0.5700,0.8001
0.5800,0.8040
0.5900,0.8048
0.6000,0.8047
0.6100,0.8060
0.6200,0.8068
0.6300,0.8036
0.6400,0.8063
0.6500,0.8081
0.6600,0.8088
0.6700,0.8077
0.6800,0.8046
0.6900,0.8022
0.7000,0.8036
0.7100,0.7990
0.7200,0.7947
0.7300,0.7938
0.7400,0.7913
0.7500,0.7894
0.7600,0.7727
0.7700,0.7723
0.7800,0.7681
0.7900,0.7573
0.8000,0.7492
0.8100,0.7376
0.8200,0.7255
0.8300,0.7084
0.8400,0.7066
0.8500,0.7019
0.8600,0.6926
0.8700,0.6789
0.8800,0.6642
0.8900,0.6526
0.9000,0.6288
0.9100,0.5952
0.9200,0.5471
0.9300,0.4485
0.9400,0.3375
0.9500,0.2226
0.9600,0.1569
0.9700,0.0893
0.9800,0.0127
0.9900,0.0000
1.0000,0.0000
