threshold,true positive rate,false positive rate
0.011,1.000,1.000
0.012,1.000,1.000
0.013,1.000,1.000
0.014,1.000,1.000
0.015,1.000,0.999
0.016,1.000,0.998
0.017,1.000,0.996
0.018,0.999,0.993
0.019,0.999,0.989
0.020,0.999,0.980
0.021,0.999,0.969
0.022,0.999,0.952
0.023,0.999,0.928
0.024,0.997,0.897
0.025,0.997,0.860
0.026,0.993,0.814
0.027,0.993,0.763
0.028,0.990,0.702
0.029,0.987,0.638
0.030,0.984,0.570
0.031,0.978,0.506
0.032,0.970,0.441
0.033,0.966,0.386
0.034,0.962,0.336
0.035,0.960,0.292
0.036,0.955,0.255
0.037,0.953,0.222
0.038,0.949,0.195
0.039,0.944,0.172
0.040,0.941,0.152
0.041,0.939,0.134
0.042,0.935,0.122
0.043,0.932,0.111
0.044,0.931,0.101
0.045,0.927,0.093
0.046,0.924,0.086
0.047,0.920,0.080
0.048,0.917,0.074
0.049,0.915,0.070
0.050,0.909,0.065
0.051,0.907,0.062
0.052,0.905,0.059
0.053,0.901,0.056
0.054,0.900,0.053
0.055,0.897,0.050
0.056,0.896,0.048
0.057,0.894,0.047
0.058,0.893,0.045
0.059,0.893,0.043
0.060,0.892,0.041
0.061,0.890,0.039
0.062,0.890,0.038
0.063,0.889,0.037
0.064,0.889,0.036
0.065,0.887,0.035
0.066,0.887,0.034
0.067,0.886,0.033
0.068,0.884,0.032
0.069,0.883,0.031
0.070,0.883,0.030
0.071,0.883,0.029
0.072,0.882,0.028
0.073,0.881,0.028
0.074,0.881,0.027
0.075,0.879,0.027
0.076,0.879,0.026
0.077,0.879,0.025
0.078,0.878,0.025
0.079,0.875,0.024
0.080,0.873,0.024
0.081,0.873,0.023
0.082,0.871,0.023
0.083,0.870,0.022
0.084,0.870,0.021
0.085,0.869,0.021
0.086,0.869,0.021
0.087,0.868,0.020
0.088,0.867,0.020
0.089,0.866,0.019
0.090,0.865,0.019
0.091,0.865,0.018
0.092,0.863,0.018
0.093,0.863,0.018
0.094,0.863,0.017
0.095,0.861,0.017
0.096,0.860,0.017
0.098,0.860,0.016
0.099,0.860,0.016
0.100,0.860,0.016
0.101,0.859,0.016
0.102,0.859,0.016
0.103,0.858,0.015
0.104,0.856,0.015
0.105,0.854,0.015
0.107,0.854,0.014
0.108,0.854,0.014
0.109,0.854,0.014
0.110,0.853,0.014
0.111,0.853,0.014
0.112,0.852,0.013
0.113,0.852,0.013
0.114,0.852,0.013
0.115,0.851,0.013
0.116,0.850,0.013
0.117,0.848,0.012
0.118,0.847,0.012
0.119,0.847,0.012
0.120,0.846,0.012
0.121,0.846,0.012
0.122,0.846,0.012
0.124,0.846,0.011
0.125,0.846,0.011
