recording,TP count,FP count,FN count
file001,17.0,0.0,5.0
file002,10.0,0.0,10.0
file003,14.0,0.0,28.0
file004,17.0,0.0,7.0
file005,10.0,1.0,8.0
file006,12.0,0.0,10.0
file007,6.0,0.0,2.0
file008,11.0,2.0,3.0
file009,5.0,1.0,13.0
file010,5.0,0.0,1.0
file011,3.0,0.0,3.0
file012,13.0,0.0,7.0
file013,3.0,0.0,0.0
file014,3.0,0.0,3.0
file015,1.0,0.0,2.0
file016,6.0,0.0,5.0
file017,2.0,0.0,4.0
file018,1.0,0.0,2.0
file019,1.0,0.0,2.0
file020,5.0,0.0,0.0
file021,3.0,0.0,11.0
file022,3.0,0.0,1.0
file023,1.0,0.0,2.0
file024,4.0,0.0,3.0
file025,1.0,0.0,5.0
file026,6.0,0.0,4.0
file027,1.0,0.0,0.0
file028,1.0,0.0,3.0
file029,5.0,1.0,4.0
file030,5.0,0.0,0.0
file031,2.0,0.0,1.0
file032,4.0,0.0,7.0
file033,3.0,0.0,1.0
file034,3.0,0.0,2.0
file035,8.0,0.0,20.0
file036,29.0,0.0,4.0
file037,6.0,1.0,17.0
file038,2.0,0.0,0.0
file039,4.0,0.0,0.0
file040,10.0,1.0,12.0
file041,8.0,0.0,0.0
file042,4.0,0.0,0.0
file043,3.0,0.0,3.0
file044,3.0,0.0,0.0
file045,14.0,1.0,5.0
file046,1.0,1.0,11.0
file047,1.0,0.0,5.0
file048,3.0,0.0,1.0
file049,30.0,2.0,29.0
file050,24.0,0.0,41.0
file051,10.0,2.0,9.0
file052,18.0,0.0,37.0
file053,6.0,1.0,30.0
file054,0.0,0.0,3.0
file055,4.0,2.0,5.0
file056,6.0,0.0,0.0
file057,1.0,0.0,2.0
file058,0.0,0.0,1.0
file059,6.0,0.0,0.0
file060,4.0,0.0,1.0
file061,5.0,0.0,0.0
file062,6.0,0.0,0.0
file063,6.0,0.0,7.0
file064,6.0,0.0,2.0
file065,4.0,0.0,0.0
file067,2.0,0.0,6.0
file068,4.0,0.0,1.0
file069,5.0,0.0,2.0
file070,0.0,0.0,4.0
file071,3.0,0.0,5.0
file072,2.0,0.0,14.0
