precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,0.999
0.025,0.999
0.025,0.999
0.025,0.999
0.026,0.999
0.027,0.999
0.027,0.997
0.029,0.997
0.030,0.993
0.032,0.993
0.035,0.990
0.038,0.987
0.042,0.984
0.047,0.978
0.053,0.970
0.060,0.966
0.068,0.962
0.077,0.960
0.087,0.955
0.098,0.953
0.110,0.949
0.122,0.944
0.136,0.941
0.151,0.939
0.163,0.935
0.176,0.932
0.190,0.931
0.202,0.927
0.214,0.924
0.226,0.920
0.238,0.917
0.250,0.915
0.261,0.909
0.272,0.907
0.281,0.905
0.290,0.901
0.301,0.900
0.311,0.897
0.319,0.896
0.328,0.894
0.336,0.893
0.345,0.893
0.356,0.892
0.364,0.890
0.372,0.890
0.379,0.889
0.386,0.889
0.392,0.887
0.400,0.887
0.407,0.886
0.414,0.884
0.421,0.883
0.427,0.883
0.436,0.883
0.441,0.882
0.446,0.881
0.453,0.881
0.456,0.879
0.462,0.879
0.469,0.879
0.475,0.878
0.480,0.875
0.484,0.873
0.488,0.873
0.493,0.871
0.500,0.870
0.507,0.870
0.512,0.869
0.518,0.869
0.522,0.868
0.526,0.867
0.534,0.866
0.540,0.865
0.546,0.865
0.551,0.863
0.555,0.863
0.558,0.863
0.561,0.861
0.564,0.860
0.568,0.860
0.571,0.860
0.573,0.860
0.577,0.860
0.581,0.859
0.584,0.859
0.588,0.858
0.592,0.856
0.594,0.854
0.598,0.854
0.601,0.854
0.605,0.854
0.607,0.854
0.610,0.853
0.614,0.853
0.616,0.852
0.621,0.852
0.622,0.852
0.627,0.851
0.629,0.850
0.634,0.848
0.636,0.847
0.640,0.847
0.642,0.846
0.644,0.846
0.647,0.846
0.649,0.846
0.652,0.846
0.652,0.846
0.652,0.845
0.657,0.844
0.662,0.844
0.663,0.844
0.665,0.844
0.666,0.843
0.667,0.843
0.670,0.843
0.673,0.843
0.676,0.843
0.677,0.840
0.679,0.838
0.680,0.838
0.683,0.837
0.686,0.837
0.689,0.836
0.693,0.836
0.698,0.835
0.699,0.835
0.700,0.834
0.703,0.834
0.705,0.834
0.705,0.832
0.707,0.832
0.709,0.832
0.712,0.832
0.714,0.832
0.716,0.832
0.719,0.832
0.720,0.830
0.722,0.830
0.724,0.830
0.724,0.830
0.727,0.830
0.728,0.830
0.730,0.830
0.732,0.830
0.734,0.830
0.734,0.828
0.736,0.828
0.738,0.828
0.738,0.827
0.738,0.827
0.740,0.827
0.743,0.825
0.744,0.825
0.744,0.825
0.748,0.825
0.751,0.825
0.752,0.823
0.755,0.823
0.755,0.822
0.757,0.821
0.757,0.821
0.759,0.821
0.761,0.821
0.763,0.821
0.765,0.817
0.767,0.816
0.767,0.815
0.770,0.815
0.770,0.814
0.773,0.814
0.775,0.813
0.774,0.812
0.776,0.811
0.778,0.811
0.778,0.811
0.779,0.811
0.780,0.811
0.781,0.811
0.783,0.811
0.783,0.808
0.785,0.807
0.786,0.807
0.788,0.806
0.789,0.806
0.791,0.806
0.792,0.806
0.792,0.805
