precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.026,1.000
0.026,1.000
0.027,1.000
0.028,1.000
0.029,0.999
0.031,0.999
0.034,0.997
0.037,0.997
0.041,0.997
0.046,0.995
0.052,0.993
0.058,0.989
0.065,0.989
0.072,0.985
0.079,0.984
0.087,0.983
0.095,0.983
0.103,0.982
0.110,0.979
0.118,0.979
0.126,0.978
0.134,0.978
0.141,0.976
0.148,0.976
0.156,0.975
0.164,0.975
0.171,0.974
0.178,0.974
0.185,0.974
0.191,0.974
0.198,0.972
0.204,0.972
0.210,0.972
0.216,0.972
0.222,0.971
0.227,0.969
0.232,0.969
0.238,0.969
0.243,0.969
0.249,0.969
0.256,0.968
0.261,0.967
0.266,0.966
0.271,0.964
0.276,0.962
0.280,0.961
0.285,0.961
0.290,0.961
0.294,0.961
0.298,0.961
0.301,0.961
0.306,0.960
0.308,0.959
0.311,0.959
0.316,0.959
0.320,0.959
0.324,0.959
0.328,0.959
0.331,0.958
0.334,0.956
0.337,0.956
0.341,0.955
0.344,0.955
0.348,0.955
0.351,0.954
0.354,0.953
0.357,0.953
0.361,0.953
0.363,0.953
0.367,0.953
0.371,0.953
0.372,0.952
0.376,0.948
0.379,0.948
0.381,0.947
0.384,0.947
0.388,0.947
0.391,0.947
0.394,0.947
0.396,0.947
0.399,0.947
0.401,0.947
0.404,0.947
0.406,0.946
0.408,0.946
0.411,0.945
0.414,0.944
0.415,0.943
0.418,0.941
0.422,0.941
0.425,0.940
0.427,0.940
0.429,0.940
0.432,0.939
0.433,0.938
0.435,0.937
0.437,0.936
0.441,0.936
0.443,0.935
0.446,0.935
0.448,0.933
0.449,0.932
0.452,0.932
0.455,0.932
0.457,0.932
0.459,0.932
0.462,0.932
0.463,0.932
0.465,0.932
0.467,0.932
0.470,0.930
0.472,0.930
0.475,0.930
0.476,0.929
0.478,0.928
0.480,0.928
0.482,0.928
0.485,0.925
0.488,0.925
0.489,0.925
0.491,0.924
0.493,0.923
0.495,0.923
0.497,0.923
0.499,0.923
0.500,0.923
0.501,0.921
0.503,0.921
0.504,0.921
0.508,0.921
0.510,0.921
0.511,0.921
0.513,0.921
0.515,0.921
0.518,0.920
0.520,0.918
0.522,0.918
0.523,0.918
0.525,0.917
0.526,0.917
0.527,0.917
0.529,0.915
0.530,0.913
0.531,0.912
0.532,0.910
0.534,0.909
0.535,0.908
0.537,0.908
0.539,0.907
0.540,0.907
0.542,0.907
0.544,0.907
0.548,0.907
0.549,0.907
0.550,0.907
0.551,0.907
0.554,0.906
0.554,0.906
0.556,0.906
0.556,0.905
0.558,0.905
0.559,0.905
0.561,0.905
0.563,0.905
0.565,0.905
0.566,0.904
0.567,0.904
0.569,0.904
0.569,0.904
0.572,0.902
0.575,0.902
0.576,0.902
0.578,0.902
0.580,0.902
0.581,0.902
0.584,0.902
0.586,0.902
0.586,0.901
0.587,0.900
0.588,0.899
0.590,0.899
0.592,0.899
