threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2382
0.0300,0.2202
0.0400,0.2260
0.0500,0.2634
0.0600,0.2672
0.0700,0.2968
0.0800,0.3020
0.0900,0.3098
0.1000,0.3106
0.1100,0.3176
0.1200,0.3188
0.1300,0.3198
0.1400,0.3183
0.1500,0.3201
0.1600,0.3182
0.1700,0.3211
0.1800,0.3261
0.1900,0.3276
0.2000,0.3258
0.2100,0.3279
0.2200,0.3285
0.2300,0.3315
0.2400,0.3392
0.2500,0.3396
0.2600,0.3353
0.2700,0.3372
0.2800,0.3430
0.2900,0.3376
0.3000,0.3429
0.3100,0.3446
0.3200,0.3485
0.3300,0.3499
0.3400,0.3448
0.3500,0.3484
0.3600,0.3574
0.3700,0.3626
0.3800,0.3619
0.3900,0.3540
0.4000,0.3561
0.4100,0.3776
0.4200,0.3864
0.4300,0.3862
0.4400,0.3844
0.4500,0.3866
0.4600,0.3852
0.4700,0.3780
0.4800,0.3748
0.4900,0.3726
0.5000,0.3793
0.5100,0.3825
0.5200,0.3721
0.5300,0.3695
0.5400,0.3778
0.5500,0.3861
0.5600,0.3686
0.5700,0.3885
0.5800,0.4052
0.5900,0.4583
0.6000,0.4811
0.6100,0.4850
0.6200,0.4848
0.6300,0.4904
0.6400,0.4920
0.6500,0.5007
0.6600,0.5017
0.6700,0.5128
0.6800,0.5014
0.6900,0.4997
0.7000,0.4978
0.7100,0.4865
0.7200,0.4878
0.7300,0.4984
0.7400,0.5172
0.7500,0.5083
0.7600,0.5074
0.7700,0.5157
0.7800,0.5448
0.7900,0.5820
0.8000,0.6040
0.8100,0.5888
0.8200,0.5999
0.8300,0.5823
0.8400,0.5873
0.8500,0.5737
0.8600,0.5589
0.8700,0.5473
0.8800,0.5517
0.8900,0.5524
0.9000,0.5353
0.9100,0.4963
0.9200,0.4124
0.9300,0.3294
0.9400,0.2628
0.9500,0.1803
0.9600,0.0800
0.9700,0.0230
0.9800,0.0000
0.9900,0.0000
1.0000,0.0000
