threshold,true positive rate,false positive rate
0.011,1.000,1.000
0.012,1.000,1.000
0.013,1.000,1.000
0.014,1.000,1.000
0.015,1.000,0.999
0.016,1.000,0.999
0.017,1.000,0.999
0.018,1.000,0.998
0.019,1.000,0.996
0.020,1.000,0.993
0.021,1.000,0.990
0.022,1.000,0.985
0.023,1.000,0.977
0.024,1.000,0.967
0.025,1.000,0.953
0.026,1.000,0.932
0.027,1.000,0.906
0.028,0.999,0.871
0.029,0.999,0.826
0.030,0.999,0.772
0.031,0.997,0.713
0.032,0.994,0.654
0.033,0.993,0.593
0.034,0.993,0.535
0.035,0.993,0.479
0.036,0.992,0.430
0.037,0.992,0.386
0.038,0.992,0.348
0.039,0.991,0.314
0.040,0.990,0.284
0.041,0.987,0.260
0.042,0.982,0.240
0.043,0.982,0.221
0.044,0.982,0.205
0.045,0.982,0.190
0.046,0.980,0.178
0.047,0.978,0.167
0.048,0.974,0.157
0.049,0.974,0.148
0.050,0.974,0.140
0.051,0.974,0.133
0.052,0.972,0.126
0.053,0.971,0.121
0.054,0.969,0.115
0.055,0.969,0.111
0.056,0.968,0.107
0.057,0.968,0.103
0.058,0.967,0.099
0.059,0.967,0.095
0.060,0.966,0.092
0.061,0.966,0.089
0.062,0.966,0.086
0.063,0.966,0.084
0.064,0.964,0.081
0.065,0.963,0.079
0.066,0.962,0.077
0.067,0.961,0.075
0.068,0.960,0.073
0.069,0.960,0.071
0.071,0.960,0.067
0.072,0.960,0.065
0.073,0.960,0.064
0.074,0.960,0.062
0.075,0.960,0.061
0.076,0.960,0.060
0.077,0.959,0.058
0.078,0.959,0.057
0.079,0.959,0.056
0.080,0.959,0.055
0.081,0.959,0.054
0.082,0.958,0.053
0.083,0.956,0.052
0.084,0.953,0.051
0.085,0.953,0.050
0.086,0.953,0.049
0.087,0.953,0.049
0.088,0.953,0.048
0.089,0.953,0.047
0.091,0.951,0.046
0.092,0.949,0.045
0.093,0.948,0.044
0.094,0.948,0.044
0.095,0.947,0.043
0.096,0.946,0.042
0.097,0.946,0.042
0.098,0.946,0.041
0.099,0.946,0.041
0.100,0.946,0.040
0.101,0.945,0.040
0.102,0.944,0.039
0.103,0.944,0.039
0.104,0.944,0.038
0.105,0.944,0.038
0.106,0.944,0.037
0.107,0.943,0.037
0.108,0.943,0.036
0.109,0.943,0.036
0.110,0.941,0.035
0.111,0.940,0.035
0.112,0.939,0.034
0.113,0.939,0.034
0.114,0.939,0.034
0.115,0.939,0.033
0.116,0.938,0.033
0.117,0.938,0.033
0.118,0.938,0.032
0.119,0.938,0.032
0.120,0.938,0.031
0.121,0.938,0.031
0.122,0.937,0.031
0.123,0.937,0.031
0.124,0.937,0.030
