threshold,precision,recall
0.016,0.025,1.000
0.017,0.025,1.000
0.018,0.025,1.000
0.019,0.025,1.000
0.020,0.025,1.000
0.021,0.025,1.000
0.022,0.025,1.000
0.023,0.025,1.000
0.024,0.025,1.000
0.025,0.025,1.000
0.026,0.025,1.000
0.027,0.026,1.000
0.028,0.026,1.000
0.029,0.027,1.000
0.030,0.028,1.000
0.031,0.030,1.000
0.032,0.032,1.000
0.033,0.035,0.999
0.034,0.038,0.999
0.035,0.042,0.998
0.036,0.046,0.995
0.037,0.051,0.995
0.038,0.056,0.995
0.039,0.062,0.992
0.040,0.068,0.992
0.041,0.073,0.992
0.042,0.079,0.991
0.043,0.085,0.990
0.044,0.091,0.987
0.045,0.097,0.987
0.046,0.103,0.987
0.047,0.108,0.987
0.048,0.114,0.985
0.049,0.120,0.984
0.050,0.126,0.983
0.051,0.131,0.983
0.052,0.137,0.982
0.053,0.142,0.982
0.054,0.148,0.980
0.055,0.154,0.979
0.056,0.159,0.978
0.057,0.165,0.977
0.058,0.170,0.977
0.059,0.176,0.977
0.060,0.181,0.977
0.061,0.186,0.977
0.062,0.191,0.977
0.063,0.195,0.977
0.064,0.200,0.976
0.065,0.205,0.976
0.066,0.210,0.975
0.067,0.215,0.975
0.068,0.220,0.975
0.069,0.224,0.974
0.070,0.228,0.972
0.071,0.232,0.971
0.072,0.237,0.971
0.073,0.241,0.971
0.074,0.246,0.971
0.075,0.250,0.970
0.076,0.254,0.970
0.077,0.257,0.969
0.078,0.261,0.968
0.079,0.265,0.968
0.080,0.269,0.967
0.081,0.272,0.966
0.082,0.276,0.966
0.083,0.279,0.963
0.084,0.283,0.963
0.085,0.287,0.962
0.086,0.292,0.961
0.087,0.295,0.961
0.088,0.299,0.961
0.089,0.303,0.961
0.090,0.306,0.960
0.091,0.310,0.960
0.092,0.312,0.958
0.093,0.315,0.958
0.094,0.318,0.958
0.095,0.321,0.958
0.096,0.322,0.956
0.097,0.326,0.956
0.098,0.329,0.956
