threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2316
0.0300,0.2112
0.0400,0.2448
0.0500,0.2776
0.0600,0.3142
0.0700,0.3075
0.0800,0.3190
0.0900,0.3260
0.1000,0.3344
0.1100,0.3608
0.1200,0.3935
0.1300,0.4061
0.1400,0.4261
0.1500,0.4348
0.1600,0.4341
0.1700,0.4502
0.1800,0.4676
0.1900,0.4819
0.2000,0.4808
0.2100,0.4884
0.2200,0.5037
0.2300,0.5136
0.2400,0.5204
0.2500,0.5130
0.2600,0.5208
0.2700,0.5346
0.2800,0.5259
0.2900,0.5244
0.3000,0.5471
0.3100,0.5660
0.3200,0.5619
0.3300,0.5636
0.3400,0.5688
0.3500,0.5632
0.3600,0.5702
0.3700,0.5760
0.3800,0.5913
0.3900,0.5920
0.4000,0.5837
0.4100,0.5965
0.4200,0.5951
0.4300,0.6030
0.4400,0.6003
0.4500,0.6103
0.4600,0.6126
0.4700,0.6161
0.4800,0.6006
0.4900,0.6114
0.5000,0.6141
0.5100,0.6284
0.5200,0.6239
0.5300,0.6283
0.5400,0.6484
0.5500,0.6556
0.5600,0.6692
0.5700,0.6735
0.5800,0.6815
0.5900,0.6669
0.6000,0.6832
0.6100,0.6756
0.6200,0.6789
0.6300,0.7012
0.6400,0.6939
0.6500,0.6983
0.6600,0.6966
0.6700,0.6959
0.6800,0.6981
0.6900,0.7118
0.7000,0.7269
0.7100,0.7244
0.7200,0.7187
0.7300,0.7143
0.7400,0.7182
0.7500,0.7293
0.7600,0.7184
0.7700,0.7151
0.7800,0.7030
0.7900,0.7052
0.8000,0.6942
0.8100,0.6810
0.8200,0.6685
0.8300,0.6599
0.8400,0.6559
0.8500,0.6589
0.8600,0.6440
0.8700,0.6212
0.8800,0.6144
0.8900,0.5958
0.9000,0.5582
0.9100,0.5391
0.9200,0.4794
0.9300,0.4183
0.9400,0.3256
0.9500,0.2228
0.9600,0.1420
0.9700,0.0667
0.9800,0.0179
0.9900,0.0000
1.0000,0.0000
