recording,iou_max,iou_0.60,iou_0.80
N100056,0.7917,0.9167,0.5000
N106834-edited,0.8310,0.6762,0.8667
N128080,0.6806,0.5000,0.7143
N16767-edited,0.9000,0.7551,0.8667
N22158-edited,0.9048,0.7879,0.9267
N22971-edited,0.6742,0.6964,0.6742
N23417-edited,0.8098,0.8175,0.8265
N23493-edited,0.6400,0.7133,0.5733
N250512,0.6667,0.5312,0.6667
N3568,0.9583,0.8846,0.9167
N37429,0.5833,0.2976,0.5417
N38268,0.8889,0.8956,0.9213
N38516,0.8733,0.8385,0.8933
N39306,0.8217,0.8206,0.8711
N41312-edited,0.8333,0.8333,0.8333
N41564,1.0000,0.7083,0.7500
N44587-edited,0.5556,0.5000,0.5556
N460551,0.4000,0.2562,0.5000
N488610,0.7917,0.6917,0.6250
N500951,0.6667,0.5000,0.6667
N6682-edited,0.8125,0.7268,0.7812
N737290,0.5833,0.4286,0.7000
N98507,0.6667,0.7778,0.5556
XC109766,0.9545,0.9167,0.8636
XC109767,0.9323,0.9490,0.8361
XC109769,0.9221,0.9039,0.9221
XC114554,0.8750,1.0000,0.7500
XC134014-edited,0.4236,0.5889,0.4683
XC144024,0.6667,0.6667,0.6667
XC159959,0.6595,0.7655,0.3631
XC172881,0.6667,0.7143,0.5000
XC215372,0.6111,0.5556,0.4444
XC271361,0.2500,0.2222,0.2500
XC801172-edited,0.9583,0.8009,0.8552
XC812929,0.4771,0.6859,0.3738
