threshold,precision,recall
0.017,0.025,1.000
0.018,0.025,1.000
0.019,0.025,1.000
0.020,0.025,1.000
0.021,0.025,1.000
0.022,0.025,1.000
0.023,0.025,1.000
0.024,0.025,1.000
0.025,0.025,1.000
0.026,0.025,1.000
0.027,0.025,1.000
0.028,0.026,1.000
0.029,0.027,1.000
0.030,0.028,1.000
0.031,0.030,0.999
0.032,0.032,0.999
0.033,0.036,0.998
0.034,0.040,0.997
0.035,0.045,0.995
0.036,0.050,0.995
0.037,0.057,0.994
0.038,0.064,0.992
0.039,0.071,0.990
0.040,0.079,0.990
0.041,0.087,0.990
0.042,0.095,0.986
0.043,0.103,0.986
0.044,0.111,0.985
0.045,0.118,0.984
0.046,0.125,0.983
0.047,0.133,0.980
0.048,0.141,0.980
0.049,0.148,0.979
0.050,0.155,0.979
0.051,0.162,0.979
0.052,0.169,0.979
0.053,0.176,0.979
0.054,0.183,0.978
0.055,0.190,0.977
0.056,0.196,0.977
0.057,0.202,0.977
0.058,0.207,0.977
0.059,0.212,0.977
0.060,0.217,0.975
0.061,0.222,0.974
0.062,0.227,0.974
0.063,0.232,0.974
0.064,0.238,0.974
0.065,0.243,0.974
0.066,0.248,0.972
0.067,0.252,0.971
0.068,0.257,0.970
0.069,0.261,0.970
0.070,0.266,0.970
0.071,0.271,0.970
0.072,0.276,0.970
0.073,0.278,0.968
0.074,0.284,0.968
0.075,0.288,0.967
0.076,0.292,0.967
0.077,0.296,0.967
0.078,0.301,0.967
0.079,0.305,0.966
0.080,0.311,0.966
0.081,0.315,0.964
0.082,0.319,0.963
0.083,0.323,0.963
0.084,0.325,0.962
0.085,0.329,0.961
0.086,0.332,0.961
0.087,0.337,0.960
0.088,0.340,0.960
0.089,0.343,0.960
0.090,0.347,0.960
0.091,0.351,0.960
0.092,0.356,0.960
0.093,0.358,0.960
0.094,0.362,0.959
0.095,0.364,0.959
0.096,0.366,0.956
0.097,0.369,0.956
0.098,0.372,0.955
0.099,0.376,0.954
0.100,0.380,0.954
0.101,0.383,0.953
0.102,0.386,0.952
0.103,0.389,0.952
0.104,0.393,0.952
0.105,0.396,0.951
0.106,0.399,0.951
0.107,0.402,0.951
0.108,0.404,0.951
0.109,0.405,0.949
0.110,0.409,0.949
0.111,0.412,0.949
0.112,0.416,0.949
0.113,0.419,0.949
0.114,0.421,0.949
0.115,0.423,0.949
0.116,0.427,0.949
0.117,0.430,0.949
0.118,0.432,0.948
0.119,0.434,0.948
0.120,0.437,0.948
0.121,0.440,0.948
0.122,0.443,0.948
0.123,0.445,0.948
0.124,0.448,0.946
0.125,0.451,0.946
0.126,0.452,0.946
0.127,0.454,0.946
0.128,0.456,0.946
0.129,0.458,0.946
0.130,0.460,0.945
0.131,0.463,0.945
0.132,0.464,0.945
0.133,0.466,0.945
0.134,0.469,0.945
0.135,0.472,0.945
0.136,0.474,0.945
0.137,0.476,0.945
0.138,0.478,0.945
0.139,0.481,0.945
0.140,0.483,0.943
0.141,0.487,0.943
0.142,0.489,0.941
0.143,0.490,0.941
0.144,0.492,0.941
0.145,0.494,0.941
0.146,0.496,0.941
0.147,0.498,0.941
0.148,0.501,0.941
0.149,0.503,0.941
0.150,0.504,0.940
0.151,0.505,0.939
0.152,0.505,0.939
0.153,0.508,0.939
0.154,0.511,0.939
0.155,0.512,0.939
0.156,0.513,0.939
0.157,0.515,0.938
0.158,0.518,0.937
0.159,0.519,0.936
0.160,0.522,0.936
0.161,0.524,0.935
0.162,0.526,0.935
0.163,0.526,0.935
0.164,0.528,0.935
0.165,0.528,0.933
0.166,0.530,0.933
0.167,0.533,0.933
0.168,0.535,0.933
0.169,0.537,0.933
0.170,0.537,0.931
0.171,0.539,0.931
0.172,0.541,0.931
0.173,0.544,0.931
0.174,0.545,0.931
0.175,0.548,0.931
0.176,0.550,0.931
0.177,0.553,0.930
