threshold,true positive rate,false positive rate
0.017,1.000,1.000
0.018,1.000,1.000
0.019,1.000,1.000
0.020,1.000,1.000
0.021,1.000,0.999
0.022,1.000,0.999
0.023,1.000,0.997
0.024,1.000,0.994
0.025,1.000,0.990
0.026,1.000,0.983
0.027,1.000,0.972
0.028,1.000,0.958
0.029,0.999,0.940
0.030,0.999,0.917
0.031,0.997,0.888
0.032,0.997,0.853
0.033,0.995,0.811
0.034,0.995,0.764
0.035,0.994,0.713
0.036,0.994,0.659
0.037,0.992,0.605
0.038,0.990,0.551
0.039,0.989,0.500
0.040,0.987,0.451
0.041,0.985,0.408
0.042,0.983,0.372
0.043,0.983,0.339
0.044,0.982,0.311
0.045,0.980,0.286
0.046,0.979,0.263
0.047,0.978,0.244
0.048,0.977,0.228
0.049,0.975,0.213
0.050,0.975,0.200
0.051,0.972,0.188
0.052,0.972,0.178
0.053,0.972,0.168
0.054,0.971,0.159
0.055,0.970,0.151
0.057,0.970,0.138
0.058,0.970,0.132
0.059,0.968,0.126
0.060,0.968,0.122
0.061,0.967,0.118
0.062,0.967,0.114
0.063,0.967,0.110
0.064,0.967,0.107
0.065,0.967,0.103
0.066,0.967,0.100
0.067,0.967,0.096
0.068,0.967,0.093
0.069,0.967,0.091
0.070,0.967,0.088
0.071,0.967,0.086
0.072,0.963,0.084
0.073,0.962,0.081
0.074,0.961,0.079
0.075,0.961,0.077
0.076,0.956,0.075
0.077,0.954,0.074
0.078,0.954,0.072
0.079,0.953,0.071
0.080,0.953,0.069
0.081,0.953,0.067
0.082,0.953,0.066
0.083,0.953,0.065
0.084,0.953,0.064
0.085,0.952,0.062
0.086,0.952,0.061
0.087,0.952,0.060
0.088,0.952,0.059
0.089,0.952,0.058
0.090,0.951,0.057
0.091,0.951,0.056
0.092,0.951,0.055
0.093,0.951,0.054
0.094,0.949,0.053
0.095,0.949,0.053
0.096,0.949,0.052
0.097,0.949,0.051
0.098,0.948,0.050
0.099,0.946,0.049
0.100,0.946,0.049
0.101,0.946,0.048
0.102,0.944,0.047
0.103,0.943,0.047
0.104,0.943,0.046
0.105,0.940,0.046
0.106,0.940,0.045
0.107,0.940,0.044
0.108,0.939,0.044
0.109,0.939,0.043
0.110,0.937,0.043
0.111,0.936,0.042
0.112,0.936,0.041
0.113,0.933,0.041
0.114,0.933,0.040
0.115,0.932,0.040
0.116,0.932,0.039
0.117,0.932,0.039
0.118,0.931,0.039
0.119,0.931,0.038
0.120,0.930,0.038
0.122,0.930,0.037
0.123,0.930,0.036
0.124,0.928,0.036
0.125,0.928,0.035
0.126,0.928,0.035
0.127,0.927,0.034
0.128,0.927,0.034
0.129,0.927,0.033
0.130,0.927,0.033
0.131,0.927,0.033
0.134,0.927,0.032
0.135,0.925,0.031
0.136,0.925,0.031
0.139,0.925,0.030
0.140,0.925,0.030
0.141,0.925,0.030
0.142,0.925,0.030
0.144,0.925,0.029
0.145,0.925,0.029
0.146,0.925,0.029
0.147,0.924,0.028
0.148,0.924,0.028
0.149,0.924,0.028
0.150,0.924,0.028
0.151,0.923,0.027
0.152,0.923,0.027
0.153,0.923,0.027
0.154,0.923,0.027
0.155,0.923,0.026
0.156,0.923,0.026
0.157,0.922,0.026
0.158,0.922,0.026
0.159,0.921,0.025
0.160,0.920,0.025
0.161,0.920,0.025
0.162,0.920,0.025
0.163,0.920,0.025
0.164,0.920,0.025
0.165,0.918,0.024
0.166,0.918,0.024
0.167,0.916,0.024
0.168,0.916,0.024
0.169,0.915,0.024
0.170,0.915,0.023
0.171,0.915,0.023
0.172,0.915,0.023
0.173,0.915,0.023
0.174,0.915,0.023
0.175,0.915,0.022
0.176,0.914,0.022
0.177,0.914,0.022
0.178,0.914,0.022
0.179,0.914,0.022
0.180,0.912,0.022
0.181,0.912,0.021
0.183,0.912,0.021
0.184,0.912,0.021
0.185,0.910,0.021
0.186,0.910,0.021
0.187,0.909,0.021
0.189,0.909,0.021
0.190,0.908,0.021
0.191,0.908,0.020
0.192,0.907,0.020
0.193,0.907,0.020
0.195,0.907,0.020
0.196,0.906,0.020
0.197,0.906,0.020
0.198,0.906,0.019
0.199,0.906,0.019
0.200,0.906,0.019
0.201,0.906,0.019
0.202,0.905,0.019
0.203,0.905,0.019
0.204,0.905,0.019
0.205,0.905,0.019
0.206,0.905,0.018
0.207,0.905,0.018
0.208,0.905,0.018
0.209,0.905,0.018
0.210,0.905,0.018
0.211,0.904,0.018
0.212,0.904,0.018
0.213,0.904,0.018
0.214,0.904,0.018
0.215,0.904,0.017
0.217,0.904,0.017
0.218,0.904,0.017
0.219,0.902,0.017
0.220,0.901,0.017
0.221,0.899,0.017
0.222,0.898,0.017
0.223,0.897,0.017
0.224,0.897,0.016
0.225,0.897,0.016
0.226,0.897,0.016
0.228,0.897,0.016
0.229,0.897,0.016
0.230,0.897,0.016
0.231,0.897,0.016
0.232,0.897,0.016
0.233,0.897,0.016
0.234,0.894,0.016
0.235,0.894,0.015
0.236,0.894,0.015
0.237,0.893,0.015
0.238,0.892,0.015
0.239,0.891,0.015
0.240,0.890,0.015
0.241,0.890,0.015
0.243,0.890,0.015
0.244,0.890,0.015
0.246,0.890,0.015
0.247,0.890,0.014
0.248,0.889,0.014
0.249,0.889,0.014
0.252,0.887,0.014
0.253,0.887,0.014
0.255,0.887,0.014
0.258,0.887,0.014
0.259,0.886,0.014
0.260,0.886,0.014
0.261,0.885,0.014
0.262,0.885,0.014
0.265,0.885,0.013
0.267,0.885,0.013
0.268,0.885,0.013
0.269,0.885,0.013
0.271,0.885,0.013
0.272,0.885,0.013
0.273,0.885,0.013
0.276,0.885,0.013
0.279,0.885,0.013
0.280,0.884,0.013
0.281,0.884,0.013
0.282,0.883,0.012
0.283,0.883,0.012
0.285,0.883,0.012
0.288,0.882,0.012
0.289,0.882,0.012
0.291,0.882,0.012
0.293,0.882,0.012
0.294,0.882,0.012
0.295,0.882,0.012
0.296,0.882,0.012
0.297,0.882,0.012
0.298,0.881,0.012
0.299,0.881,0.012
0.300,0.881,0.012
0.301,0.881,0.012
0.302,0.881,0.011
0.303,0.879,0.011
0.304,0.879,0.011
0.305,0.878,0.011
0.306,0.878,0.011
0.307,0.878,0.011
0.308,0.878,0.011
0.309,0.878,0.011
0.310,0.877,0.011
0.311,0.877,0.011
0.312,0.877,0.011
0.313,0.876,0.011
0.314,0.876,0.011
0.318,0.876,0.011
0.319,0.875,0.011
0.321,0.875,0.011
0.322,0.874,0.011
0.323,0.871,0.011
0.326,0.871,0.010
