precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.026,1.000
0.026,0.999
0.027,0.999
0.028,0.997
0.029,0.997
0.030,0.995
0.032,0.995
0.034,0.994
0.037,0.994
0.040,0.992
0.044,0.990
0.048,0.989
0.053,0.987
0.058,0.985
0.063,0.983
0.068,0.983
0.074,0.982
0.080,0.980
0.086,0.979
0.092,0.978
0.098,0.977
0.104,0.975
0.110,0.975
0.116,0.972
0.122,0.972
0.128,0.972
0.134,0.971
0.140,0.970
0.145,0.970
0.152,0.970
0.157,0.970
0.163,0.968
0.167,0.968
0.172,0.967
0.177,0.967
0.182,0.967
0.187,0.967
0.192,0.967
0.198,0.967
0.203,0.967
0.208,0.967
0.212,0.967
0.218,0.967
0.222,0.967
0.226,0.963
0.231,0.962
0.236,0.961
0.240,0.961
0.243,0.956
0.247,0.954
0.252,0.954
0.255,0.953
0.259,0.953
0.264,0.953
0.267,0.953
0.270,0.953
0.275,0.953
0.279,0.952
0.282,0.952
0.286,0.952
0.289,0.952
0.293,0.952
0.297,0.951
0.301,0.951
0.305,0.951
0.308,0.951
0.311,0.949
0.314,0.949
0.318,0.949
0.320,0.949
0.324,0.948
0.327,0.946
0.330,0.946
0.333,0.946
0.335,0.944
0.337,0.943
0.340,0.943
0.343,0.940
0.347,0.940
0.351,0.940
0.353,0.939
0.356,0.939
0.359,0.937
0.361,0.936
0.365,0.936
0.368,0.933
0.370,0.933
0.372,0.932
0.375,0.932
0.378,0.932
0.380,0.931
0.384,0.931
0.386,0.930
0.389,0.930
0.393,0.930
0.396,0.930
0.398,0.928
0.401,0.928
0.404,0.928
0.406,0.927
0.409,0.927
0.413,0.927
0.415,0.927
0.418,0.927
0.421,0.927
0.423,0.927
0.426,0.927
0.428,0.925
0.431,0.925
0.433,0.925
0.435,0.925
0.436,0.925
0.439,0.925
0.440,0.925
0.442,0.925
0.444,0.925
0.446,0.925
0.448,0.925
0.449,0.925
0.453,0.924
0.455,0.924
0.457,0.924
0.460,0.924
0.461,0.923
0.463,0.923
0.467,0.923
0.469,0.923
0.470,0.923
0.473,0.923
0.474,0.922
0.476,0.922
0.478,0.921
0.480,0.920
0.482,0.920
0.484,0.920
0.485,0.920
0.488,0.920
0.489,0.918
0.490,0.918
0.492,0.916
0.493,0.916
0.494,0.915
0.497,0.915
0.500,0.915
0.502,0.915
0.506,0.915
0.507,0.915
0.510,0.915
0.510,0.914
0.511,0.914
0.514,0.914
0.516,0.914
0.516,0.912
0.519,0.912
0.520,0.912
0.520,0.912
0.521,0.912
0.523,0.910
0.524,0.910
0.525,0.909
0.527,0.909
0.528,0.909
0.529,0.908
0.531,0.908
0.532,0.907
0.534,0.907
0.536,0.907
0.538,0.907
0.540,0.906
0.540,0.906
0.542,0.906
0.543,0.906
0.546,0.906
0.547,0.906
0.548,0.905
0.549,0.905
0.552,0.905
0.553,0.905
0.555,0.905
0.556,0.905
0.559,0.905
0.559,0.905
0.560,0.905
0.561,0.904
