roc_recall,one_minus_fpr,roc_precision
0.000,1.000,1.000
0.010,1.000,1.000
0.020,1.000,1.000
0.030,1.000,1.000
0.040,1.000,1.000
0.050,1.000,1.000
0.060,1.000,1.000
0.070,1.000,1.000
0.080,1.000,1.000
0.090,1.000,0.997
0.100,1.000,0.988
0.110,1.000,0.986
0.120,1.000,0.987
0.130,1.000,0.988
0.140,1.000,0.989
0.150,1.000,0.989
0.160,1.000,0.990
0.170,1.000,0.984
0.180,1.000,0.984
0.190,1.000,0.985
0.200,1.000,0.986
0.210,1.000,0.987
0.220,1.000,0.981
0.230,1.000,0.983
0.240,1.000,0.980
0.250,1.000,0.979
0.260,1.000,0.980
0.270,1.000,0.981
0.280,1.000,0.981
0.290,1.000,0.983
0.300,1.000,0.983
0.310,1.000,0.984
0.320,1.000,0.981
0.330,1.000,0.982
0.340,1.000,0.982
0.350,1.000,0.982
0.360,1.000,0.983
0.370,1.000,0.983
0.380,1.000,0.984
0.390,1.000,0.984
0.400,1.000,0.982
0.410,1.000,0.982
0.420,1.000,0.981
0.430,1.000,0.980
0.440,1.000,0.981
0.450,1.000,0.980
0.460,1.000,0.980
0.470,1.000,0.978
0.480,1.000,0.976
0.490,1.000,0.976
0.500,1.000,0.972
0.510,1.000,0.973
0.520,1.000,0.971
0.530,1.000,0.972
0.540,1.000,0.972
0.550,1.000,0.970
0.560,0.999,0.969
0.570,0.999,0.966
0.580,0.999,0.962
0.590,0.999,0.960
0.600,0.999,0.960
0.610,0.999,0.954
0.620,0.999,0.953
0.630,0.999,0.950
0.640,0.999,0.944
0.650,0.999,0.941
0.660,0.999,0.936
0.670,0.999,0.936
0.680,0.999,0.933
0.690,0.998,0.926
0.700,0.998,0.926
0.710,0.998,0.921
0.720,0.998,0.916
0.730,0.997,0.906
0.740,0.997,0.899
0.750,0.997,0.893
0.760,0.997,0.886
0.770,0.997,0.880
0.780,0.996,0.874
0.790,0.996,0.872
0.800,0.996,0.864
0.810,0.995,0.856
0.820,0.995,0.846
0.830,0.994,0.836
0.840,0.993,0.824
0.850,0.993,0.811
0.860,0.992,0.797
0.870,0.990,0.779
0.880,0.989,0.759
0.890,0.985,0.721
0.900,0.983,0.688
0.910,0.979,0.659
0.920,0.975,0.631
0.930,0.964,0.593
0.940,0.956,0.572
0.950,0.947,0.556
0.960,0.923,0.524
0.970,0.868,0.494
0.980,0.724,0.475
0.990,0.441,0.460
1.000,0.221,0.230
1.010,0.000,0.000
