threshold,precision,recall
0.017,0.025,1.000
0.018,0.025,1.000
0.019,0.025,1.000
0.020,0.025,1.000
0.021,0.025,1.000
0.022,0.025,1.000
0.023,0.025,1.000
0.024,0.025,1.000
0.025,0.025,1.000
0.026,0.025,1.000
0.027,0.025,1.000
0.028,0.026,1.000
0.029,0.026,0.999
0.030,0.027,0.999
0.031,0.028,0.997
0.032,0.029,0.997
0.033,0.030,0.995
0.034,0.032,0.995
0.035,0.034,0.994
0.036,0.037,0.994
0.037,0.040,0.992
0.038,0.044,0.990
0.039,0.048,0.989
0.040,0.053,0.987
0.041,0.058,0.985
0.042,0.063,0.983
0.043,0.068,0.983
0.044,0.074,0.982
0.045,0.080,0.980
0.046,0.086,0.979
0.047,0.092,0.978
0.048,0.098,0.977
0.049,0.104,0.975
0.050,0.110,0.975
0.051,0.116,0.972
0.052,0.122,0.972
0.053,0.128,0.972
0.054,0.134,0.971
0.055,0.140,0.970
0.056,0.145,0.970
0.057,0.152,0.970
0.058,0.157,0.970
0.059,0.163,0.968
0.060,0.167,0.968
0.061,0.172,0.967
0.062,0.177,0.967
0.063,0.182,0.967
0.064,0.187,0.967
0.065,0.192,0.967
0.066,0.198,0.967
0.067,0.203,0.967
0.068,0.208,0.967
0.069,0.212,0.967
0.070,0.218,0.967
0.071,0.222,0.967
0.072,0.226,0.963
0.073,0.231,0.962
0.074,0.236,0.961
0.075,0.240,0.961
0.076,0.243,0.956
0.077,0.247,0.954
0.078,0.252,0.954
0.079,0.255,0.953
0.080,0.259,0.953
0.081,0.264,0.953
0.082,0.267,0.953
0.083,0.270,0.953
0.084,0.275,0.953
0.085,0.279,0.952
0.086,0.282,0.952
0.087,0.286,0.952
0.088,0.289,0.952
0.089,0.293,0.952
0.090,0.297,0.951
0.091,0.301,0.951
0.092,0.305,0.951
0.093,0.308,0.951
0.094,0.311,0.949
0.095,0.314,0.949
0.096,0.318,0.949
0.097,0.320,0.949
0.098,0.324,0.948
0.099,0.327,0.946
0.100,0.330,0.946
0.101,0.333,0.946
0.102,0.335,0.944
0.103,0.337,0.943
0.104,0.340,0.943
0.105,0.343,0.940
0.106,0.347,0.940
0.107,0.351,0.940
0.108,0.353,0.939
0.109,0.356,0.939
0.110,0.359,0.937
0.111,0.361,0.936
0.112,0.365,0.936
0.113,0.368,0.933
0.114,0.370,0.933
0.115,0.372,0.932
0.116,0.375,0.932
0.117,0.378,0.932
0.118,0.380,0.931
0.119,0.384,0.931
0.120,0.386,0.930
0.121,0.389,0.930
0.122,0.393,0.930
0.123,0.396,0.930
0.124,0.398,0.928
0.125,0.401,0.928
0.126,0.404,0.928
0.127,0.406,0.927
0.128,0.409,0.927
0.129,0.413,0.927
0.130,0.415,0.927
0.131,0.418,0.927
0.132,0.421,0.927
0.133,0.423,0.927
0.134,0.426,0.927
0.135,0.428,0.925
0.136,0.431,0.925
0.137,0.433,0.925
0.138,0.435,0.925
0.139,0.436,0.925
0.140,0.439,0.925
0.141,0.440,0.925
0.142,0.442,0.925
0.143,0.444,0.925
0.144,0.446,0.925
0.145,0.448,0.925
0.146,0.449,0.925
0.147,0.453,0.924
0.148,0.455,0.924
0.149,0.457,0.924
0.150,0.460,0.924
0.151,0.461,0.923
0.152,0.463,0.923
0.153,0.467,0.923
0.154,0.469,0.923
0.155,0.470,0.923
0.156,0.473,0.923
0.157,0.474,0.922
0.158,0.476,0.922
0.159,0.478,0.921
0.160,0.480,0.920
0.161,0.482,0.920
0.162,0.484,0.920
0.163,0.485,0.920
0.164,0.488,0.920
0.165,0.489,0.918
0.166,0.490,0.918
0.167,0.492,0.916
0.168,0.493,0.916
0.169,0.494,0.915
0.170,0.497,0.915
0.171,0.500,0.915
0.172,0.502,0.915
0.173,0.506,0.915
0.174,0.507,0.915
0.175,0.510,0.915
0.176,0.510,0.914
0.177,0.511,0.914
