threshold,precision,recall
0.010,0.025,1.000
0.014,0.025,1.000
0.015,0.025,1.000
0.016,0.025,1.000
0.017,0.025,1.000
0.018,0.025,1.000
0.019,0.025,1.000
0.020,0.025,1.000
0.021,0.025,1.000
0.022,0.025,1.000
0.023,0.025,1.000
0.024,0.025,1.000
0.025,0.025,1.000
0.026,0.025,1.000
0.027,0.026,1.000
0.028,0.026,1.000
0.029,0.027,1.000
0.030,0.028,1.000
0.031,0.030,1.000
0.032,0.032,1.000
0.033,0.034,0.997
0.034,0.037,0.994
0.035,0.040,0.994
0.036,0.043,0.993
0.037,0.047,0.991
0.038,0.051,0.991
0.039,0.056,0.991
0.040,0.060,0.989
0.041,0.066,0.989
0.042,0.071,0.989
0.043,0.076,0.987
0.044,0.082,0.987
0.045,0.088,0.986
0.046,0.094,0.985
0.047,0.100,0.984
0.048,0.105,0.983
0.049,0.111,0.983
0.050,0.117,0.983
0.051,0.123,0.983
0.052,0.130,0.982
0.053,0.136,0.979
0.054,0.142,0.978
0.055,0.148,0.978
0.056,0.154,0.978
0.057,0.161,0.978
0.058,0.167,0.976
0.059,0.173,0.975
0.060,0.177,0.975
0.061,0.183,0.975
0.062,0.188,0.974
0.063,0.194,0.974
0.064,0.200,0.972
0.065,0.206,0.972
0.066,0.212,0.971
0.067,0.218,0.971
0.068,0.223,0.970
0.069,0.228,0.970
0.070,0.233,0.969
0.071,0.238,0.969
0.072,0.242,0.969
0.073,0.246,0.968
0.074,0.250,0.966
0.075,0.255,0.966
0.076,0.259,0.966
0.077,0.263,0.966
0.078,0.266,0.964
0.079,0.269,0.964
0.080,0.274,0.964
0.081,0.278,0.964
0.082,0.281,0.963
0.083,0.285,0.962
0.084,0.288,0.962
0.085,0.293,0.962
0.086,0.297,0.961
0.087,0.300,0.961
0.088,0.303,0.961
0.089,0.307,0.961
0.090,0.311,0.960
0.091,0.315,0.960
0.092,0.318,0.960
0.093,0.323,0.960
0.094,0.327,0.959
0.095,0.331,0.959
0.096,0.334,0.959
0.097,0.337,0.958
0.098,0.341,0.958
0.099,0.343,0.958
0.100,0.346,0.956
0.101,0.348,0.954
0.102,0.352,0.954
0.103,0.356,0.954
0.104,0.359,0.954
0.105,0.361,0.954
0.106,0.365,0.953
0.107,0.368,0.952
0.108,0.370,0.951
0.109,0.373,0.949
0.110,0.375,0.949
0.111,0.378,0.949
0.112,0.382,0.948
0.113,0.385,0.948
0.114,0.388,0.948
0.115,0.391,0.947
0.116,0.394,0.947
0.117,0.397,0.947
0.118,0.400,0.947
0.119,0.403,0.947
0.120,0.406,0.946
0.121,0.407,0.945
0.122,0.409,0.945
0.123,0.413,0.945
0.124,0.415,0.945
0.125,0.417,0.944
0.126,0.420,0.944
0.127,0.422,0.944
0.128,0.424,0.944
0.129,0.427,0.944
0.130,0.431,0.944
0.131,0.434,0.944
0.132,0.436,0.943
0.133,0.440,0.943
0.134,0.442,0.941
0.135,0.444,0.941
0.136,0.446,0.941
0.137,0.449,0.940
0.138,0.451,0.940
0.139,0.454,0.939
0.140,0.455,0.937
0.141,0.457,0.937
0.142,0.461,0.937
0.143,0.463,0.937
0.144,0.465,0.937
0.145,0.467,0.937
0.146,0.469,0.936
0.147,0.471,0.935
0.148,0.472,0.933
0.149,0.477,0.933
0.150,0.479,0.933
0.151,0.480,0.931
0.152,0.483,0.931
0.153,0.485,0.930
0.154,0.488,0.930
0.155,0.489,0.930
0.156,0.492,0.930
0.157,0.493,0.929
0.158,0.494,0.929
0.159,0.496,0.929
0.160,0.498,0.928
0.161,0.499,0.928
0.162,0.501,0.928
0.163,0.504,0.928
0.164,0.505,0.928
0.165,0.507,0.928
0.166,0.508,0.928
0.167,0.511,0.928
0.168,0.514,0.928
0.169,0.517,0.928
0.170,0.518,0.928
0.171,0.521,0.928
0.172,0.522,0.927
0.173,0.523,0.927
0.174,0.524,0.927
0.175,0.525,0.927
0.176,0.527,0.927
0.177,0.528,0.927
0.178,0.530,0.925
0.179,0.531,0.925
0.180,0.534,0.925
0.181,0.536,0.925
0.182,0.538,0.925
0.183,0.541,0.925
0.184,0.542,0.925
0.185,0.543,0.925
0.186,0.545,0.925
0.187,0.548,0.925
0.188,0.549,0.924
0.189,0.550,0.924
0.190,0.551,0.924
0.191,0.553,0.924
0.193,0.554,0.924
0.194,0.556,0.923
0.195,0.557,0.923
0.196,0.559,0.923
0.197,0.560,0.923
0.198,0.562,0.923
0.199,0.565,0.921
0.200,0.566,0.920
0.201,0.568,0.920
0.202,0.571,0.920
0.203,0.572,0.918
0.204,0.574,0.917
0.205,0.576,0.916
0.206,0.577,0.916
0.207,0.578,0.916
0.208,0.580,0.916
0.209,0.581,0.916
0.210,0.583,0.915
0.211,0.585,0.915
0.212,0.585,0.914
0.213,0.588,0.914
0.214,0.589,0.914
0.215,0.590,0.914
0.216,0.591,0.914
0.217,0.592,0.913
0.218,0.593,0.913
0.219,0.594,0.910
0.220,0.597,0.910
0.221,0.599,0.910
0.222,0.601,0.910
0.223,0.602,0.910
0.224,0.605,0.909
0.225,0.605,0.909
0.226,0.607,0.909
0.227,0.608,0.908
0.228,0.609,0.908
0.229,0.610,0.908
0.230,0.611,0.907
0.231,0.613,0.907
0.232,0.614,0.907
0.233,0.615,0.907
0.236,0.616,0.907
0.237,0.618,0.907
0.238,0.619,0.907
0.239,0.619,0.907
0.240,0.620,0.907
0.241,0.620,0.906
0.242,0.620,0.906
0.243,0.623,0.906
0.244,0.624,0.906
0.245,0.626,0.906
0.246,0.627,0.906
0.247,0.629,0.906
0.248,0.631,0.906
0.250,0.631,0.906
0.251,0.632,0.906
0.252,0.634,0.906
0.253,0.634,0.906
0.254,0.637,0.906
0.255,0.640,0.906
0.256,0.641,0.905
0.257,0.643,0.905
0.258,0.643,0.902
0.259,0.645,0.902
0.260,0.646,0.902
0.261,0.649,0.902
0.262,0.650,0.901
0.263,0.651,0.900
0.264,0.651,0.899
0.265,0.652,0.898
0.266,0.652,0.898
0.267,0.653,0.898
0.268,0.654,0.897
0.269,0.655,0.897
0.270,0.657,0.896
0.271,0.659,0.896
0.272,0.664,0.896
