precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.026,1.000
0.026,1.000
0.027,1.000
0.028,1.000
0.030,1.000
0.032,1.000
0.034,0.997
0.037,0.994
0.040,0.994
0.043,0.993
0.047,0.991
0.051,0.991
0.056,0.991
0.060,0.989
0.066,0.989
0.071,0.989
0.076,0.987
0.082,0.987
0.088,0.986
0.094,0.985
0.100,0.984
0.105,0.983
0.111,0.983
0.117,0.983
0.123,0.983
0.130,0.982
0.136,0.979
0.142,0.978
0.148,0.978
0.154,0.978
0.161,0.978
0.167,0.976
0.173,0.975
0.177,0.975
0.183,0.975
0.188,0.974
0.194,0.974
0.200,0.972
0.206,0.972
0.212,0.971
0.218,0.971
0.223,0.970
0.228,0.970
0.233,0.969
0.238,0.969
0.242,0.969
0.246,0.968
0.250,0.966
0.255,0.966
0.259,0.966
0.263,0.966
0.266,0.964
0.269,0.964
0.274,0.964
0.278,0.964
0.281,0.963
0.285,0.962
0.288,0.962
0.293,0.962
0.297,0.961
0.300,0.961
0.303,0.961
0.307,0.961
0.311,0.960
0.315,0.960
0.318,0.960
0.323,0.960
0.327,0.959
0.331,0.959
0.334,0.959
0.337,0.958
0.341,0.958
0.343,0.958
0.346,0.956
0.348,0.954
0.352,0.954
0.356,0.954
0.359,0.954
0.361,0.954
0.365,0.953
0.368,0.952
0.370,0.951
0.373,0.949
0.375,0.949
0.378,0.949
0.382,0.948
0.385,0.948
0.388,0.948
0.391,0.947
0.394,0.947
0.397,0.947
0.400,0.947
0.403,0.947
0.406,0.946
0.407,0.945
0.409,0.945
0.413,0.945
0.415,0.945
0.417,0.944
0.420,0.944
0.422,0.944
0.424,0.944
0.427,0.944
0.431,0.944
0.434,0.944
0.436,0.943
0.440,0.943
0.442,0.941
0.444,0.941
0.446,0.941
0.449,0.940
0.451,0.940
0.454,0.939
0.455,0.937
0.457,0.937
0.461,0.937
0.463,0.937
0.465,0.937
0.467,0.937
0.469,0.936
0.471,0.935
0.472,0.933
0.477,0.933
0.479,0.933
0.480,0.931
0.483,0.931
0.485,0.930
0.488,0.930
0.489,0.930
0.492,0.930
0.493,0.929
0.494,0.929
0.496,0.929
0.498,0.928
0.499,0.928
0.501,0.928
0.504,0.928
0.505,0.928
0.507,0.928
0.508,0.928
0.511,0.928
0.514,0.928
0.517,0.928
0.518,0.928
0.521,0.928
0.522,0.927
0.523,0.927
0.524,0.927
0.525,0.927
0.527,0.927
0.528,0.927
0.530,0.925
0.531,0.925
0.534,0.925
0.536,0.925
0.538,0.925
0.541,0.925
0.542,0.925
0.543,0.925
0.545,0.925
0.548,0.925
0.549,0.924
0.550,0.924
0.551,0.924
0.553,0.924
0.554,0.924
0.556,0.923
0.557,0.923
0.559,0.923
0.560,0.923
0.562,0.923
0.565,0.921
0.566,0.920
0.568,0.920
0.571,0.920
0.572,0.918
0.574,0.917
0.576,0.916
0.577,0.916
0.578,0.916
0.580,0.916
