threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2383
0.0300,0.1881
0.0400,0.2383
0.0500,0.2800
0.0600,0.3024
0.0700,0.3252
0.0800,0.3436
0.0900,0.3587
0.1000,0.3837
0.1100,0.3892
0.1200,0.4003
0.1300,0.4172
0.1400,0.4277
0.1500,0.4512
0.1600,0.4612
0.1700,0.4599
0.1800,0.4659
0.1900,0.4826
0.2000,0.4841
0.2100,0.4788
0.2200,0.4774
0.2300,0.4891
0.2400,0.4979
0.2500,0.5023
0.2600,0.5216
0.2700,0.5340
0.2800,0.5366
0.2900,0.5485
0.3000,0.5457
0.3100,0.5618
0.3200,0.5738
0.3300,0.5615
0.3400,0.5657
0.3500,0.5700
0.3600,0.5902
0.3700,0.5898
0.3800,0.6006
0.3900,0.6022
0.4000,0.6137
0.4100,0.6173
0.4200,0.6176
0.4300,0.6040
0.4400,0.6148
0.4500,0.6078
0.4600,0.6057
0.4700,0.6159
0.4800,0.6127
0.4900,0.6155
0.5000,0.6085
0.5100,0.6105
0.5200,0.6190
0.5300,0.6249
0.5400,0.6487
0.5500,0.6652
0.5600,0.6685
0.5700,0.6880
0.5800,0.6874
0.5900,0.7065
0.6000,0.6889
0.6100,0.6966
0.6200,0.7094
0.6300,0.7036
0.6400,0.7106
0.6500,0.7127
0.6600,0.7212
0.6700,0.7066
0.6800,0.7075
0.6900,0.7173
0.7000,0.7356
0.7100,0.7362
0.7200,0.7347
0.7300,0.7317
0.7400,0.7422
0.7500,0.7251
0.7600,0.7262
0.7700,0.7128
0.7800,0.7098
0.7900,0.6983
0.8000,0.6878
0.8100,0.6835
0.8200,0.6706
0.8300,0.6646
0.8400,0.6567
0.8500,0.6437
0.8600,0.6297
0.8700,0.6218
0.8800,0.6055
0.8900,0.5790
0.9000,0.5612
0.9100,0.5197
0.9200,0.4751
0.9300,0.4197
0.9400,0.3463
0.9500,0.2488
0.9600,0.1463
0.9700,0.0616
0.9800,0.0206
0.9900,0.0000
1.0000,0.0000
