threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2317
0.0300,0.1753
0.0400,0.2349
0.0500,0.2745
0.0600,0.3039
0.0700,0.3331
0.0800,0.3229
0.0900,0.3661
0.1000,0.3753
0.1100,0.4075
0.1200,0.3969
0.1300,0.4009
0.1400,0.4378
0.1500,0.4622
0.1600,0.4683
0.1700,0.4698
0.1800,0.4783
0.1900,0.4836
0.2000,0.5045
0.2100,0.5166
0.2200,0.5351
0.2300,0.5372
0.2400,0.5339
0.2500,0.5440
0.2600,0.5593
0.2700,0.5605
0.2800,0.5584
0.2900,0.5581
0.3000,0.5635
0.3100,0.5631
0.3200,0.5771
0.3300,0.5890
0.3400,0.5954
0.3500,0.6018
0.3600,0.5902
0.3700,0.5874
0.3800,0.6020
0.3900,0.6062
0.4000,0.6275
0.4100,0.6343
0.4200,0.6320
0.4300,0.6287
0.4400,0.6282
0.4500,0.6328
0.4600,0.6345
0.4700,0.6429
0.4800,0.6566
0.4900,0.6560
0.5000,0.6598
0.5100,0.6471
0.5200,0.6625
0.5300,0.6893
0.5400,0.6945
0.5500,0.6997
0.5600,0.6919
0.5700,0.6887
0.5800,0.7061
0.5900,0.7179
0.6000,0.7250
0.6100,0.7304
0.6200,0.7409
0.6300,0.7399
0.6400,0.7437
0.6500,0.7306
0.6600,0.7371
0.6700,0.7308
0.6800,0.7293
0.6900,0.7255
0.7000,0.7236
0.7100,0.7262
0.7200,0.7176
0.7300,0.7095
0.7400,0.7020
0.7500,0.6934
0.7600,0.6858
0.7700,0.6728
0.7800,0.6791
0.7900,0.6682
0.8000,0.6620
0.8100,0.6620
0.8200,0.6501
0.8300,0.6485
0.8400,0.6511
0.8500,0.6481
0.8600,0.6348
0.8700,0.6186
0.8800,0.6026
0.8900,0.5805
0.9000,0.5739
0.9100,0.5395
0.9200,0.4908
0.9300,0.4231
0.9400,0.3277
0.9500,0.2226
0.9600,0.1392
0.9700,0.0850
0.9800,0.0203
0.9900,0.0000
1.0000,0.0000
