recording,iou_max,iou_0.60,iou_0.80
N100056,0.7917,0.7917,0.5000
N106834-edited,0.8786,0.9286,0.8250
N128080,0.5111,0.5111,0.5469
N16767-edited,1.0000,0.9667,0.9259
N22158-edited,0.6330,0.7639,0.8773
N22971-edited,0.7278,0.6065,0.6992
N23417-edited,0.7897,0.5923,0.8778
N23493-edited,0.6067,0.7067,0.6067
N250512,0.7778,0.5833,0.5556
N3568,0.8516,0.8901,0.9231
N37429,0.5833,0.4667,0.4167
N38268,0.8956,0.8704,0.8880
N38516,0.9356,0.9356,0.8711
N39306,0.6907,0.6483,0.8934
N41312-edited,0.6667,0.7500,0.6667
N41564,1.0000,1.0000,0.1667
N44587-edited,0.6667,0.6667,0.4444
N460551,0.2114,0.1875,0.5333
N488610,0.7083,0.7917,0.6250
N500951,0.6667,0.6667,0.6667
N6682-edited,0.8929,0.6921,0.7500
N737290,0.6095,0.6000,0.6667
N98507,0.6444,0.6111,0.5556
XC109766,0.9545,0.9545,0.7922
XC109767,0.9649,0.9649,0.7542
XC109769,0.9326,0.9326,0.9320
XC114554,1.0000,1.0000,0.7500
XC134014-edited,0.5000,0.5000,0.4236
XC144024,0.7500,0.5000,0.6667
XC159959,0.8071,0.8071,0.6881
XC172881,0.5556,0.4545,0.4167
XC215372,0.7778,0.7778,0.6111
XC271361,0.4333,0.3889,0.2000
XC801172-edited,0.9583,0.9583,0.8274
XC812929,0.6470,0.7742,0.2333
