threshold,true positive rate,false positive rate
0.011,1.000,1.000
0.012,1.000,1.000
0.013,1.000,1.000
0.014,1.000,1.000
0.015,1.000,1.000
0.016,1.000,1.000
0.017,1.000,0.999
0.018,1.000,0.999
0.019,1.000,0.998
0.020,1.000,0.997
0.021,1.000,0.994
0.022,1.000,0.991
0.023,1.000,0.985
0.024,1.000,0.977
0.025,1.000,0.965
0.026,1.000,0.949
0.027,1.000,0.927
0.028,1.000,0.895
0.029,1.000,0.853
0.030,1.000,0.799
0.031,0.999,0.741
0.032,0.998,0.676
0.033,0.994,0.612
0.034,0.993,0.549
0.035,0.993,0.492
0.036,0.993,0.442
0.037,0.993,0.395
0.038,0.992,0.355
0.039,0.991,0.320
0.040,0.991,0.289
0.041,0.990,0.263
0.042,0.987,0.242
0.043,0.985,0.223
0.044,0.983,0.208
0.045,0.983,0.193
0.046,0.982,0.180
0.047,0.982,0.168
0.048,0.982,0.158
0.049,0.979,0.149
0.050,0.977,0.142
0.051,0.977,0.134
0.052,0.976,0.127
0.053,0.975,0.121
0.054,0.975,0.116
0.055,0.974,0.111
0.056,0.974,0.106
0.057,0.972,0.102
0.058,0.970,0.098
0.059,0.970,0.095
0.060,0.969,0.092
0.061,0.968,0.089
0.062,0.968,0.085
0.063,0.968,0.083
0.064,0.968,0.080
0.065,0.967,0.078
0.066,0.964,0.076
0.067,0.964,0.074
0.068,0.964,0.072
0.069,0.963,0.071
0.070,0.963,0.069
0.071,0.962,0.067
0.072,0.959,0.065
0.073,0.956,0.063
0.074,0.956,0.062
0.075,0.954,0.060
0.076,0.953,0.059
0.077,0.953,0.058
0.078,0.952,0.056
0.079,0.951,0.055
0.080,0.951,0.054
0.081,0.951,0.053
0.082,0.951,0.052
0.083,0.949,0.051
0.084,0.949,0.051
0.085,0.949,0.050
0.086,0.949,0.049
0.087,0.948,0.048
0.088,0.948,0.047
0.089,0.947,0.047
0.090,0.947,0.046
0.091,0.947,0.045
0.092,0.947,0.045
0.093,0.947,0.044
0.094,0.946,0.043
0.095,0.946,0.042
0.096,0.946,0.042
0.097,0.946,0.041
0.098,0.944,0.041
0.099,0.944,0.040
0.100,0.944,0.040
0.101,0.944,0.039
0.102,0.944,0.039
0.103,0.944,0.038
0.104,0.943,0.038
0.105,0.943,0.037
0.106,0.943,0.037
0.107,0.941,0.036
0.108,0.941,0.036
0.109,0.941,0.036
0.110,0.941,0.035
0.111,0.941,0.035
0.112,0.941,0.034
0.113,0.937,0.034
0.114,0.936,0.034
0.115,0.936,0.033
0.116,0.935,0.033
0.118,0.935,0.032
0.119,0.935,0.032
0.120,0.935,0.032
0.121,0.935,0.031
0.122,0.933,0.031
0.123,0.933,0.031
