recording,iou_max,iou_0.60,iou_0.80
N100056,0.8333,0.9167,0.5833
N106834-edited,0.9583,0.9583,0.8250
N128080,0.6894,0.4542,0.8250
N16767-edited,0.9259,0.8889,0.8889
N22158-edited,0.8899,0.9107,0.8492
N22971-edited,0.6731,0.6731,0.6742
N23417-edited,0.8598,0.8598,0.8167
N23493-edited,0.7067,0.7400,0.6067
N250512,0.4889,0.4889,0.6667
N3568,0.8869,0.8869,0.9583
N37429,0.6806,0.6806,0.5000
N38268,0.9259,0.9259,0.8880
N38516,0.8878,0.8714,0.8711
N39306,0.8956,0.8823,0.9385
N41312-edited,0.8333,0.8333,0.7500
N41564,0.5208,0.5208,0.2000
N44587-edited,0.5556,0.5556,0.4444
N460551,0.6667,0.6667,1.0000
N488610,0.8375,0.7125,0.6250
N500951,0.6667,0.6667,0.5000
N6682-edited,0.8750,0.9062,0.7500
N737290,0.4333,0.3333,0.5667
N98507,0.8889,0.8889,0.6667
XC109766,0.9583,0.9583,0.9545
XC109767,0.9359,0.9376,0.9021
XC109769,0.9777,0.9777,0.9331
XC114554,0.8889,0.8000,0.8750
XC134014-edited,0.5500,0.5500,0.3968
XC144024,1.0000,1.0000,0.6667
XC159959,0.9643,0.9167,0.6881
XC172881,0.5000,0.5000,0.7143
XC215372,0.6111,0.6111,0.6111
XC271361,0.4722,0.4722,0.1667
XC801172-edited,0.9583,0.9583,0.8611
XC812929,0.8075,0.8075,0.6041
