threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2382
0.0300,0.2070
0.0400,0.2582
0.0500,0.2911
0.0600,0.3378
0.0700,0.3435
0.0800,0.3430
0.0900,0.3630
0.1000,0.3718
0.1100,0.4087
0.1200,0.4326
0.1300,0.4266
0.1400,0.4279
0.1500,0.4467
0.1600,0.4516
0.1700,0.4768
0.1800,0.4616
0.1900,0.4788
0.2000,0.4800
0.2100,0.4880
0.2200,0.5098
0.2300,0.5238
0.2400,0.5099
0.2500,0.5020
0.2600,0.5103
0.2700,0.5175
0.2800,0.5267
0.2900,0.5263
0.3000,0.5397
0.3100,0.5403
0.3200,0.5527
0.3300,0.5403
0.3400,0.5660
0.3500,0.5711
0.3600,0.5941
0.3700,0.6260
0.3800,0.6522
0.3900,0.6622
0.4000,0.6511
0.4100,0.6606
0.4200,0.6853
0.4300,0.6937
0.4400,0.6910
0.4500,0.6880
0.4600,0.7002
0.4700,0.7088
0.4800,0.7122
0.4900,0.6914
0.5000,0.6969
0.5100,0.7131
0.5200,0.7028
0.5300,0.7210
0.5400,0.7247
0.5500,0.7389
0.5600,0.7483
0.5700,0.7512
0.5800,0.7492
0.5900,0.7686
0.6000,0.7694
0.6100,0.7737
0.6200,0.7848
0.6300,0.7812
0.6400,0.7640
0.6500,0.7646
0.6600,0.7627
0.6700,0.7610
0.6800,0.7640
0.6900,0.7644
0.7000,0.7730
0.7100,0.7608
0.7200,0.7569
0.7300,0.7586
0.7400,0.7526
0.7500,0.7420
0.7600,0.7442
0.7700,0.7459
0.7800,0.7252
0.7900,0.7227
0.8000,0.7233
0.8100,0.7217
0.8200,0.7176
0.8300,0.7094
0.8400,0.7094
0.8500,0.6912
0.8600,0.6838
0.8700,0.6820
0.8800,0.6654
0.8900,0.6487
0.9000,0.6369
0.9100,0.6173
0.9200,0.5648
0.9300,0.4823
0.9400,0.3452
0.9500,0.2249
0.9600,0.1126
0.9700,0.0535
0.9800,0.0189
0.9900,0.0000
1.0000,0.0000
