threshold,true positive rate,false positive rate
0.013,1.000,1.000
0.015,1.000,1.000
0.016,1.000,1.000
0.017,1.000,1.000
0.018,1.000,0.999
0.019,1.000,0.999
0.020,1.000,0.998
0.021,1.000,0.997
0.022,1.000,0.995
0.023,1.000,0.992
0.024,1.000,0.986
0.025,1.000,0.979
0.026,1.000,0.967
0.027,1.000,0.947
0.028,1.000,0.919
0.029,1.000,0.882
0.030,0.999,0.832
0.031,0.999,0.770
0.032,0.999,0.705
0.033,0.999,0.634
0.034,0.998,0.565
0.035,0.995,0.500
0.036,0.995,0.441
0.037,0.994,0.390
0.038,0.994,0.344
0.039,0.993,0.307
0.040,0.991,0.276
0.041,0.990,0.248
0.042,0.990,0.226
0.043,0.987,0.208
0.044,0.987,0.190
0.045,0.986,0.176
0.046,0.986,0.164
0.047,0.985,0.152
0.048,0.983,0.142
0.049,0.980,0.133
0.050,0.979,0.126
0.051,0.977,0.119
0.052,0.976,0.112
0.053,0.975,0.107
0.054,0.975,0.103
0.055,0.974,0.098
0.056,0.974,0.094
0.057,0.974,0.090
0.058,0.974,0.087
0.059,0.974,0.084
0.060,0.972,0.082
0.061,0.972,0.079
0.062,0.972,0.076
0.063,0.972,0.074
0.064,0.972,0.071
0.065,0.972,0.069
0.066,0.971,0.067
0.067,0.971,0.065
0.068,0.970,0.063
0.069,0.970,0.062
0.070,0.970,0.060
0.071,0.969,0.059
0.072,0.969,0.057
0.073,0.967,0.056
0.074,0.967,0.055
0.075,0.966,0.054
0.076,0.966,0.053
0.077,0.966,0.052
0.078,0.966,0.051
0.079,0.964,0.050
0.080,0.964,0.049
0.081,0.961,0.047
0.082,0.960,0.046
0.083,0.960,0.046
0.084,0.959,0.045
0.085,0.959,0.044
0.086,0.959,0.044
0.087,0.959,0.043
0.088,0.959,0.043
0.089,0.958,0.042
0.090,0.956,0.041
0.091,0.956,0.041
0.092,0.956,0.040
0.093,0.954,0.039
0.094,0.954,0.039
0.095,0.954,0.038
0.096,0.954,0.038
0.097,0.953,0.037
0.098,0.952,0.036
0.099,0.952,0.036
0.100,0.952,0.035
0.101,0.952,0.035
0.102,0.952,0.034
0.103,0.951,0.034
0.104,0.951,0.033
0.105,0.949,0.033
0.106,0.949,0.033
0.107,0.949,0.032
0.108,0.949,0.032
0.110,0.949,0.031
0.111,0.949,0.031
0.112,0.948,0.030
0.113,0.948,0.030
0.114,0.948,0.030
0.115,0.948,0.029
0.116,0.946,0.029
0.117,0.946,0.029
0.118,0.945,0.029
0.119,0.945,0.028
0.120,0.945,0.028
0.121,0.945,0.028
0.122,0.943,0.027
0.123,0.943,0.027
0.124,0.943,0.027
0.125,0.943,0.026
0.126,0.943,0.026
0.127,0.943,0.026
0.128,0.941,0.026
0.129,0.940,0.026
0.130,0.939,0.025
0.131,0.938,0.025
0.132,0.938,0.025
0.133,0.938,0.025
0.134,0.937,0.025
0.135,0.936,0.025
0.136,0.936,0.024
0.137,0.935,0.024
0.138,0.935,0.024
0.139,0.935,0.024
0.140,0.935,0.024
0.141,0.935,0.024
0.142,0.935,0.023
0.143,0.935,0.023
0.144,0.935,0.023
0.145,0.935,0.023
0.146,0.935,0.023
0.147,0.935,0.022
0.148,0.935,0.022
0.149,0.935,0.022
0.150,0.935,0.022
0.153,0.935,0.021
0.154,0.933,0.021
0.155,0.932,0.021
0.156,0.930,0.021
0.157,0.929,0.021
0.158,0.929,0.020
0.159,0.929,0.020
0.160,0.929,0.020
0.161,0.929,0.020
0.162,0.928,0.020
0.163,0.928,0.020
0.164,0.928,0.019
0.166,0.928,0.019
0.167,0.928,0.019
0.168,0.928,0.019
0.169,0.928,0.019
0.170,0.928,0.018
0.171,0.928,0.018
0.172,0.928,0.018
0.174,0.928,0.018
0.175,0.928,0.018
0.176,0.927,0.018
0.177,0.927,0.018
0.179,0.927,0.017
0.180,0.923,0.017
0.181,0.922,0.017
0.182,0.922,0.017
0.183,0.921,0.016
0.184,0.918,0.016
0.185,0.918,0.016
0.186,0.918,0.016
0.187,0.918,0.016
0.188,0.918,0.016
0.189,0.918,0.016
0.191,0.918,0.016
0.192,0.918,0.016
0.193,0.918,0.016
0.194,0.918,0.016
0.195,0.917,0.015
0.196,0.917,0.015
0.197,0.917,0.015
0.198,0.916,0.015
0.199,0.915,0.015
0.200,0.915,0.015
0.201,0.915,0.015
0.202,0.915,0.015
0.204,0.915,0.015
0.205,0.913,0.014
0.206,0.912,0.014
0.207,0.912,0.014
0.208,0.912,0.014
0.209,0.910,0.014
0.210,0.910,0.014
0.211,0.910,0.014
0.212,0.910,0.014
0.213,0.910,0.014
0.215,0.910,0.014
0.216,0.910,0.014
0.217,0.910,0.013
0.218,0.909,0.013
0.219,0.908,0.013
0.220,0.908,0.013
0.221,0.908,0.013
0.222,0.907,0.013
0.223,0.907,0.013
0.224,0.907,0.013
0.226,0.907,0.013
0.227,0.907,0.013
0.228,0.906,0.013
0.229,0.906,0.013
0.230,0.905,0.013
0.231,0.905,0.012
0.232,0.905,0.012
0.233,0.904,0.012
0.234,0.904,0.012
0.235,0.904,0.012
0.236,0.904,0.012
0.237,0.901,0.012
0.239,0.901,0.012
0.240,0.900,0.012
0.241,0.900,0.012
0.242,0.900,0.012
0.243,0.900,0.012
0.244,0.900,0.011
0.246,0.900,0.011
0.247,0.899,0.011
0.248,0.899,0.011
0.250,0.897,0.011
0.252,0.897,0.011
0.253,0.896,0.011
0.255,0.896,0.011
0.256,0.894,0.011
0.257,0.893,0.011
0.259,0.892,0.011
0.260,0.891,0.011
0.261,0.889,0.010
0.264,0.889,0.010
0.265,0.889,0.010
0.266,0.889,0.010
0.268,0.889,0.010
0.269,0.889,0.010
0.270,0.887,0.010
0.271,0.887,0.010
0.273,0.887,0.010
0.274,0.886,0.010
0.276,0.886,0.010
0.277,0.886,0.010
0.278,0.885,0.010
0.279,0.883,0.010
