class,PR-AUC,ROC-AUC,precision,recall,annotated segments,TP segments,FP segments
AGOL,0.997,1.000,1.000,0.875,32,28.0,0.0
ALFL,0.969,0.998,0.971,0.739,46,34.0,1.0
AMBI,0.884,0.998,1.000,0.556,9,5.0,0.0
AMCR,0.841,0.990,1.000,0.360,25,9.0,0.0
AMRO,0.916,0.998,1.000,0.500,12,6.0,0.0
BADO,0.996,1.000,1.000,0.909,22,20.0,0.0
BBWA,1.000,1.000,1.000,0.500,6,3.0,0.0
BCCH,0.956,0.999,0.875,0.700,10,7.0,1.0
BEKI,0.915,0.997,1.000,0.500,8,4.0,0.0
BLJA,0.978,0.999,1.000,0.600,20,12.0,0.0
BRCR,1.000,1.000,1.000,0.714,14,10.0,0.0
BTNW,0.979,0.999,1.000,0.842,19,16.0,0.0
CANG,0.976,1.000,1.000,0.833,6,5.0,0.0
CEDW,0.936,0.997,1.000,0.217,23,5.0,0.0
CHSP,0.971,0.996,1.000,0.537,54,29.0,0.0
CMWA,1.000,1.000,1.000,1.000,6,6.0,0.0
CORA,1.000,1.000,1.000,0.833,6,5.0,0.0
COYE,0.952,0.997,1.000,0.864,22,19.0,0.0
DEJU,0.819,0.985,0.889,0.727,11,8.0,1.0
EAKI,1.000,1.000,1.000,0.857,7,6.0,0.0
EATO,0.976,1.000,1.000,0.636,11,7.0,0.0
EAWP,0.986,0.999,1.000,0.767,30,23.0,0.0
FISP,1.000,1.000,1.000,0.750,12,9.0,0.0
GCKI,0.943,0.997,1.000,0.333,12,4.0,0.0
GHOW,0.855,0.981,1.000,0.179,28,5.0,0.0
HETH,0.494,0.874,1.000,0.140,43,6.0,0.0
NHWR,1.000,1.000,1.000,1.000,9,9.0,0.0
NOCA,0.979,0.999,1.000,0.609,23,14.0,0.0
NOFL,0.970,1.000,0.875,0.700,10,7.0,1.0
OVEN,0.991,1.000,1.000,0.900,10,9.0,0.0
PISI,1.000,1.000,1.000,1.000,11,11.0,0.0
RBNU,0.980,1.000,1.000,0.692,13,9.0,0.0
RWBL,0.952,0.996,1.000,0.595,37,22.0,0.0
SWSP,0.875,0.989,1.000,0.462,39,18.0,0.0
SWTH,1.000,1.000,0.909,1.000,10,10.0,1.0
TEWA,0.904,0.987,1.000,0.522,46,24.0,0.0
TRUS,1.000,1.000,1.000,0.500,8,4.0,0.0
VEER,0.887,0.999,1.000,0.500,4,2.0,0.0
WAVI,0.977,1.000,1.000,0.600,10,6.0,0.0
WETA,1.000,1.000,1.000,1.000,11,11.0,0.0
WISN,0.954,0.997,1.000,0.452,31,14.0,0.0
WIWA,0.967,1.000,0.875,0.778,9,7.0,1.0
WIWR,1.000,1.000,1.000,1.000,33,33.0,0.0
WOTH,0.917,0.999,1.000,0.250,4,1.0,0.0
WTSP,0.881,0.990,1.000,0.372,43,16.0,0.0
YEWA,0.848,0.996,1.000,0.312,16,5.0,0.0
