precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.026,1.000
0.027,1.000
0.028,1.000
0.029,1.000
0.031,0.999
0.034,0.999
0.037,0.999
0.041,0.997
0.046,0.991
0.052,0.991
0.059,0.990
0.066,0.987
0.073,0.986
0.081,0.983
0.089,0.980
0.097,0.979
0.106,0.979
0.115,0.978
0.123,0.977
0.132,0.977
0.140,0.976
0.149,0.976
0.157,0.974
0.164,0.972
0.172,0.970
0.180,0.969
0.187,0.968
0.195,0.968
0.201,0.968
0.207,0.967
0.214,0.967
0.222,0.967
0.228,0.967
0.234,0.967
0.240,0.964
0.245,0.963
0.249,0.962
0.256,0.962
0.261,0.962
0.265,0.961
0.270,0.961
0.275,0.961
0.280,0.961
0.284,0.961
0.287,0.960
0.292,0.960
0.296,0.960
0.301,0.959
0.306,0.959
0.312,0.959
0.315,0.959
0.320,0.959
0.324,0.959
0.326,0.959
0.329,0.959
0.331,0.956
0.335,0.955
0.338,0.955
0.341,0.954
0.344,0.953
0.348,0.953
0.351,0.953
0.356,0.953
0.358,0.952
0.363,0.952
0.366,0.952
0.368,0.952
0.373,0.952
0.376,0.952
0.380,0.951
0.385,0.951
0.388,0.949
0.390,0.948
0.394,0.948
0.397,0.948
0.400,0.948
0.403,0.947
0.405,0.947
0.409,0.947
0.412,0.947
0.415,0.947
0.418,0.946
0.420,0.945
0.424,0.945
0.428,0.945
0.432,0.945
0.434,0.945
0.436,0.945
0.438,0.945
0.441,0.945
0.446,0.945
0.449,0.945
0.451,0.945
0.453,0.945
0.455,0.944
0.457,0.943
0.460,0.941
0.462,0.940
0.465,0.939
0.466,0.939
0.470,0.939
0.472,0.939
0.473,0.936
0.475,0.935
0.477,0.932
0.479,0.932
0.481,0.932
0.484,0.932
0.485,0.932
0.488,0.932
0.489,0.931
0.493,0.931
0.497,0.931
0.498,0.931
0.500,0.931
0.502,0.931
0.503,0.931
0.506,0.931
0.507,0.931
0.511,0.931
0.512,0.931
0.514,0.930
0.515,0.929
0.515,0.929
0.518,0.929
0.520,0.929
0.522,0.929
0.523,0.928
0.526,0.928
0.528,0.928
0.531,0.928
0.532,0.927
0.534,0.927
0.535,0.927
0.536,0.927
0.539,0.927
0.541,0.927
0.542,0.927
0.546,0.927
0.547,0.927
0.548,0.925
0.550,0.925
0.551,0.925
0.553,0.925
0.556,0.925
0.558,0.923
0.561,0.923
0.565,0.923
0.565,0.923
0.565,0.922
0.566,0.922
0.569,0.922
0.570,0.922
0.573,0.922
0.576,0.922
0.578,0.922
0.580,0.922
0.581,0.922
0.581,0.922
0.584,0.922
0.584,0.922
0.587,0.922
0.588,0.922
0.590,0.922
0.592,0.922
0.593,0.922
0.595,0.922
0.597,0.922
0.599,0.922
0.602,0.921
0.602,0.920
0.604,0.920
0.605,0.920
0.606,0.918
0.607,0.918
0.609,0.918
0.611,0.917
0.613,0.917
0.614,0.917
0.616,0.917
0.617,0.917
0.620,0.916
