threshold,precision,recall
0.012,0.025,1.000
0.014,0.025,1.000
0.015,0.025,1.000
0.016,0.025,1.000
0.017,0.025,1.000
0.018,0.025,1.000
0.019,0.025,1.000
0.020,0.025,1.000
0.021,0.025,1.000
0.022,0.025,1.000
0.023,0.025,1.000
0.024,0.025,1.000
0.025,0.025,1.000
0.026,0.026,1.000
0.027,0.027,1.000
0.028,0.028,1.000
0.029,0.029,1.000
0.030,0.031,0.999
0.031,0.034,0.999
0.032,0.037,0.999
0.033,0.041,0.997
0.034,0.046,0.991
0.035,0.052,0.991
0.036,0.059,0.990
0.037,0.066,0.987
0.038,0.073,0.986
0.039,0.081,0.983
0.040,0.089,0.980
0.041,0.097,0.979
0.042,0.106,0.979
0.043,0.115,0.978
0.044,0.123,0.977
0.045,0.132,0.977
0.046,0.140,0.976
0.047,0.149,0.976
0.048,0.157,0.974
0.049,0.164,0.972
0.050,0.172,0.970
0.051,0.180,0.969
0.052,0.187,0.968
0.053,0.195,0.968
0.054,0.201,0.968
0.055,0.207,0.967
0.056,0.214,0.967
0.057,0.222,0.967
0.058,0.228,0.967
0.059,0.234,0.967
0.060,0.240,0.964
0.061,0.245,0.963
0.062,0.249,0.962
0.063,0.256,0.962
0.064,0.261,0.962
0.065,0.265,0.961
0.066,0.270,0.961
0.067,0.275,0.961
0.068,0.280,0.961
0.069,0.284,0.961
0.070,0.287,0.960
0.071,0.292,0.960
0.072,0.296,0.960
0.073,0.301,0.959
0.074,0.306,0.959
0.075,0.312,0.959
0.076,0.315,0.959
0.077,0.320,0.959
0.078,0.324,0.959
0.079,0.326,0.959
0.080,0.329,0.959
0.081,0.331,0.956
0.082,0.335,0.955
0.083,0.338,0.955
0.084,0.341,0.954
0.085,0.344,0.953
0.086,0.348,0.953
0.087,0.351,0.953
0.088,0.356,0.953
0.089,0.358,0.952
0.090,0.363,0.952
0.091,0.366,0.952
0.092,0.368,0.952
0.093,0.373,0.952
0.094,0.376,0.952
0.095,0.380,0.951
0.096,0.385,0.951
0.097,0.388,0.949
0.098,0.390,0.948
0.099,0.394,0.948
0.100,0.397,0.948
0.101,0.400,0.948
0.102,0.403,0.947
0.103,0.405,0.947
0.104,0.409,0.947
0.105,0.412,0.947
0.106,0.415,0.947
0.107,0.418,0.946
0.108,0.420,0.945
0.109,0.424,0.945
0.110,0.428,0.945
0.111,0.432,0.945
0.112,0.434,0.945
0.113,0.436,0.945
0.114,0.438,0.945
0.115,0.441,0.945
0.116,0.446,0.945
0.117,0.449,0.945
0.118,0.451,0.945
0.119,0.453,0.945
0.120,0.455,0.944
0.121,0.457,0.943
0.122,0.460,0.941
0.123,0.462,0.940
0.124,0.465,0.939
0.125,0.466,0.939
0.126,0.470,0.939
0.127,0.472,0.939
0.128,0.473,0.936
0.129,0.475,0.935
0.130,0.477,0.932
0.131,0.479,0.932
0.132,0.481,0.932
0.133,0.484,0.932
0.134,0.485,0.932
0.135,0.488,0.932
0.136,0.489,0.931
0.137,0.493,0.931
0.138,0.497,0.931
0.139,0.498,0.931
0.140,0.500,0.931
0.141,0.502,0.931
0.142,0.503,0.931
0.143,0.506,0.931
0.144,0.507,0.931
0.145,0.511,0.931
0.146,0.512,0.931
0.147,0.514,0.930
0.148,0.515,0.929
0.149,0.515,0.929
0.150,0.518,0.929
0.151,0.520,0.929
0.152,0.522,0.929
0.153,0.523,0.928
0.154,0.526,0.928
0.155,0.528,0.928
0.156,0.531,0.928
0.157,0.532,0.927
0.158,0.534,0.927
0.159,0.535,0.927
0.160,0.536,0.927
0.161,0.539,0.927
0.162,0.541,0.927
0.163,0.542,0.927
0.164,0.546,0.927
0.165,0.547,0.927
0.166,0.548,0.925
0.167,0.550,0.925
0.168,0.551,0.925
0.169,0.553,0.925
0.170,0.556,0.925
0.171,0.558,0.923
0.172,0.561,0.923
0.173,0.565,0.923
0.174,0.565,0.923
0.175,0.565,0.922
0.176,0.566,0.922
0.177,0.569,0.922
0.178,0.570,0.922
0.179,0.573,0.922
0.180,0.576,0.922
0.181,0.578,0.922
0.182,0.580,0.922
0.183,0.581,0.922
0.184,0.581,0.922
0.185,0.584,0.922
0.186,0.584,0.922
0.187,0.587,0.922
0.188,0.588,0.922
0.189,0.590,0.922
0.190,0.592,0.922
0.191,0.593,0.922
0.192,0.595,0.922
0.193,0.597,0.922
0.194,0.599,0.922
0.195,0.602,0.921
0.196,0.602,0.920
0.197,0.604,0.920
0.198,0.605,0.920
0.199,0.606,0.918
0.200,0.607,0.918
0.201,0.609,0.918
0.202,0.611,0.917
0.203,0.613,0.917
0.204,0.614,0.917
0.205,0.616,0.917
0.206,0.617,0.917
0.207,0.620,0.916
0.208,0.621,0.916
0.209,0.623,0.914
0.210,0.627,0.914
0.211,0.628,0.914
0.212,0.629,0.914
0.213,0.631,0.914
0.214,0.631,0.913
0.215,0.633,0.912
0.216,0.633,0.910
0.217,0.634,0.910
0.218,0.635,0.910
0.219,0.635,0.910
0.220,0.635,0.909
0.221,0.637,0.909
0.222,0.639,0.909
0.223,0.642,0.908
0.224,0.643,0.908
0.225,0.644,0.908
0.226,0.646,0.908
0.227,0.647,0.908
0.228,0.648,0.907
0.229,0.648,0.906
0.230,0.649,0.905
0.232,0.651,0.905
0.233,0.653,0.904
0.234,0.654,0.904
0.235,0.656,0.902
0.238,0.661,0.902
0.239,0.662,0.901
0.240,0.662,0.901
0.241,0.664,0.901
0.242,0.666,0.901
0.243,0.668,0.901
0.244,0.669,0.901
0.245,0.670,0.901
0.247,0.673,0.901
0.248,0.673,0.901
0.249,0.673,0.900
0.251,0.673,0.899
0.252,0.675,0.899
0.253,0.676,0.899
0.254,0.678,0.899
0.255,0.679,0.899
0.256,0.681,0.899
0.257,0.683,0.899
0.258,0.684,0.898
0.259,0.686,0.898
0.260,0.686,0.897
0.262,0.687,0.897
0.263,0.687,0.896
0.264,0.688,0.894
0.265,0.689,0.893
0.266,0.690,0.893
0.267,0.691,0.893
0.268,0.692,0.892
0.270,0.694,0.892
0.271,0.694,0.892
0.273,0.696,0.892
0.274,0.696,0.892
0.276,0.697,0.891
0.277,0.698,0.890
0.279,0.699,0.890
0.280,0.699,0.890
0.282,0.700,0.890
0.283,0.701,0.890
0.284,0.703,0.890
0.285,0.705,0.890
0.286,0.705,0.890
0.287,0.706,0.887
0.289,0.708,0.887
0.290,0.709,0.887
0.291,0.709,0.887
0.292,0.710,0.887
0.293,0.711,0.887
0.294,0.712,0.886
0.295,0.713,0.886
0.296,0.713,0.886
0.297,0.715,0.886
0.298,0.716,0.885
0.299,0.717,0.885
0.300,0.717,0.885
0.301,0.719,0.885
0.302,0.720,0.885
0.303,0.722,0.885
0.304,0.723,0.885
0.307,0.726,0.884
0.308,0.728,0.884
0.309,0.730,0.883
0.310,0.730,0.883
0.311,0.732,0.883
0.312,0.733,0.883
0.313,0.734,0.883
0.314,0.734,0.882
0.315,0.736,0.882
0.316,0.736,0.882
0.317,0.737,0.882
0.318,0.738,0.882
