threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2229
0.0300,0.1703
0.0400,0.2393
0.0500,0.3011
0.0600,0.3262
0.0700,0.3541
0.0800,0.3687
0.0900,0.3738
0.1000,0.3715
0.1100,0.3859
0.1200,0.3977
0.1300,0.4151
0.1400,0.4309
0.1500,0.4386
0.1600,0.4503
0.1700,0.4672
0.1800,0.4679
0.1900,0.4842
0.2000,0.4828
0.2100,0.4919
0.2200,0.5128
0.2300,0.5123
0.2400,0.5254
0.2500,0.5371
0.2600,0.5598
0.2700,0.5688
0.2800,0.5829
0.2900,0.5834
0.3000,0.5811
0.3100,0.5877
0.3200,0.5819
0.3300,0.6074
0.3400,0.6235
0.3500,0.6245
0.3600,0.6264
0.3700,0.6214
0.3800,0.6183
0.3900,0.6130
0.4000,0.6219
0.4100,0.6334
0.4200,0.6222
0.4300,0.6298
0.4400,0.6422
0.4500,0.6489
0.4600,0.6558
0.4700,0.6626
0.4800,0.6616
0.4900,0.6592
0.5000,0.6809
0.5100,0.6908
0.5200,0.6880
0.5300,0.6920
0.5400,0.6931
0.5500,0.7147
0.5600,0.7141
0.5700,0.7175
0.5800,0.7297
0.5900,0.7441
0.6000,0.7391
0.6100,0.7385
0.6200,0.7379
0.6300,0.7410
0.6400,0.7378
0.6500,0.7353
0.6600,0.7381
0.6700,0.7380
0.6800,0.7393
0.6900,0.7442
0.7000,0.7481
0.7100,0.7537
0.7200,0.7488
0.7300,0.7555
0.7400,0.7432
0.7500,0.7404
0.7600,0.7308
0.7700,0.7211
0.7800,0.7113
0.7900,0.6989
0.8000,0.6958
0.8100,0.6912
0.8200,0.6932
0.8300,0.6795
0.8400,0.6636
0.8500,0.6489
0.8600,0.6447
0.8700,0.6335
0.8800,0.6251
0.8900,0.6072
0.9000,0.5968
0.9100,0.5698
0.9200,0.4991
0.9300,0.4022
0.9400,0.3213
0.9500,0.2002
0.9600,0.1328
0.9700,0.0824
0.9800,0.0085
0.9900,0.0000
1.0000,0.0000
