precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.026,1.000
0.026,1.000
0.027,1.000
0.028,1.000
0.029,1.000
0.031,0.999
0.033,0.999
0.036,0.998
0.039,0.997
0.043,0.995
0.048,0.995
0.053,0.991
0.058,0.989
0.064,0.989
0.071,0.989
0.077,0.987
0.084,0.986
0.091,0.984
0.097,0.983
0.105,0.982
0.112,0.980
0.120,0.980
0.126,0.980
0.133,0.980
0.140,0.978
0.147,0.978
0.153,0.978
0.160,0.978
0.166,0.977
0.172,0.977
0.179,0.977
0.184,0.975
0.191,0.975
0.197,0.975
0.202,0.975
0.207,0.974
0.212,0.974
0.217,0.974
0.223,0.974
0.228,0.974
0.232,0.972
0.238,0.970
0.244,0.970
0.248,0.968
0.252,0.967
0.256,0.966
0.261,0.964
0.264,0.963
0.268,0.963
0.272,0.963
0.276,0.963
0.280,0.963
0.284,0.962
0.287,0.960
0.291,0.959
0.296,0.958
0.299,0.958
0.303,0.958
0.308,0.958
0.311,0.955
0.315,0.955
0.319,0.955
0.323,0.954
0.327,0.954
0.329,0.953
0.333,0.953
0.336,0.953
0.340,0.953
0.343,0.953
0.346,0.953
0.348,0.952
0.352,0.952
0.355,0.952
0.356,0.951
0.360,0.949
0.364,0.949
0.366,0.948
0.369,0.948
0.373,0.948
0.375,0.948
0.378,0.948
0.380,0.947
0.383,0.947
0.386,0.947
0.389,0.946
0.391,0.946
0.394,0.946
0.396,0.946
0.399,0.946
0.402,0.946
0.404,0.946
0.407,0.946
0.410,0.946
0.413,0.946
0.416,0.946
0.418,0.946
0.422,0.945
0.426,0.945
0.428,0.945
0.431,0.944
0.433,0.943
0.435,0.941
0.438,0.940
0.440,0.939
0.443,0.939
0.444,0.938
0.445,0.938
0.447,0.937
0.450,0.937
0.451,0.935
0.454,0.935
0.456,0.933
0.458,0.933
0.460,0.933
0.461,0.932
0.462,0.932
0.464,0.932
0.466,0.932
0.469,0.931
0.472,0.930
0.475,0.930
0.477,0.930
0.479,0.929
0.482,0.929
0.483,0.929
0.485,0.929
0.486,0.929
0.488,0.927
0.490,0.927
0.491,0.927
0.494,0.925
0.495,0.924
0.498,0.924
0.500,0.924
0.502,0.924
0.504,0.924
0.506,0.922
0.508,0.922
0.510,0.922
0.510,0.922
0.512,0.922
0.516,0.922
0.517,0.922
0.519,0.921
0.520,0.921
0.520,0.921
0.522,0.921
0.524,0.921
0.527,0.921
0.529,0.921
0.530,0.921
0.531,0.921
0.535,0.921
0.536,0.921
0.536,0.921
0.539,0.921
0.541,0.921
0.544,0.921
0.546,0.918
0.547,0.918
0.549,0.918
0.550,0.917
0.551,0.917
0.553,0.917
0.554,0.916
0.556,0.916
0.556,0.916
0.557,0.915
0.559,0.915
0.562,0.915
0.563,0.915
0.564,0.915
0.565,0.914
0.566,0.914
0.567,0.913
0.569,0.913
0.570,0.913
0.572,0.913
0.573,0.913
0.576,0.913
0.577,0.913
0.578,0.913
0.580,0.913
