class,PR-AUC,ROC-AUC,precision,recall,annotated segments,TP segments,FP segments
AGOL,0.996,1.000,1.000,0.906,32,29.0,0.0
ALFL,0.989,0.999,1.000,0.804,46,37.0,0.0
AMBI,0.954,0.999,1.000,0.556,9,5.0,0.0
AMCR,0.858,0.989,1.000,0.400,25,10.0,0.0
AMRO,0.954,0.999,1.000,0.583,12,7.0,0.0
BADO,0.984,1.000,0.950,0.864,22,19.0,1.0
BBWA,1.000,1.000,1.000,0.500,6,3.0,0.0
BCCH,0.856,0.996,0.818,0.900,10,9.0,2.0
BEKI,0.894,0.993,1.000,0.500,8,4.0,0.0
BLJA,0.988,1.000,1.000,0.700,20,14.0,0.0
BRCR,0.990,1.000,0.933,1.000,14,14.0,1.0
BTNW,0.982,0.999,1.000,0.842,19,16.0,0.0
CANG,0.948,1.000,0.833,0.833,6,5.0,1.0
CEDW,0.954,0.998,1.000,0.652,23,15.0,0.0
CHSP,0.971,0.996,1.000,0.667,54,36.0,0.0
CMWA,1.000,1.000,1.000,1.000,6,6.0,0.0
CORA,0.944,0.999,1.000,0.833,6,5.0,0.0
COYE,0.965,0.998,1.000,0.773,22,17.0,0.0
DEJU,0.727,0.985,0.727,0.727,11,8.0,3.0
EAKI,1.000,1.000,1.000,0.857,7,6.0,0.0
EATO,0.981,1.000,1.000,0.727,11,8.0,0.0
EAWP,0.993,1.000,1.000,0.767,30,23.0,0.0
FISP,0.988,1.000,1.000,0.750,12,9.0,0.0
GCKI,0.915,0.997,1.000,0.417,12,5.0,0.0
GHOW,0.871,0.983,1.000,0.286,28,8.0,0.0
HETH,0.498,0.863,1.000,0.186,43,8.0,0.0
NHWR,1.000,1.000,1.000,1.000,9,9.0,0.0
NOCA,0.990,1.000,1.000,0.696,23,16.0,0.0
NOFL,0.977,1.000,1.000,0.800,10,8.0,0.0
OVEN,0.983,1.000,1.000,0.900,10,9.0,0.0
PISI,1.000,1.000,1.000,1.000,11,11.0,0.0
RBNU,0.982,1.000,1.000,0.462,13,6.0,0.0
RWBL,0.964,0.998,1.000,0.757,37,28.0,0.0
SWSP,0.880,0.989,1.000,0.462,39,18.0,0.0
SWTH,0.945,0.999,0.833,1.000,10,10.0,2.0
TEWA,0.893,0.981,1.000,0.522,46,24.0,0.0
TRUS,1.000,1.000,1.000,0.375,8,3.0,0.0
VEER,0.705,0.997,1.000,0.250,4,1.0,0.0
WAVI,0.945,0.998,1.000,0.700,10,7.0,0.0
WETA,1.000,1.000,1.000,1.000,11,11.0,0.0
WISN,0.967,0.998,1.000,0.581,31,18.0,0.0
WIWA,0.972,1.000,0.800,0.889,9,8.0,2.0
WIWR,1.000,1.000,1.000,1.000,33,33.0,0.0
WOTH,1.000,1.000,1.000,0.500,4,2.0,0.0
WTSP,0.838,0.969,1.000,0.419,43,18.0,0.0
YEWA,0.805,0.994,1.000,0.375,16,6.0,0.0
