threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2424
0.0300,0.1780
0.0400,0.2834
0.0500,0.3526
0.0600,0.3969
0.0700,0.4197
0.0800,0.4512
0.0900,0.4551
0.1000,0.4675
0.1100,0.4761
0.1200,0.4912
0.1300,0.4997
0.1400,0.5097
0.1500,0.5134
0.1600,0.5342
0.1700,0.5419
0.1800,0.5381
0.1900,0.5411
0.2000,0.5461
0.2100,0.5483
0.2200,0.5483
0.2300,0.5615
0.2400,0.5671
0.2500,0.5757
0.2600,0.5844
0.2700,0.5926
0.2800,0.6008
0.2900,0.6094
0.3000,0.6258
0.3100,0.6320
0.3200,0.6467
0.3300,0.6554
0.3400,0.6653
0.3500,0.6713
0.3600,0.6829
0.3700,0.6915
0.3800,0.6826
0.3900,0.6800
0.4000,0.6864
0.4100,0.6978
0.4200,0.7064
0.4300,0.7133
0.4400,0.7180
0.4500,0.7334
0.4600,0.7341
0.4700,0.7395
0.4800,0.7462
0.4900,0.7629
0.5000,0.7667
0.5100,0.7583
0.5200,0.7620
0.5300,0.7791
0.5400,0.7885
0.5500,0.7975
0.5600,0.8019
0.5700,0.8048
0.5800,0.8060
0.5900,0.8122
0.6000,0.8086
0.6100,0.8000
0.6200,0.7926
0.6300,0.8045
0.6400,0.8087
0.6500,0.8019
0.6600,0.8023
0.6700,0.7941
0.6800,0.8016
0.6900,0.7967
0.7000,0.7894
0.7100,0.7979
0.7200,0.7941
0.7300,0.7811
0.7400,0.7719
0.7500,0.7700
0.7600,0.7698
0.7700,0.7598
0.7800,0.7551
0.7900,0.7584
0.8000,0.7536
0.8100,0.7416
0.8200,0.7292
0.8300,0.7225
0.8400,0.7113
0.8500,0.6908
0.8600,0.6829
0.8700,0.6714
0.8800,0.6466
0.8900,0.6211
0.9000,0.5870
0.9100,0.5553
0.9200,0.5013
0.9300,0.4290
0.9400,0.3478
0.9500,0.2244
0.9600,0.1255
0.9700,0.0671
0.9800,0.0282
0.9900,0.0000
1.0000,0.0000
