threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2405
0.0300,0.1839
0.0400,0.2351
0.0500,0.2686
0.0600,0.3039
0.0700,0.3368
0.0800,0.3614
0.0900,0.3700
0.1000,0.3816
0.1100,0.3872
0.1200,0.3942
0.1300,0.4348
0.1400,0.4528
0.1500,0.4543
0.1600,0.4535
0.1700,0.4756
0.1800,0.4874
0.1900,0.4971
0.2000,0.5058
0.2100,0.4984
0.2200,0.5047
0.2300,0.5203
0.2400,0.5279
0.2500,0.5276
0.2600,0.5254
0.2700,0.5306
0.2800,0.5336
0.2900,0.5503
0.3000,0.5469
0.3100,0.5606
0.3200,0.5636
0.3300,0.5657
0.3400,0.5714
0.3500,0.5786
0.3600,0.5871
0.3700,0.5926
0.3800,0.5859
0.3900,0.5897
0.4000,0.5956
0.4100,0.6072
0.4200,0.6152
0.4300,0.6261
0.4400,0.6238
0.4500,0.6299
0.4600,0.6338
0.4700,0.6463
0.4800,0.6452
0.4900,0.6595
0.5000,0.6455
0.5100,0.6652
0.5200,0.6576
0.5300,0.6545
0.5400,0.6585
0.5500,0.6632
0.5600,0.6724
0.5700,0.6722
0.5800,0.7140
0.5900,0.7183
0.6000,0.7134
0.6100,0.7140
0.6200,0.7196
0.6300,0.7162
0.6400,0.7244
0.6500,0.7277
0.6600,0.7252
0.6700,0.7254
0.6800,0.7290
0.6900,0.7319
0.7000,0.7429
0.7100,0.7349
0.7200,0.7382
0.7300,0.7399
0.7400,0.7152
0.7500,0.7119
0.7600,0.7116
0.7700,0.7054
0.7800,0.7057
0.7900,0.6986
0.8000,0.6889
0.8100,0.6790
0.8200,0.6742
0.8300,0.6655
0.8400,0.6700
0.8500,0.6586
0.8600,0.6552
0.8700,0.6413
0.8800,0.6317
0.8900,0.6049
0.9000,0.5774
0.9100,0.5499
0.9200,0.4954
0.9300,0.4326
0.9400,0.3647
0.9500,0.2694
0.9600,0.1820
0.9700,0.0999
0.9800,0.0366
0.9900,0.0000
1.0000,0.0000
