threshold,true positive rate,false positive rate
0.017,1.000,1.000
0.019,1.000,1.000
0.020,1.000,1.000
0.021,1.000,1.000
0.022,1.000,0.999
0.023,1.000,0.998
0.024,1.000,0.996
0.025,1.000,0.993
0.026,1.000,0.987
0.027,1.000,0.978
0.028,1.000,0.961
0.029,1.000,0.936
0.030,1.000,0.896
0.031,1.000,0.845
0.032,1.000,0.782
0.033,1.000,0.708
0.034,0.999,0.634
0.035,0.998,0.563
0.036,0.995,0.496
0.037,0.995,0.436
0.038,0.994,0.385
0.039,0.992,0.341
0.040,0.992,0.304
0.041,0.992,0.273
0.042,0.992,0.246
0.043,0.992,0.223
0.044,0.992,0.204
0.045,0.990,0.188
0.046,0.987,0.174
0.047,0.985,0.163
0.048,0.985,0.153
0.049,0.984,0.144
0.050,0.984,0.135
0.051,0.984,0.128
0.052,0.982,0.120
0.053,0.982,0.114
0.054,0.982,0.109
0.055,0.982,0.104
0.056,0.982,0.099
0.057,0.982,0.095
0.058,0.982,0.092
0.059,0.982,0.089
0.060,0.982,0.086
0.061,0.982,0.083
0.062,0.982,0.080
0.063,0.982,0.077
0.064,0.979,0.075
0.065,0.979,0.073
0.066,0.979,0.071
0.067,0.977,0.069
0.068,0.975,0.067
0.069,0.972,0.065
0.070,0.972,0.064
0.071,0.972,0.062
0.072,0.972,0.061
0.073,0.972,0.060
0.074,0.972,0.059
0.075,0.972,0.057
0.076,0.972,0.056
0.077,0.970,0.055
0.078,0.970,0.053
0.079,0.970,0.052
0.080,0.970,0.052
0.081,0.969,0.051
0.082,0.969,0.050
0.083,0.969,0.049
0.084,0.969,0.048
0.085,0.969,0.047
0.086,0.969,0.046
0.087,0.969,0.046
0.088,0.969,0.045
0.089,0.968,0.044
0.090,0.968,0.044
0.091,0.968,0.043
0.092,0.967,0.043
0.093,0.967,0.042
0.094,0.966,0.041
0.095,0.964,0.041
0.096,0.964,0.040
0.097,0.964,0.040
0.098,0.964,0.039
0.099,0.961,0.038
0.100,0.961,0.038
0.101,0.961,0.037
0.102,0.961,0.037
0.103,0.960,0.036
0.104,0.960,0.036
0.105,0.960,0.035
0.106,0.960,0.035
0.107,0.960,0.034
0.108,0.960,0.034
0.109,0.959,0.034
0.110,0.958,0.033
0.111,0.958,0.033
0.112,0.958,0.033
0.113,0.958,0.032
0.114,0.956,0.032
0.115,0.956,0.032
0.116,0.956,0.031
0.117,0.955,0.031
0.118,0.954,0.031
0.119,0.953,0.030
0.120,0.953,0.030
0.121,0.953,0.030
0.122,0.952,0.029
0.123,0.952,0.029
0.124,0.951,0.029
0.125,0.951,0.029
0.126,0.949,0.028
0.127,0.949,0.028
0.128,0.948,0.028
0.129,0.948,0.028
0.130,0.948,0.027
0.131,0.948,0.027
0.132,0.947,0.027
0.133,0.946,0.026
0.134,0.946,0.026
0.135,0.946,0.026
0.136,0.946,0.026
0.137,0.944,0.026
0.138,0.944,0.025
0.139,0.943,0.025
0.140,0.943,0.025
0.141,0.941,0.025
0.143,0.941,0.024
0.144,0.941,0.024
0.146,0.941,0.024
0.148,0.941,0.023
0.149,0.939,0.023
0.150,0.939,0.023
0.151,0.938,0.023
0.152,0.938,0.022
0.153,0.938,0.022
0.154,0.937,0.022
0.155,0.937,0.022
0.156,0.937,0.022
0.157,0.937,0.021
0.158,0.937,0.021
0.161,0.937,0.021
0.162,0.937,0.020
0.163,0.936,0.020
0.164,0.936,0.020
0.165,0.935,0.020
0.166,0.935,0.020
0.167,0.935,0.019
0.168,0.933,0.019
0.169,0.933,0.019
0.170,0.932,0.019
0.171,0.932,0.019
0.173,0.932,0.018
0.174,0.931,0.018
0.175,0.931,0.018
0.176,0.930,0.018
0.177,0.929,0.018
0.178,0.929,0.018
0.179,0.929,0.018
0.180,0.928,0.018
0.181,0.928,0.017
0.182,0.928,0.017
0.183,0.927,0.017
0.184,0.927,0.017
0.185,0.927,0.017
0.186,0.927,0.017
0.188,0.927,0.017
0.189,0.927,0.016
0.190,0.925,0.016
0.191,0.925,0.016
0.192,0.925,0.016
0.193,0.925,0.016
0.194,0.925,0.016
0.195,0.925,0.015
0.196,0.924,0.015
0.197,0.922,0.015
0.198,0.922,0.015
0.199,0.920,0.015
0.200,0.920,0.015
0.201,0.920,0.015
0.202,0.918,0.015
0.203,0.918,0.015
0.205,0.916,0.014
0.206,0.916,0.014
0.207,0.916,0.014
0.208,0.916,0.014
0.209,0.915,0.014
0.210,0.914,0.014
0.211,0.914,0.013
0.212,0.914,0.013
0.214,0.914,0.013
