precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.026,1.000
0.026,1.000
0.027,1.000
0.028,1.000
0.029,1.000
0.031,1.000
0.033,1.000
0.036,1.000
0.039,1.000
0.042,0.999
0.046,0.999
0.051,0.999
0.055,0.998
0.060,0.998
0.066,0.998
0.071,0.997
0.077,0.994
0.082,0.993
0.089,0.993
0.095,0.993
0.100,0.993
0.106,0.991
0.111,0.991
0.116,0.990
0.122,0.990
0.128,0.989
0.133,0.989
0.139,0.987
0.145,0.987
0.150,0.987
0.155,0.985
0.161,0.984
0.166,0.984
0.171,0.984
0.176,0.984
0.181,0.984
0.186,0.984
0.190,0.984
0.195,0.984
0.200,0.984
0.205,0.984
0.208,0.983
0.213,0.982
0.219,0.980
0.222,0.979
0.226,0.978
0.231,0.978
0.235,0.978
0.238,0.978
0.243,0.978
0.247,0.976
0.251,0.976
0.256,0.975
0.259,0.975
0.264,0.975
0.269,0.975
0.273,0.974
0.278,0.972
0.281,0.971
0.286,0.971
0.290,0.971
0.294,0.970
0.299,0.970
0.302,0.970
0.305,0.970
0.308,0.970
0.311,0.970
0.316,0.970
0.319,0.970
0.323,0.969
0.327,0.968
0.330,0.968
0.334,0.968
0.337,0.968
0.340,0.968
0.344,0.967
0.347,0.966
0.350,0.964
0.353,0.963
0.356,0.961
0.359,0.961
0.362,0.960
0.365,0.960
0.367,0.959
0.370,0.959
0.373,0.958
0.376,0.958
0.380,0.958
0.383,0.958
0.386,0.958
0.389,0.958
0.392,0.956
0.395,0.956
0.396,0.955
0.398,0.955
0.403,0.955
0.405,0.955
0.408,0.955
0.410,0.954
0.413,0.954
0.416,0.953
0.417,0.951
0.420,0.951
0.422,0.951
0.426,0.951
0.429,0.949
0.433,0.949
0.435,0.949
0.438,0.949
0.438,0.948
0.441,0.947
0.445,0.946
0.447,0.946
0.449,0.945
0.451,0.945
0.453,0.945
0.456,0.945
0.459,0.945
0.461,0.945
0.463,0.945
0.467,0.945
0.469,0.944
0.470,0.941
0.472,0.940
0.475,0.940
0.476,0.940
0.481,0.939
0.484,0.939
0.486,0.939
0.487,0.937
0.488,0.937
0.490,0.937
0.492,0.937
0.494,0.937
0.495,0.936
0.497,0.936
0.498,0.936
0.499,0.935
0.501,0.935
0.502,0.933
0.505,0.933
0.507,0.933
0.509,0.933
0.512,0.933
0.514,0.932
0.517,0.932
0.519,0.932
0.521,0.932
0.522,0.932
0.524,0.932
0.525,0.932
0.527,0.931
0.530,0.931
0.532,0.931
0.534,0.931
0.536,0.931
0.536,0.931
0.537,0.931
0.539,0.930
0.541,0.929
0.543,0.929
0.545,0.929
0.546,0.928
0.548,0.928
0.549,0.928
0.553,0.928
0.556,0.928
0.556,0.928
0.559,0.928
0.560,0.928
0.563,0.928
0.565,0.928
0.566,0.927
0.568,0.925
0.568,0.925
0.571,0.925
0.573,0.925
0.573,0.925
0.575,0.925
0.576,0.924
0.576,0.923
