class,PR-AUC,ROC-AUC,precision,recall,annotated segments,TP segments,FP segments
AGOL,0.970,0.997,0.962,0.781,32,25.0,1.0
ALFL,0.981,0.999,0.971,0.739,46,34.0,1.0
AMBI,1.000,1.000,1.000,0.556,9,5.0,0.0
AMCR,0.838,0.989,1.000,0.480,25,12.0,0.0
AMRO,0.934,0.999,1.000,0.500,12,6.0,0.0
BADO,0.993,1.000,1.000,0.864,22,19.0,0.0
BBWA,1.000,1.000,1.000,0.333,6,2.0,0.0
BCCH,0.911,0.997,1.000,0.700,10,7.0,0.0
BEKI,0.891,0.991,1.000,0.625,8,5.0,0.0
BLJA,0.952,0.998,1.000,0.550,20,11.0,0.0
BRCR,0.798,0.997,0.800,0.286,14,4.0,1.0
BTNW,0.968,0.999,1.000,0.842,19,16.0,0.0
CANG,0.948,1.000,0.833,0.833,6,5.0,1.0
CEDW,0.818,0.993,1.000,0.348,23,8.0,0.0
CHSP,0.933,0.992,1.000,0.519,54,28.0,0.0
CMWA,1.000,1.000,1.000,1.000,6,6.0,0.0
CORA,1.000,1.000,1.000,1.000,6,6.0,0.0
COYE,0.965,0.999,1.000,0.864,22,19.0,0.0
DEJU,0.391,0.981,0.429,0.273,11,3.0,4.0
EAKI,1.000,1.000,1.000,0.857,7,6.0,0.0
EATO,0.904,0.995,1.000,0.455,11,5.0,0.0
EAWP,0.988,1.000,1.000,0.800,30,24.0,0.0
FISP,0.975,0.999,1.000,0.750,12,9.0,0.0
GCKI,0.931,0.998,1.000,0.417,12,5.0,0.0
GHOW,0.847,0.988,1.000,0.357,28,10.0,0.0
HETH,0.700,0.955,1.000,0.186,43,8.0,0.0
NHWR,1.000,1.000,1.000,1.000,9,9.0,0.0
NOCA,0.975,0.999,1.000,0.652,23,15.0,0.0
NOFL,0.983,1.000,0.818,0.900,10,9.0,2.0
OVEN,0.983,1.000,1.000,0.900,10,9.0,0.0
PISI,1.000,1.000,1.000,1.000,11,11.0,0.0
RBNU,0.927,0.992,1.000,0.769,13,10.0,0.0
RWBL,0.975,0.998,1.000,0.595,37,22.0,0.0
SWSP,0.871,0.988,1.000,0.385,39,15.0,0.0
SWTH,0.899,0.999,0.833,1.000,10,10.0,2.0
TEWA,0.915,0.992,1.000,0.478,46,22.0,0.0
TRUS,1.000,1.000,1.000,0.250,8,2.0,0.0
VEER,0.850,0.998,1.000,0.250,4,1.0,0.0
WAVI,0.904,0.992,1.000,0.600,10,6.0,0.0
WETA,1.000,1.000,1.000,1.000,11,11.0,0.0
WISN,0.975,0.998,1.000,0.581,31,18.0,0.0
WIWA,0.972,1.000,0.889,0.889,9,8.0,1.0
WIWR,1.000,1.000,1.000,0.970,33,32.0,0.0
WOTH,1.000,1.000,1.000,1.000,4,4.0,0.0
WTSP,0.862,0.982,1.000,0.302,43,13.0,0.0
YEWA,0.879,0.996,1.000,0.500,16,8.0,0.0
