precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.026,1.000
0.026,1.000
0.027,1.000
0.028,1.000
0.030,1.000
0.032,1.000
0.036,1.000
0.039,1.000
0.043,1.000
0.048,1.000
0.053,1.000
0.058,1.000
0.064,0.999
0.070,0.998
0.076,0.998
0.082,0.998
0.089,0.998
0.095,0.998
0.101,0.998
0.108,0.998
0.113,0.997
0.119,0.994
0.125,0.994
0.132,0.994
0.137,0.994
0.143,0.993
0.148,0.993
0.153,0.991
0.159,0.991
0.163,0.989
0.169,0.989
0.175,0.989
0.180,0.987
0.185,0.987
0.190,0.987
0.195,0.985
0.199,0.984
0.204,0.984
0.210,0.984
0.215,0.984
0.219,0.982
0.225,0.980
0.230,0.979
0.235,0.979
0.239,0.977
0.244,0.974
0.248,0.972
0.252,0.972
0.256,0.971
0.259,0.970
0.263,0.970
0.267,0.969
0.272,0.969
0.276,0.969
0.280,0.969
0.284,0.969
0.288,0.969
0.294,0.968
0.298,0.967
0.302,0.967
0.307,0.967
0.311,0.967
0.314,0.967
0.319,0.967
0.322,0.966
0.326,0.966
0.329,0.963
0.333,0.963
0.335,0.962
0.339,0.962
0.343,0.961
0.346,0.961
0.350,0.961
0.354,0.960
0.357,0.960
0.361,0.960
0.364,0.960
0.368,0.960
0.371,0.959
0.374,0.959
0.377,0.956
0.380,0.956
0.384,0.956
0.389,0.955
0.391,0.955
0.395,0.954
0.398,0.951
0.401,0.951
0.403,0.949
0.406,0.949
0.409,0.948
0.411,0.948
0.414,0.948
0.418,0.948
0.420,0.948
0.423,0.948
0.424,0.947
0.426,0.947
0.428,0.946
0.431,0.946
0.434,0.946
0.436,0.945
0.438,0.945
0.441,0.945
0.442,0.945
0.445,0.945
0.448,0.945
0.449,0.945
0.451,0.944
0.452,0.943
0.453,0.943
0.456,0.943
0.459,0.943
0.462,0.943
0.464,0.941
0.466,0.941
0.467,0.941
0.469,0.941
0.471,0.940
0.473,0.939
0.474,0.939
0.477,0.939
0.479,0.939
0.481,0.939
0.483,0.939
0.485,0.939
0.487,0.938
0.488,0.937
0.491,0.937
0.493,0.936
0.495,0.936
0.497,0.936
0.499,0.936
0.502,0.936
0.503,0.935
0.504,0.935
0.506,0.935
0.508,0.935
0.509,0.933
0.511,0.932
0.512,0.932
0.513,0.932
0.514,0.931
0.515,0.930
0.516,0.930
0.518,0.930
0.521,0.930
0.524,0.930
0.525,0.929
0.528,0.929
0.531,0.929
0.534,0.929
0.536,0.928
0.537,0.928
0.539,0.928
0.541,0.927
0.544,0.927
0.546,0.927
0.547,0.927
0.549,0.925
0.551,0.923
0.552,0.923
0.553,0.922
0.555,0.922
0.558,0.922
0.559,0.921
0.562,0.921
0.564,0.921
0.565,0.921
0.566,0.921
0.568,0.921
0.570,0.921
0.571,0.921
0.573,0.921
0.575,0.920
0.576,0.920
0.577,0.918
0.578,0.918
0.579,0.918
0.579,0.918
0.580,0.917
0.582,0.916
0.582,0.916
0.584,0.916
