threshold,iou
0.0000,0.2381
0.0100,0.2381
0.0200,0.2353
0.0300,0.1866
0.0400,0.2201
0.0500,0.2990
0.0600,0.3127
0.0700,0.3202
0.0800,0.3455
0.0900,0.3652
0.1000,0.3977
0.1100,0.4073
0.1200,0.4436
0.1300,0.4567
0.1400,0.4611
0.1500,0.4579
0.1600,0.4650
0.1700,0.4867
0.1800,0.4802
0.1900,0.4996
0.2000,0.4917
0.2100,0.4887
0.2200,0.5007
0.2300,0.5148
0.2400,0.5112
0.2500,0.5183
0.2600,0.5223
0.2700,0.5307
0.2800,0.5218
0.2900,0.5243
0.3000,0.5338
0.3100,0.5250
0.3200,0.5248
0.3300,0.5214
0.3400,0.5372
0.3500,0.5629
0.3600,0.5673
0.3700,0.5627
0.3800,0.5788
0.3900,0.5977
0.4000,0.5961
0.4100,0.5914
0.4200,0.5935
0.4300,0.5907
0.4400,0.6012
0.4500,0.6252
0.4600,0.6217
0.4700,0.6251
0.4800,0.6411
0.4900,0.6553
0.5000,0.6518
0.5100,0.6569
0.5200,0.6556
0.5300,0.6676
0.5400,0.6880
0.5500,0.6973
0.5600,0.7106
0.5700,0.7142
0.5800,0.7146
0.5900,0.7253
0.6000,0.7250
0.6100,0.7283
0.6200,0.7377
0.6300,0.7560
0.6400,0.7576
0.6500,0.7589
0.6600,0.7601
0.6700,0.7586
0.6800,0.7525
0.6900,0.7484
0.7000,0.7348
0.7100,0.7438
0.7200,0.7607
0.7300,0.7542
0.7400,0.7631
0.7500,0.7539
0.7600,0.7436
0.7700,0.7310
0.7800,0.7154
0.7900,0.7179
0.8000,0.7144
0.8100,0.7013
0.8200,0.6992
0.8300,0.6790
0.8400,0.6659
0.8500,0.6549
0.8600,0.6450
0.8700,0.6273
0.8800,0.6099
0.8900,0.5928
0.9000,0.5710
0.9100,0.5409
0.9200,0.5023
0.9300,0.4268
0.9400,0.3357
0.9500,0.2367
0.9600,0.1691
0.9700,0.1272
0.9800,0.0453
0.9900,0.0000
1.0000,0.0000
