class,PR-AUC,ROC-AUC,precision,recall,annotated segments,TP segments,FP segments
AGOL,0.977,0.997,1.000,0.812,32,26.0,0.0
ALFL,0.977,0.998,0.971,0.739,46,34.0,1.0
AMBI,0.696,0.935,1.000,0.556,9,5.0,0.0
AMCR,0.889,0.992,1.000,0.560,25,14.0,0.0
AMRO,0.950,0.999,1.000,0.500,12,6.0,0.0
BADO,1.000,1.000,1.000,0.864,22,19.0,0.0
BBWA,0.958,1.000,1.000,0.333,6,2.0,0.0
BCCH,0.961,0.999,1.000,0.600,10,6.0,0.0
BEKI,0.884,0.984,1.000,0.500,8,4.0,0.0
BLJA,0.946,0.996,1.000,0.500,20,10.0,0.0
BRCR,0.931,0.998,1.000,0.429,14,6.0,0.0
BTNW,0.990,1.000,1.000,0.842,19,16.0,0.0
CANG,0.863,0.999,0.714,0.833,6,5.0,2.0
CEDW,0.833,0.993,0.857,0.261,23,6.0,1.0
CHSP,0.904,0.989,1.000,0.519,54,28.0,0.0
CMWA,1.000,1.000,1.000,1.000,6,6.0,0.0
CORA,1.000,1.000,1.000,0.833,6,5.0,0.0
COYE,0.960,0.998,1.000,0.864,22,19.0,0.0
DEJU,0.818,0.991,1.000,0.727,11,8.0,0.0
EAKI,1.000,1.000,1.000,0.857,7,6.0,0.0
EATO,0.870,0.996,1.000,0.545,11,6.0,0.0
EAWP,0.996,1.000,1.000,0.833,30,25.0,0.0
FISP,1.000,1.000,1.000,0.750,12,9.0,0.0
GCKI,0.918,0.995,1.000,0.500,12,6.0,0.0
GHOW,0.860,0.983,1.000,0.179,28,5.0,0.0
HETH,0.661,0.927,1.000,0.163,43,7.0,0.0
NHWR,1.000,1.000,1.000,1.000,9,9.0,0.0
NOCA,0.988,1.000,1.000,0.609,23,14.0,0.0
NOFL,0.785,0.998,0.818,0.900,10,9.0,2.0
OVEN,0.977,1.000,1.000,0.900,10,9.0,0.0
PISI,1.000,1.000,1.000,1.000,11,11.0,0.0
RBNU,0.979,0.999,1.000,0.538,13,7.0,0.0
RWBL,0.969,0.996,1.000,0.568,37,21.0,0.0
SWSP,0.870,0.987,1.000,0.513,39,20.0,0.0
SWTH,0.935,0.999,0.800,0.800,10,8.0,2.0
TEWA,0.922,0.990,1.000,0.522,46,24.0,0.0
TRUS,1.000,1.000,1.000,0.250,8,2.0,0.0
VEER,0.950,1.000,1.000,0.250,4,1.0,0.0
WAVI,0.940,0.998,1.000,0.800,10,8.0,0.0
WETA,1.000,1.000,1.000,1.000,11,11.0,0.0
WISN,0.946,0.995,1.000,0.581,31,18.0,0.0
WIWA,1.000,1.000,1.000,0.889,9,8.0,0.0
WIWR,1.000,1.000,1.000,0.909,33,30.0,0.0
WOTH,0.950,1.000,1.000,0.250,4,1.0,0.0
WTSP,0.847,0.970,1.000,0.302,43,13.0,0.0
YEWA,0.879,0.997,1.000,0.438,16,7.0,0.0
