precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.026,1.000
0.026,1.000
0.027,1.000
0.028,1.000
0.029,1.000
0.031,1.000
0.034,0.997
0.037,0.993
0.041,0.993
0.046,0.991
0.051,0.991
0.057,0.991
0.063,0.989
0.070,0.989
0.077,0.986
0.084,0.985
0.092,0.985
0.099,0.985
0.107,0.984
0.115,0.984
0.123,0.982
0.131,0.980
0.138,0.980
0.146,0.980
0.153,0.978
0.160,0.978
0.166,0.978
0.174,0.978
0.181,0.978
0.188,0.976
0.194,0.974
0.200,0.974
0.207,0.974
0.213,0.974
0.220,0.972
0.225,0.972
0.232,0.972
0.239,0.972
0.244,0.972
0.249,0.972
0.254,0.972
0.258,0.971
0.263,0.971
0.268,0.971
0.273,0.969
0.278,0.968
0.281,0.968
0.287,0.968
0.290,0.968
0.294,0.967
0.299,0.967
0.304,0.967
0.308,0.967
0.312,0.964
0.317,0.963
0.320,0.961
0.326,0.961
0.329,0.961
0.332,0.961
0.335,0.960
0.339,0.959
0.342,0.959
0.345,0.959
0.350,0.958
0.355,0.958
0.359,0.958
0.363,0.958
0.365,0.956
0.368,0.956
0.371,0.956
0.374,0.955
0.377,0.954
0.380,0.954
0.384,0.954
0.387,0.954
0.391,0.954
0.392,0.953
0.394,0.953
0.396,0.953
0.399,0.953
0.403,0.953
0.405,0.953
0.408,0.953
0.412,0.953
0.414,0.953
0.417,0.953
0.419,0.953
0.420,0.953
0.422,0.953
0.425,0.953
0.428,0.951
0.431,0.949
0.433,0.949
0.436,0.949
0.438,0.949
0.441,0.949
0.444,0.948
0.446,0.948
0.448,0.948
0.451,0.948
0.453,0.947
0.455,0.947
0.460,0.947
0.462,0.946
0.462,0.944
0.463,0.943
0.465,0.943
0.467,0.943
0.468,0.941
0.470,0.941
0.472,0.940
0.474,0.940
0.475,0.940
0.477,0.940
0.480,0.940
0.482,0.939
0.484,0.939
0.486,0.939
0.487,0.939
0.489,0.939
0.490,0.938
0.494,0.938
0.494,0.938
0.495,0.936
0.496,0.935
0.497,0.935
0.501,0.935
0.503,0.935
0.505,0.935
0.507,0.935
0.509,0.935
0.511,0.935
0.514,0.935
0.515,0.935
0.516,0.935
0.518,0.935
0.520,0.932
0.523,0.932
0.524,0.932
0.525,0.932
0.526,0.932
0.527,0.932
0.529,0.932
0.531,0.931
0.534,0.931
0.536,0.931
0.537,0.931
0.538,0.930
0.540,0.930
0.542,0.930
0.544,0.930
0.547,0.930
0.548,0.930
0.549,0.929
0.552,0.929
0.553,0.929
0.553,0.928
0.554,0.927
0.554,0.925
0.556,0.925
0.559,0.924
0.560,0.924
0.561,0.924
0.563,0.924
0.564,0.924
0.565,0.923
0.567,0.923
0.569,0.923
0.570,0.923
0.571,0.922
0.573,0.921
0.574,0.921
0.576,0.921
0.578,0.920
0.578,0.920
0.579,0.920
0.580,0.918
0.581,0.917
0.582,0.917
0.583,0.917
0.584,0.917
0.586,0.917
