precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.026,1.000
0.026,1.000
0.027,1.000
0.029,1.000
0.031,0.997
0.033,0.995
0.036,0.994
0.040,0.990
0.045,0.989
0.050,0.989
0.055,0.985
0.061,0.985
0.068,0.984
0.075,0.984
0.082,0.984
0.090,0.983
0.097,0.983
0.105,0.983
0.113,0.983
0.120,0.983
0.127,0.980
0.135,0.980
0.143,0.980
0.150,0.978
0.158,0.978
0.164,0.976
0.172,0.976
0.179,0.976
0.186,0.976
0.192,0.975
0.198,0.975
0.203,0.975
0.208,0.974
0.214,0.974
0.220,0.974
0.226,0.974
0.231,0.972
0.238,0.972
0.242,0.971
0.247,0.970
0.253,0.970
0.257,0.969
0.263,0.969
0.267,0.967
0.271,0.966
0.275,0.966
0.280,0.964
0.286,0.964
0.291,0.964
0.294,0.962
0.297,0.962
0.301,0.962
0.305,0.962
0.310,0.961
0.313,0.961
0.317,0.961
0.320,0.960
0.323,0.959
0.325,0.958
0.329,0.958
0.332,0.956
0.336,0.956
0.340,0.956
0.343,0.956
0.345,0.956
0.348,0.954
0.352,0.954
0.354,0.954
0.358,0.954
0.362,0.954
0.366,0.954
0.370,0.954
0.373,0.953
0.376,0.953
0.377,0.951
0.380,0.949
0.383,0.949
0.385,0.948
0.389,0.948
0.392,0.948
0.394,0.946
0.397,0.946
0.400,0.945
0.402,0.945
0.404,0.945
0.407,0.944
0.409,0.944
0.411,0.944
0.413,0.943
0.415,0.941
0.417,0.940
0.419,0.940
0.421,0.940
0.424,0.940
0.427,0.939
0.430,0.939
0.432,0.939
0.433,0.938
0.435,0.937
0.436,0.937
0.437,0.937
0.439,0.937
0.441,0.937
0.444,0.936
0.446,0.936
0.449,0.936
0.451,0.935
0.453,0.935
0.455,0.933
0.459,0.931
0.462,0.930
0.465,0.930
0.467,0.929
0.470,0.925
0.471,0.925
0.473,0.925
0.476,0.925
0.477,0.925
0.480,0.925
0.483,0.925
0.484,0.924
0.485,0.922
0.486,0.922
0.487,0.921
0.489,0.921
0.491,0.921
0.492,0.921
0.496,0.921
0.499,0.921
0.501,0.920
0.503,0.917
0.506,0.917
0.508,0.917
0.511,0.917
0.514,0.917
0.515,0.917
0.517,0.917
0.521,0.917
0.522,0.917
0.525,0.917
0.530,0.917
0.532,0.916
0.534,0.916
0.535,0.915
0.538,0.915
0.540,0.915
0.541,0.915
0.543,0.915
0.545,0.915
0.546,0.915
0.546,0.914
0.547,0.914
0.550,0.914
0.550,0.914
0.551,0.913
0.552,0.913
0.554,0.913
0.555,0.913
0.556,0.913
0.558,0.913
0.559,0.912
0.560,0.912
0.563,0.910
0.564,0.910
0.567,0.910
0.568,0.910
0.569,0.908
0.569,0.908
0.572,0.908
0.573,0.908
0.573,0.908
0.575,0.908
0.575,0.907
0.576,0.906
0.579,0.906
0.580,0.906
0.581,0.906
0.584,0.906
0.584,0.906
0.586,0.906
0.587,0.905
0.591,0.905
