precision,recall
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.025,1.000
0.026,0.999
0.027,0.999
0.028,0.999
0.030,0.999
0.032,0.999
0.035,0.999
0.039,0.999
0.044,0.997
0.049,0.995
0.055,0.994
0.062,0.994
0.069,0.991
0.077,0.990
0.085,0.989
0.093,0.987
0.101,0.985
0.109,0.984
0.117,0.983
0.124,0.983
0.132,0.983
0.139,0.983
0.146,0.979
0.154,0.978
0.162,0.977
0.168,0.977
0.176,0.976
0.183,0.976
0.189,0.976
0.196,0.976
0.202,0.976
0.208,0.975
0.213,0.974
0.220,0.971
0.226,0.971
0.231,0.971
0.236,0.970
0.242,0.970
0.247,0.970
0.253,0.969
0.257,0.968
0.262,0.968
0.267,0.968
0.271,0.967
0.276,0.967
0.280,0.967
0.285,0.967
0.288,0.966
0.293,0.964
0.297,0.964
0.301,0.964
0.306,0.964
0.309,0.964
0.314,0.963
0.318,0.963
0.323,0.963
0.327,0.962
0.331,0.962
0.336,0.962
0.340,0.962
0.345,0.962
0.349,0.962
0.353,0.962
0.357,0.962
0.358,0.961
0.361,0.961
0.365,0.961
0.369,0.961
0.371,0.961
0.375,0.960
0.378,0.958
0.381,0.958
0.384,0.958
0.387,0.956
0.390,0.956
0.396,0.955
0.399,0.955
0.402,0.954
0.405,0.954
0.408,0.954
0.410,0.954
0.413,0.954
0.416,0.953
0.418,0.953
0.420,0.953
0.425,0.952
0.427,0.949
0.429,0.948
0.432,0.948
0.434,0.948
0.437,0.948
0.440,0.947
0.443,0.947
0.444,0.947
0.445,0.946
0.448,0.946
0.450,0.944
0.453,0.944
0.455,0.944
0.458,0.944
0.461,0.944
0.463,0.944
0.465,0.944
0.468,0.944
0.471,0.943
0.473,0.943
0.477,0.943
0.480,0.943
0.482,0.943
0.487,0.943
0.488,0.941
0.490,0.941
0.493,0.941
0.495,0.940
0.497,0.940
0.500,0.939
0.501,0.939
0.504,0.939
0.505,0.939
0.508,0.937
0.510,0.937
0.511,0.937
0.512,0.936
0.513,0.935
0.514,0.933
0.517,0.933
0.518,0.933
0.519,0.933
0.520,0.933
0.523,0.932
0.525,0.932
0.529,0.932
0.530,0.932
0.532,0.932
0.535,0.931
0.536,0.931
0.537,0.931
0.541,0.931
0.542,0.931
0.545,0.931
0.547,0.931
0.549,0.931
0.550,0.931
0.552,0.931
0.554,0.931
0.555,0.931
0.555,0.930
0.556,0.930
0.559,0.929
0.561,0.929
0.563,0.929
0.566,0.929
0.567,0.929
0.569,0.929
0.571,0.929
0.574,0.929
0.575,0.928
0.578,0.927
0.580,0.925
0.581,0.925
0.583,0.924
0.584,0.924
0.585,0.924
0.588,0.924
0.589,0.924
0.590,0.923
0.593,0.922
0.593,0.922
0.595,0.921
0.595,0.921
0.596,0.920
0.599,0.920
0.600,0.918
0.602,0.917
0.604,0.917
0.606,0.917
0.608,0.917
0.609,0.917
0.611,0.916
0.614,0.916
0.615,0.915
0.618,0.915
0.621,0.915
0.621,0.914
0.624,0.914
0.626,0.913
0.628,0.912
